time_s,t_min,T_bulk_mean_C,T_coil_mean_C,DeltaT_C,P_bath_W,P_HX_W,UA_corr_W_per_K
95.454,1.5909,10.0,-2.455,12.455,104.44388446333593,248.58222016083923,19.958427953499736
96.458,1.6076333333333332,9.969999999999999,-2.615,12.584999999999999,101.83190853533128,245.97024423283457,19.544715473407596
97.464,1.6244,9.98,-2.795,12.775,102.11025423140481,246.2485899289081,19.275819172517267
98.468,1.6411333333333333,9.969999999999999,-2.9599999999999995,12.929999999999998,101.71207971169434,245.85041540919764,19.013953241237253
99.473,1.6578833333333334,9.975,-3.13,13.105,103.0906203820048,247.2289560795081,18.86523892251111
100.478,1.6746333333333332,9.99,-3.2700000000000005,13.260000000000002,109.09595283518884,253.23428853269212,19.097608486628364
101.483,1.6913833333333335,9.98,-3.5049999999999994,13.485,115.65839130184109,259.7967269993444,19.265608231319572
102.488,1.7081333333333333,9.955,-3.5549999999999997,13.51,123.0952502768771,267.2335859743804,19.780428273455247
103.493,1.7248833333333333,9.965,-3.8200000000000003,13.785,135.5570095780845,279.6953452755878,20.28983280925555
104.498,1.7416333333333334,9.915,-3.93,13.844999999999999,149.35758196399047,293.49591766149376,21.19869394449215
105.502,1.7583666666666666,9.955,-4.16,14.115,158.75672200964505,302.89505770714834,21.459090166995985
106.508,1.7751333333333332,9.93,-4.26,14.19,171.7217577717562,315.8600934692595,22.25934414864408
107.512,1.7918666666666667,9.945,-4.375,14.32,184.6071345724159,328.7454702699192,22.957085912703857
108.517,1.8086166666666665,9.905000000000001,-4.529999999999999,14.435,198.31502669124396,342.4533623887472,23.723821433235
109.522,1.8253666666666668,9.875,-4.6850000000000005,14.56,207.7934096276926,351.9317453251959,24.171136354752463
110.527,1.8421166666666666,9.89,-4.744999999999999,14.635,217.93487463405293,362.0732103315562,24.740226192795095
111.533,1.8588833333333334,9.875,-4.9,14.775,230.07797796859705,374.21631366610035,25.327669283661614
112.537,1.8756166666666667,9.885,-5.035,14.92,247.60426618646085,391.74260188396414,26.256206560587408
113.542,1.8923666666666668,9.879999999999999,-5.125,15.004999999999999,260.1181082283981,404.2564439259014,26.941449112022756
114.547,1.9091166666666666,9.865,-5.295,15.16,269.0529132333179,413.1912489308212,27.25535942815443
115.552,1.9258666666666668,9.879999999999999,-5.414999999999999,15.294999999999998,280.89124081144854,425.02957650895183,27.788792187574494
116.556,1.9425999999999999,9.89,-5.445,15.335,288.05027525184545,432.18861094934874,28.183150371656257
117.562,1.9593666666666667,9.86,-5.59,15.45,298.32453843255826,442.46287413006155,28.638373730101073
118.566,1.9761,9.879999999999999,-5.715,15.594999999999999,305.81383221524766,449.95216791275095,28.852335230057776
119.571,1.99285,9.835,-5.800000000000001,15.635000000000002,315.8503052544679,459.9886409519712,29.4204439368066
120.577,2.0096166666666666,9.855,-5.835000000000001,15.690000000000001,325.0891064625398,469.2274421600431,29.90614672785488
121.581,2.02635,9.84,-5.9399999999999995,15.78,333.20292915296716,477.34126485047045,30.249763298508903
122.587,2.0431166666666667,9.74,-5.999999999999999,15.739999999999998,340.46812280158514,484.60645849908843,30.78821210286458
123.591,2.05985,9.71,-6.134999999999999,15.844999999999999,343.0003375523103,487.1386732498136,30.743999573986347
124.596,2.0766,9.719999999999999,-6.250000000000001,15.969999999999999,350.2518924394882,494.3902281369915,30.957434448152256
125.601,2.09335,9.635,-6.370000000000001,16.005000000000003,352.9836758526312,497.1220115501345,31.06041934083939
126.606,2.1101,9.61,-6.459999999999999,16.07,352.81073083611943,496.9490665336227,30.924024053119023
127.61,2.1268333333333334,9.614999999999998,-6.609999999999999,16.224999999999998,352.22652802569473,496.364863723198,30.59259560697677
128.616,2.1436,9.565000000000001,-6.6850000000000005,16.25,350.33216152105086,494.47049721855416,30.428953674987948
129.62,2.1603333333333334,9.54,-6.870000000000001,16.41,348.2362694190385,492.3746051165418,30.00454632032552
130.625,2.1770833333333335,9.54,-6.91,16.45,349.40376255318523,493.5420982506885,30.002559164175594
131.631,2.19385,9.555,-7.075000000000001,16.630000000000003,347.8389554120623,491.9772911095656,29.5837216542132
132.635,2.210583333333333,9.48,-7.22,16.7,349.01942160728555,493.15775730478884,29.530404629029274
133.64,2.227333333333333,9.45,-7.390000000000001,16.84,346.95166624632367,491.09000194382696,29.162114129680937
134.645,2.2440833333333337,9.43,-7.4750000000000005,16.905,347.5339801279689,491.6723158254722,29.084431577963453
135.65,2.2608333333333333,9.44,-7.615,17.055,344.45822749814886,488.59656319565215,28.648288665825397
136.654,2.2775666666666665,9.455,-7.765000000000001,17.22,340.41451752634515,484.55285322384844,28.138957794648576
137.66,2.2943333333333333,9.39,-7.84,17.23,338.04104084827316,482.17937654577645,27.984873856400256
138.664,2.3110666666666666,9.395,-7.970000000000001,17.365000000000002,333.0955517793898,477.2338874768931,27.48251583512197
139.669,2.3278166666666666,9.39,-8.155,17.545,328.74827912816244,472.88661482566573,26.952785114030533
140.675,2.3445833333333335,9.39,-8.215,17.605,323.1794273189004,467.3177630164037,26.544604545095353
141.679,2.3613166666666667,9.350000000000001,-8.315000000000001,17.665000000000003,313.1710622269903,457.30939792449357,25.887879871185593
142.685,2.3780833333333335,9.325,-8.389999999999999,17.714999999999996,302.97691380367104,447.11524950117433,25.23935927186985
143.689,2.3948166666666664,9.325,-8.51,17.835,291.99985956947586,436.13819526697915,24.45406197179586
144.694,2.4115666666666664,9.305,-8.600000000000001,17.905,281.34130781811183,425.4796435156151,23.763174728601793
145.699,2.428316666666667,9.34,-8.755,18.095,276.1564450589157,420.294780756419,23.227122451308045
146.704,2.445066666666667,9.24,-8.875,18.115000000000002,269.4616038318605,413.5999395293638,22.83190392102477
147.708,2.4617999999999998,9.309999999999999,-9.02,18.33,261.58678912415303,405.7251248216563,22.134485805873233
148.714,2.4785666666666666,9.32,-9.194999999999999,18.515,257.079101843678,401.2174375411813,21.66985890041487
149.719,2.4953166666666666,9.35,-9.275,18.625,252.5050091246573,396.6433448221606,21.296286970317347
150.723,2.5120500000000003,9.305,-9.515,18.82,248.14428134456037,392.28261704206363,20.843922265784464
151.729,2.5288166666666667,9.305,-9.64,18.945,249.28376147341467,393.42209717091794,20.766539834833356
152.733,2.54555,9.205,-9.785,18.990000000000002,249.0987487840177,393.237084481521,20.707587387125905
153.739,2.562316666666667,9.26,-9.96,19.22,246.7659850544802,390.9043207519835,20.33841419105013
154.743,2.57905,9.215,-10.104999999999999,19.32,242.27161858129648,386.4099542787998,20.000515231821936
155.748,2.5957999999999997,9.225,-10.344999999999999,19.57,243.38538613981532,387.5237218373186,19.801927533843568
156.753,2.6125499999999997,9.165,-10.41,19.575,244.5248572078821,388.66319290538536,19.855080097337694
157.758,2.6293,9.185,-10.56,19.745,246.04936899086564,390.18770468836897,19.761342349372953
158.763,2.6460500000000002,9.175,-10.77,19.945,244.1136889949184,388.2520246924217,19.466133100647866
159.768,2.6628,9.129999999999999,-10.95,20.08,242.53650589270592,386.6748415902092,19.256715218635918
160.773,2.67955,9.125,-11.08,20.205,242.82774288622286,386.96607858372613,19.151995970488798
161.777,2.696283333333333,9.07,-11.24,20.310000000000002,243.54455797955333,387.68289367705665,19.08827639965813
162.783,2.71305,9.085,-11.425,20.51,241.1053178177203,385.2436535152236,18.783210800352197
163.787,2.7297833333333332,9.105,-11.53,20.634999999999998,240.8534094912919,384.9917451887952,18.6572205083012
164.792,2.7465333333333333,9.120000000000001,-11.715,20.835,240.98655048995795,385.12488618746124,18.48451577573608
165.797,2.7632833333333333,9.08,-11.86,20.939999999999998,245.09520831140347,389.23354400890673,18.58803935095066
166.802,2.7800333333333334,9.055,-12.065,21.119999999999997,245.4269450040707,389.565280701574,18.445325790794225
167.808,2.7967999999999997,9.03,-12.325,21.354999999999997,247.09676959099176,391.23510528849505,18.320538763216817
168.812,2.8135333333333334,9.055,-12.67,21.725,243.82237441057333,387.9607101080766,17.857800235124355
169.817,2.8302833333333335,9.035,-13.02,22.055,246.7255667152916,390.8639024127949,17.722235430187936
170.822,2.8470333333333335,9.035,-13.275,22.310000000000002,245.3473757968352,389.4857114943385,17.457898318885633
171.827,2.863783333333333,9.035,-13.52,22.555,240.48176713595936,384.6201028334626,17.052542799089455
172.831,2.8805166666666664,9.0,-13.799999999999999,22.799999999999997,232.40871570347105,376.54705140097434,16.515221552674316
173.837,2.897283333333333,8.93,-14.01,22.939999999999998,229.99602158396902,374.1343572814723,16.309257074170546
174.841,2.914016666666667,8.95,-14.239999999999998,23.189999999999998,226.04490263040503,370.1832383279083,15.963054692880913
175.846,2.9307666666666665,8.96,-14.415000000000001,23.375,227.5302921262582,371.6686278237615,15.900262152888192
176.851,2.9475166666666666,8.955,-14.63,23.585,219.09795335857387,363.23628905607717,15.401157051349466
177.856,2.9642666666666666,8.91,-14.8,23.71,219.482714249895,363.6210499473983,15.336189369354631
178.862,2.9810333333333334,8.915,-14.975,23.89,216.0758886491255,360.2142243466288,15.078033668758007
179.866,2.9977666666666667,8.905,-15.114999999999998,24.019999999999996,215.82412112802692,359.96245682553024,14.985947411554134
180.871,3.0145166666666667,8.93,-15.305,24.235,212.80152807334036,356.93986377084366,14.72827991627166
181.876,3.0312666666666668,8.885,-15.399999999999999,24.284999999999997,209.67277412245258,353.81110981995585,14.569121260858797
182.881,3.048016666666667,8.895,-15.559999999999999,24.455,206.23898009469295,350.3773157921962,14.327430619186106
183.885,3.0647499999999996,8.86,-15.725000000000001,24.585,204.05190661200058,348.1902423095039,14.162710689831355
184.891,3.0815166666666665,8.895,-15.909999999999998,24.805,205.2054680094327,349.343803706936,14.083604261517275
185.895,3.09825,8.835,-16.205000000000002,25.040000000000003,203.48147154084853,347.6198072383518,13.88258016127603
186.9,3.115,8.844999999999999,-16.645000000000003,25.490000000000002,202.07676469255648,346.2151003900598,13.582389187526863
187.906,3.1317666666666666,8.78,-17.075,25.854999999999997,199.37216262443184,343.51049832193513,13.286037452018379
188.91,3.1485,8.82,-17.520000000000003,26.340000000000003,198.35171287040117,342.49004856790447,13.00265939893335
189.916,3.1652666666666667,8.795,-17.855,26.65,194.3881373032032,338.52647300070646,12.70268191372257
190.92,3.182,8.82,-18.069999999999997,26.889999999999997,193.23434497963194,337.37268067713524,12.546399430164941
191.925,3.19875,8.795,-18.229999999999997,27.025,190.63599405240055,334.7743297499038,12.387579269191631
192.93,3.2155,8.775,-18.360000000000003,27.135000000000005,190.38453568133093,334.5228713788342,12.328095499496376
193.935,3.23225,8.8,-18.505,27.305,185.664822394828,329.8031580923313,12.07848958404436
194.939,3.2489833333333333,8.8,-18.669999999999998,27.47,180.4147642037313,324.5530999012346,11.814819799826523
195.945,3.2657499999999997,8.725,-18.77,27.494999999999997,177.61762658715523,321.7559622846585,11.702344509352919
196.95,3.2824999999999998,8.725,-18.915,27.64,179.43336428012438,323.57169997762765,11.706646164168873
197.954,3.2992333333333335,8.71,-19.064999999999998,27.775,178.16123279277588,322.29956849027917,11.603944860136064
198.96,3.3160000000000003,8.8,-19.084999999999997,27.884999999999998,176.7293521037577,320.867687801261,11.506820433970272
199.964,3.332733333333333,8.675,-19.185000000000002,27.860000000000003,175.6691022955253,319.8074379930286,11.479089662348477
200.969,3.349483333333333,8.705,-19.29,27.994999999999997,177.96282355791888,322.1011592554222,11.505667414017584
201.974,3.366233333333333,8.69,-19.4,28.089999999999996,174.76752277220098,318.9058584697043,11.353003149508876
202.979,3.3829833333333337,8.695,-19.455,28.15,174.75431044660388,318.8926461441072,11.328335564621925
203.984,3.3997333333333333,8.685,-19.53,28.215000000000003,173.03085168113404,317.16918737863733,11.241154966458879
204.989,3.4164833333333333,8.715,-19.630000000000003,28.345000000000002,174.0515180011738,318.1898536986771,11.225607821438599
205.993,3.4332166666666666,8.68,-19.845,28.525,172.1953174711255,316.33365316862876,11.089698621161395
206.999,3.4499833333333334,8.66,-20.255000000000003,28.915000000000003,172.27506470764402,316.4134004051473,10.942880871697986
208.004,3.466733333333333,8.675,-20.794999999999998,29.47,171.82402280517024,315.9623585026735,10.721491635652308
209.008,3.4834666666666667,8.629999999999999,-21.345000000000002,29.975,172.6332434583324,316.7715791558357,10.567859187851065
210.014,3.5002333333333335,8.615,-21.925,30.54,172.97789277062196,317.11622846812526,10.383635509761797
211.018,3.516966666666667,8.605,-22.395,31.0,178.81072785733426,322.94906355483755,10.417711727575405
212.023,3.5337166666666664,8.66,-22.650000000000002,31.310000000000002,183.49070587340847,327.6290415709118,10.464038376586132
213.028,3.5504666666666664,8.62,-22.91,31.53,187.55975369473668,331.69808939224,10.52007895313162
214.033,3.5672166666666665,8.6,-23.005,31.604999999999997,190.99338858060747,335.13172427811077,10.60375650302518
215.037,3.58395,8.56,-23.04,31.6,191.4308684660791,335.5692041635824,10.619278612771595
216.043,3.6007166666666666,8.615,-23.150000000000002,31.765,193.73747705974333,337.87581275724665,10.63673265409245
217.048,3.6174666666666666,8.605,-23.23,31.835,196.30914853535043,340.44748423285375,10.694125466714425
218.053,3.6342166666666667,8.58,-23.235000000000003,31.815000000000005,199.0142674293833,343.15260312688656,10.78587468574215
219.058,3.6509666666666667,8.555,-23.32,31.875,201.69171371669304,345.8300494141963,10.849570177700276
220.062,3.6677000000000004,8.57,-23.325000000000003,31.895000000000003,205.07222748766688,349.21056318517014,10.948755704190942
221.068,3.684466666666667,8.545,-23.380000000000003,31.925000000000004,209.6989605403592,353.83729623786246,11.083392207920514
222.072,3.7012,8.525,-23.46,31.985,208.55874701217243,352.6970827096757,11.026952718764287
223.077,3.71795,8.495000000000001,-23.5,31.995,215.0682828772447,359.206618574748,11.226961043123863
224.082,3.7346999999999997,8.565,-23.485,32.05,216.83106862413518,360.9694043216385,11.262695922672028
225.087,3.7514499999999997,8.505,-23.57,32.075,218.05087131205812,362.1892070095614,11.291947217757174
226.092,3.7682,8.49,-23.665,32.155,221.93519362527837,366.07352932278167,11.384653376544291
227.097,3.7849500000000003,8.47,-23.945,32.415,224.5334679713175,368.67180366882076,11.37349386607499
228.102,3.8017,8.49,-24.395000000000003,32.885000000000005,224.62606579966032,368.7644014971636,11.213757077608744
229.107,3.81845,8.475,-24.97,33.445,224.0305936838979,368.1689293814012,11.008190443456456
230.112,3.8352,8.43,-25.505,33.935,226.36337246215263,370.5017081596559,10.91798167554607
231.116,3.8519333333333337,8.45,-25.95,34.4,227.37097105608277,371.5093067535861,10.799689149813549
232.122,3.8687,8.43,-26.235,34.665,228.29967156806615,372.43800726556947,10.74392059038135
233.126,3.8854333333333333,8.385,-26.345,34.73,229.54487516565038,373.6832108631537,10.759666307605924
234.131,3.9021833333333333,8.345,-26.465,34.81,233.15120644749902,377.2895421450023,10.838538987216383
235.137,3.91895,8.36,-26.485,34.845,230.08910954100205,374.2274452385053,10.739774579954235
236.141,3.935683333333333,8.325,-26.49,34.815,230.76537464418772,374.903710341691,10.768453549955222
237.146,3.952433333333333,8.379999999999999,-26.57,34.95,233.36379457450698,377.5021302720103,10.801205444120464
238.151,3.9691833333333335,8.35,-26.555,34.905,236.44019664608214,380.57853234358544,10.903266934352827
239.156,3.9859333333333336,8.3,-26.545,34.845,234.91543823983864,379.05377393734193,10.878283080423072
240.16,4.002666666666666,8.275,-26.54,34.815,233.4840605449576,377.6223962424609,10.846543048756597
241.166,4.019433333333334,8.33,-26.615000000000002,34.945,235.37940423419423,379.5177399316975,10.860430388659251
242.17,4.0361666666666665,8.3,-26.63,34.93,239.0643246303125,383.2026603278158,10.97058861516793
243.176,4.052933333333333,8.275,-26.669999999999998,34.945,240.6292916711344,384.7676273686377,11.010663252786886
244.18,4.0696666666666665,8.26,-26.66,34.92,238.9579996806682,383.0963353781715,10.97068543465554
245.185,4.086416666666667,8.235,-26.655,34.89,240.9602467601725,385.0985824576758,11.03750594604975
246.191,4.103183333333333,8.265,-26.665000000000003,34.93000000000001,245.08291020571988,389.2212459032232,11.142892811429233
247.195,4.119916666666667,8.27,-26.795,35.065,243.47899922375544,387.6173349212587,11.05425167321428
248.2,4.136666666666667,8.2,-27.09,35.29,243.5984069255241,387.7367426230274,10.987156209210184
249.205,4.153416666666667,8.21,-27.544999999999998,35.754999999999995,245.20248397766127,389.34081967516454,10.889129343453073
250.21,4.170166666666667,8.2,-28.075,36.275,247.37648859155223,391.5148242890555,10.792965521407458
251.214,4.1869,8.225,-28.615000000000002,36.84,246.23610578039472,390.374441477898,10.59648321058355
252.22,4.203666666666667,8.175,-29.095,37.269999999999996,245.9308053331363,390.06914103063957,10.466035444878981
253.224,4.2204,8.16,-29.47,37.629999999999995,247.97183966201416,392.1101753595175,10.420148162623374
254.229,4.237150000000001,8.184999999999999,-29.75,37.935,245.5465854929069,389.6849211904102,10.272437621995786
255.235,4.253916666666667,8.175,-29.82,37.995000000000005,245.4927982919754,389.6311339894787,10.254800210277107
256.239,4.27065,8.125,-29.875,38.0,246.35503498126968,390.493370678773,10.276141333651921
257.244,4.287400000000001,8.16,-29.94,38.1,248.83378640003147,392.9721220975348,10.314228926444482
258.249,4.304150000000001,8.115,-29.884999999999998,38.0,249.07191461157322,393.2102503090765,10.347638166028329
259.254,4.3209,8.08,-29.875,37.955,252.99609812207981,397.13443381958314,10.463296899475251
260.259,4.33765,8.09,-29.849999999999998,37.94,255.36849057003076,399.50682626753405,10.529963791975067
261.264,4.3544,8.09,-29.895000000000003,37.985,259.3321927060538,403.47052840355707,10.621838315218035
262.268,4.371133333333333,8.075,-29.775,37.849999999999994,264.9528432583003,409.09117895580357,10.80822137267645
263.274,4.3879,8.02,-29.82,37.84,268.784613352952,412.9229490504553,10.912340091185394
264.279,4.40465,7.99,-29.85,37.84,267.25957120944327,411.39790690694656,10.872037708957361
265.283,4.421383333333334,7.985,-29.770000000000003,37.755,268.06920753778445,412.20754323528774,10.917959031526625
266.289,4.438149999999999,8.04,-29.775000000000002,37.815,270.01716081883546,414.15549651633876,10.95214852614938
267.293,4.454883333333333,7.975,-29.744999999999997,37.72,269.88533570906856,414.02367140657185,10.976237311945171
268.299,4.4716499999999995,7.944999999999999,-29.79,37.735,273.05353267097917,417.19186836848246,11.055833268013316
269.303,4.488383333333333,7.945,-29.725,37.67,273.4640907564147,417.602426453918,11.085809037799788
270.308,4.505133333333333,7.949999999999999,-29.814999999999998,37.765,273.11965421305655,417.25798991055984,11.04880153344525
271.313,4.521883333333333,7.915,-29.97,37.885,275.35936742276147,419.49770312026476,11.072923402936908
272.318,4.538633333333333,7.9,-30.235000000000003,38.135000000000005,276.9501804270843,421.0885161245876,11.042048410242232
273.323,4.555383333333333,7.91,-30.57,38.480000000000004,278.43478908268366,422.57312478018696,10.981630061855169
274.328,4.5721333333333325,7.885,-30.905,38.79,278.8330125899652,422.9713482874685,10.904133753221668
275.333,4.588883333333333,7.865,-31.17,39.035000000000004,278.76630175914113,422.9046374566444,10.833985844924923
276.337,4.605616666666666,7.895,-31.345,39.239999999999995,279.5230901998062,423.66142589730947,10.796672423478835
277.343,4.6223833333333335,7.85,-31.405,39.255,279.8016283400049,423.9399640375082,10.799642441408947
278.347,4.639116666666666,7.855,-31.520000000000003,39.375,279.50998313852114,423.64831883602443,10.759322383137128
279.353,4.655883333333334,7.845000000000001,-31.59,39.435,281.08744007011074,425.22577576761404,10.78295361398793
280.357,4.672616666666667,7.845000000000001,-31.615000000000002,39.46,280.33154781780746,424.46988351531076,10.756966130646497
281.362,4.689366666666667,7.795,-31.65,39.445,281.67091210544885,425.80924780295214,10.795011986384894
282.368,4.706133333333333,7.74,-31.735,39.475,285.7271091350897,429.86544483259297,10.889561617038453
283.372,4.7228666666666665,7.715,-31.715000000000003,39.43000000000001,286.5359590492663,430.6742947467696,10.922503036945715
284.377,4.739616666666667,7.71,-31.76,39.47,285.88640861735786,430.02474431486115,10.894977053834841
285.382,4.756366666666667,7.74,-31.75,39.49,286.1389979327148,430.2773336302181,10.895855498359536
286.387,4.773116666666667,7.75,-31.795,39.545,287.0667465747165,431.2050822722198,10.904161898399792
287.391,4.78985,7.715,-31.79,39.504999999999995,288.7906013157726,432.9289370132759,10.958839058683102
288.397,4.806616666666667,7.695,-31.85,39.545,291.58820010430554,435.72653580180884,11.018498819112626
289.401,4.8233500000000005,7.720000000000001,-31.859999999999996,39.58,286.16540132918885,430.30373702669215,10.871746766717841
290.407,4.840116666666666,7.665,-31.945,39.61,287.4248751452931,431.56321084279637,10.8953095390759
291.411,4.85685,7.655,-31.88,39.535,289.9957342656629,434.1340699631662,10.98100594316849
292.416,4.8736,7.635,-31.970000000000002,39.605000000000004,291.78603158895777,435.92436728646106,11.006801345447823
293.422,4.890366666666667,7.635,-31.925,39.56,294.4901335975941,438.6284692950974,11.087676170250186
294.426,4.9071,7.609999999999999,-32.099999999999994,39.709999999999994,294.8616970574641,439.0000327549674,11.055150661167652
295.431,4.92385,7.595,-32.245,39.839999999999996,297.7253843145074,441.8637200120107,11.090956827610711
296.436,4.9406,7.56,-32.415,39.975,296.7841839584333,440.9225196559366,11.02995671434488
297.441,4.95735,7.59,-32.545,40.135000000000005,294.50386772442056,438.64220342192385,10.929169139701601
298.445,4.974083333333334,7.5649999999999995,-32.809999999999995,40.37499999999999,294.7828662922833,438.9212019897866,10.87111336197614
299.451,4.99085,7.52,-32.825,40.345,292.7416590057885,436.8799947032918,10.82860316528174
300.455,5.007583333333333,7.51,-32.985,40.495,290.7790210649637,434.91735676246697,10.740026096122163
301.461,5.02435,7.5,-33.09,40.59,290.3814491113997,434.519784808903,10.705094476691377
302.466,5.0411,7.475,-33.155,40.63,288.7898126964827,432.928148393986,10.65538145198095
303.47,5.057833333333334,7.455,-33.24,40.695,286.58982987917256,430.72816557667585,10.5843018940085
304.476,5.0746,7.415000000000001,-33.245000000000005,40.660000000000004,288.8168010583715,432.9551367558748,10.648183392913792
305.48,5.091333333333334,7.43,-33.345,40.775,287.8883679225625,432.0267036200658,10.595382063030431
306.485,5.108083333333334,7.425000000000001,-33.36,40.785,287.5837637983213,431.7220994958246,10.58531566742245
307.49,5.124833333333333,7.395,-33.425,40.81999999999999,290.5136606290722,434.6519963265755,10.648015588598128
308.495,5.141583333333333,7.41,-33.404999999999994,40.815,287.3584740798278,431.49680977733107,10.572015430046088
309.499,5.158316666666667,7.4,-33.464999999999996,40.864999999999995,283.7524090509828,427.8907447484861,10.47083677348553
310.505,5.175083333333333,7.36,-33.510000000000005,40.870000000000005,281.75109468688987,425.88943038439317,10.420587971235456
311.51,5.191833333333333,7.415,-33.53,40.945,280.47798512304126,424.61632082054456,10.370407151558055
312.515,5.208583333333333,7.34,-33.565000000000005,40.905,276.0246592406548,420.1629949381581,10.271678155192717
313.52,5.225333333333333,7.32,-33.645,40.965,273.200182260454,417.3385179579573,10.18768504718558
314.524,5.242066666666667,7.305,-33.605000000000004,40.910000000000004,272.3259422667892,416.4642779642925,10.180011683311964
315.53,5.258833333333333,7.255,-33.665,40.92,270.11179473281084,414.25013043031413,10.12341472214844
316.534,5.275566666666666,7.300000000000001,-33.675,40.974999999999994,267.47340790872715,411.61174360623045,10.045436085569994
317.539,5.292316666666666,7.245000000000001,-33.71,40.955,266.1745268898939,410.3128625873972,10.018626848672866
318.544,5.309066666666666,7.27,-33.695,40.965,265.31224371172164,409.45057940922493,9.995131927480163
319.549,5.325816666666666,7.290000000000001,-33.775,41.065,269.5942953907315,413.73263108823477,10.07506711526202
320.553,5.34255,7.24,-33.82,41.06,267.0621557331288,411.2004914306321,10.014624730409938
321.559,5.359316666666667,7.220000000000001,-33.775,40.995,265.51160612407875,409.64994182158205,9.992680615235567
322.564,5.376066666666667,7.234999999999999,-33.82,41.055,266.465807766274,410.6041434637773,10.001318803161059
323.569,5.392816666666667,7.175000000000001,-33.87,41.045,266.96991989303734,411.10825559054064,10.016037412365467
324.574,5.409566666666667,7.175,-33.95,41.125,266.43909454596155,410.57743024346485,9.983645720205832
325.578,5.4262999999999995,7.154999999999999,-33.97,41.125,266.9826860677406,411.1210217652439,9.996863751130551
326.584,5.443066666666667,7.1000000000000005,-33.925,41.025,268.59999983380806,412.73833553131135,10.060654126296438
327.588,5.4598,7.18,-34.025,41.205,270.45490487251783,414.5932405700211,10.061721649557606
328.593,5.4765500000000005,7.17,-34.025,41.195,272.2450376822062,416.3833733797095,10.107619210576757
329.598,5.4933000000000005,7.095,-34.095,41.19,273.5835565786636,417.7218922761669,10.141342371356322
330.603,5.510050000000001,7.140000000000001,-34.015,41.155,272.4702171158628,416.6085528133661,10.122914659539937
331.608,5.5268,7.109999999999999,-34.06999999999999,41.17999999999999,271.60859199832174,415.74692769582504,10.095845742977783
332.613,5.54355,7.09,-34.129999999999995,41.22,272.0733028644733,416.2116385619766,10.0973226240169
333.618,5.5603,7.07,-34.145,41.215,274.1544635971839,418.2927992946872,10.149042807101472
334.622,5.5770333333333335,7.07,-34.16,41.23,270.9592562548556,415.09759195235887,10.067853309540599
335.628,5.5938,7.069999999999999,-34.205,41.275,272.6159150009319,416.7542506984352,10.097013947872446
336.632,5.610533333333334,7.02,-34.19,41.209999999999994,273.2524134509642,417.3907491484675,10.128385080040465
337.638,5.6273,7.035,-34.185,41.22,274.1009085886024,418.2392442861057,10.14651247661586
338.642,5.644033333333334,7.015,-34.275000000000006,41.290000000000006,275.83653440665626,419.97487010415955,10.171345848974557
339.647,5.660783333333333,6.989999999999999,-34.485,41.475,273.1195005358165,417.2578362333198,10.060466214184926
340.653,5.67755,6.970000000000001,-34.760000000000005,41.730000000000004,274.27247712206946,418.41081281957275,10.026619046718732
341.657,5.694283333333333,6.890000000000001,-35.18,42.07,276.8048340698627,420.943169767366,10.00578012282781
342.662,5.711033333333333,6.945,-35.455,42.4,271.42274230296425,415.56107800046755,9.800968820765744
343.667,5.727783333333333,6.925,-35.77,42.695,269.5676293951218,413.7059650926251,9.689798924759927
344.672,5.744533333333334,6.9,-35.91,42.809999999999995,268.2816328510787,412.419968548582,9.633729702139268
345.677,5.761283333333334,6.89,-36.095,42.985,265.1527899989289,409.2911256964322,9.5217198021736
346.682,5.778033333333334,6.89,-36.225,43.115,265.27173198790626,409.41006768540956,9.495768704288752
347.686,5.794766666666666,6.87,-36.285000000000004,43.155,263.91901772796416,408.05735342546745,9.455621675946412
348.692,5.811533333333333,6.845,-36.305,43.15,261.4401272059083,405.5784629034116,9.399269128700153
349.697,5.828283333333333,6.8549999999999995,-36.385000000000005,43.24,266.1852939200962,410.3236296175995,9.489445643330239
350.701,5.845016666666667,6.815,-36.38,43.195,264.581867896671,408.7202035941743,9.462210987247929
351.707,5.861783333333333,6.800000000000001,-36.440000000000005,43.24000000000001,258.98715352339394,403.12548922089724,9.322976161445355
352.711,5.878516666666667,6.845,-36.434999999999995,43.279999999999994,257.0256320587518,401.1639677562551,9.269038072002198
