dataset,time_s,time_s_raw,t_min,T_bulk_mean_C,T_coil_mean_C,DeltaT_C,P_bath_W,P_HX_W,P_HX_W_m2,UA_corr_W_per_K,UA_per_area_W_per_m2K,valve_state
mixed,65.32199999999999,130.635,1.0886999999999998,18.22,17.615,0.6050000000000004,-175.56245691744604,-175.56245691744604,-1463.0204743120505,-290.18587920238997,-2418.2156600199164,1
mixed,66.32699999999998,131.64,1.1054499999999998,18.240000000000002,17.455,0.7850000000000037,-135.48648078020003,-135.48648078020003,-1129.054006501667,-172.59424303210113,-1438.2853586008428,1
mixed,67.331,132.644,1.1221833333333333,18.215,17.475,0.7399999999999984,-100.82550589122603,-100.82550589122603,-840.2125490935503,-136.25068363679222,-1135.4223636399352,1
mixed,68.337,133.65,1.1389500000000001,18.19,17.447499999999998,0.7425000000000033,-71.06820462826745,-71.06820462826745,-592.2350385688954,-95.71475370810388,-797.6229475675324,1
mixed,69.341,134.654,1.1556833333333332,18.215,17.244999999999997,0.9700000000000024,-49.72052017166539,-49.72052017166539,-414.33766809721163,-51.25826821821162,-427.1522351517635,1
mixed,70.347,135.66,1.17245,18.240000000000002,17.292499999999997,0.9475000000000051,-43.04291624551331,-43.04291624551331,-358.6909687126109,-45.427879942494016,-378.5656661874501,1
mixed,71.35199999999999,136.665,1.1891999999999998,18.285,17.365,0.9200000000000017,-38.13408686880747,-38.13408686880747,-317.7840572400623,-41.45009442261674,-345.4174535218062,1
mixed,72.35699999999999,137.67,1.2059499999999999,18.325000000000003,17.37,0.9550000000000018,-27.76624840276626,-27.76624840276626,-231.3854033563855,-29.07460565734681,-242.28838047789012,1
mixed,73.36200000000001,138.675,1.2227000000000001,18.36,17.305,1.0549999999999997,-24.814394340980844,-24.814394340980844,-206.78661950817371,-23.52075292983967,-196.00627441533058,1
mixed,74.366,139.679,1.2394333333333334,18.299999999999997,17.255,1.0449999999999982,-22.41755976882525,-22.41755976882525,-186.81299807354375,-21.45221030509597,-178.7684192091331,1
mixed,75.372,140.685,1.2562,18.48,17.3,1.1799999999999997,-21.916704415730482,-21.916704415730482,-182.6392034644207,-18.573478318415667,-154.77898598679724,1
mixed,76.467,141.78,1.27445,18.37,17.165,1.2050000000000018,-20.94077271033941,-20.94077271033941,-174.50643925282841,-17.378234614389523,-144.81862178657937,1
mixed,77.56400000000001,142.877,1.2927333333333335,18.48,17.0575,1.4224999999999994,-21.95700609500613,-21.95700609500613,-182.97505079171773,-15.435505163448955,-128.62920969540795,1
mixed,78.66000000000001,143.973,1.3110000000000002,18.44,16.9975,1.4425000000000026,-19.829657934490783,-19.829657934490783,-165.24714945408985,-13.746729937255283,-114.5560828104607,1
