dataset,time_s,time_s_raw,t_min,T_bulk_mean_C,T_coil_mean_C,DeltaT_C,P_bath_W,P_HX_W,P_HX_W_m2,UA_corr_W_per_K,UA_per_area_W_per_m2K,valve_state
mixed,79.75599999999999,145.069,1.3292666666666664,18.43,17.0975,1.3324999999999996,-14.21164313700005,-14.21164313700005,-118.43035947500043,-10.665398226641692,-88.87831855534743,1
mixed,80.85199999999999,146.165,1.3475333333333332,18.34,17.26,1.0799999999999983,-9.48264906174781,-9.48264906174781,-79.02207551456509,-8.780230612729468,-73.16858843941225,1
mixed,81.948,147.261,1.3658,18.4,17.3025,1.0975000000000001,-2.4250386765165692,-2.4250386765165692,-20.208655637638078,-2.2096024387394704,-18.413353656162254,1
mixed,83.044,148.357,1.3840666666666666,18.34,17.3575,0.9824999999999982,7.60826455656987,7.60826455656987,63.40220463808225,7.743780719155099,64.53150599295917,1
mixed,84.14,149.453,1.4023333333333334,18.3,17.400000000000002,0.8999999999999986,17.072292301679067,17.072292301679067,142.26910251399224,18.969213668532326,158.07678057110272,1
mixed,85.236,150.549,1.4206,18.35,17.442500000000003,0.9074999999999989,21.181712283357708,21.181712283357708,176.5142690279809,23.34072978882395,194.50608157353292,1
mixed,86.33299999999998,151.646,1.438883333333333,18.35,17.455,0.8950000000000031,27.339097282076114,27.339097282076114,227.82581068396763,30.546477410140803,254.55397841784003,1
mixed,87.42800000000001,152.741,1.4571333333333336,18.33,17.4675,0.8624999999999972,33.27391574718025,33.27391574718025,277.2826312265021,38.57845304020911,321.4871086684093,1
mixed,88.52399999999999,153.837,1.4753999999999998,18.3,17.5025,0.7974999999999994,39.8983436212082,39.8983436212082,332.4861968434017,50.02927099838022,416.9105916531685,1
mixed,89.621,154.934,1.4936833333333333,18.3,17.427500000000002,0.8724999999999987,45.96311197161354,45.96311197161354,383.0259330967795,52.67978449468609,438.9982041223841,1
mixed,90.716,156.029,1.5119333333333331,18.28,17.3675,0.9125000000000014,57.062029366864664,57.062029366864664,475.5169113905389,62.53373081300227,521.1144234416856,1
mixed,91.812,157.125,1.5302,18.24,17.3075,0.9324999999999974,68.25393491110592,68.25393491110592,568.7827909258826,73.19456826928268,609.9547355773557,1
mixed,92.909,158.222,1.5484833333333334,18.26,17.2625,0.9975000000000023,87.31263828592033,87.31263828592033,727.6053190493361,87.5314669533034,729.4288912775284,1
mixed,94.00500000000001,159.318,1.56675,18.15,17.232499999999998,0.9175000000000004,92.91949269837659,92.91949269837659,774.3291058198049,101.27465144237226,843.9554286864355,1
mixed,95.10000000000001,160.413,1.5850000000000002,18.27,17.25,1.0199999999999996,94.84825190026912,94.84825190026912,790.4020991689093,92.98848225516585,774.9040187930487,1
mixed,96.19699999999999,161.51,1.6032833333333332,18.22,17.145,1.0749999999999993,100.54343695333948,100.54343695333948,837.8619746111624,93.52877856124609,779.4064880103841,1
mixed,97.29299999999999,162.606,1.6215499999999998,18.22,17.080000000000002,1.139999999999997,110.66056282052394,110.66056282052394,922.1713568376995,97.07066914081072,808.9222428400893,1
mixed,98.38799999999999,163.701,1.6398,18.2,17.072499999999998,1.1275000000000013,103.59550525787837,103.59550525787837,863.2958771489865,91.88071419767472,765.672618313956,1
mixed,99.485,164.798,1.6580833333333334,18.28,17.02,1.2600000000000016,104.28830522985503,104.28830522985503,869.0692102487919,82.76849621417055,689.7374684514214,1
mixed,100.581,165.894,1.67635,18.22,16.9425,1.2774999999999999,96.80765716249594,96.80765716249594,806.7304763541329,75.77898799412598,631.4915666177166,1
mixed,101.676,166.989,1.6946,18.2,16.885,1.3149999999999977,95.17285639010376,95.17285639010376,793.1071365841981,72.37479573391933,603.1232977826611,1
mixed,102.77300000000001,168.086,1.7128833333333335,18.29,16.787499999999998,1.5025000000000013,91.98647651791836,91.98647651791836,766.553970982653,61.22228054437157,510.18567120309643,1
mixed,103.86899999999999,169.182,1.7311499999999997,18.22,16.835,1.384999999999998,94.75727441354107,94.75727441354107,789.6439534461756,68.41680463071567,570.1400385892973,1
mixed,104.96399999999998,170.277,1.7493999999999998,18.2,16.715,1.4849999999999994,98.80247191326839,98.80247191326839,823.3539326105699,66.53365112004607,554.4470926670506,1
mixed,106.06099999999999,171.374,1.7676833333333333,18.23,16.6475,1.5824999999999996,109.5528182940746,109.5528182940746,912.9401524506217,69.22768928535521,576.8974107112934,1
mixed,107.157,172.47,1.78595,18.28,16.625,1.6550000000000011,117.47700662094076,117.47700662094076,978.9750551745063,70.98308557156537,591.5257130963781,1
mixed,108.252,173.565,1.8042,18.24,16.5925,1.6474999999999973,119.85980116894476,119.85980116894476,998.831676407873,72.75253485216689,606.2711237680575,1
mixed,109.349,174.662,1.8224833333333335,18.27,16.407500000000002,1.8624999999999972,123.4336560501461,123.4336560501461,1028.6138004178842,66.27310391954163,552.2758659961802,1
mixed,110.44500000000001,175.758,1.84075,18.23,16.0825,2.147500000000001,128.6979982615614,128.6979982615614,1072.483318846345,59.92921921376547,499.41016011471226,1
mixed,111.54199999999999,176.855,1.859033333333333,18.22,15.637500000000001,2.582499999999998,131.77355051653691,131.77355051653691,1098.112920971141,51.0255761922699,425.21313493558256,1
mixed,112.63699999999999,177.95,1.8772833333333332,18.15,15.46,2.6899999999999977,138.89381590582943,138.89381590582943,1157.448465881912,51.63338881257604,430.2782401048003,1
mixed,113.73299999999999,179.046,1.8955499999999998,18.17,15.455,2.7150000000000016,144.87864460031508,144.87864460031508,1207.3220383359592,53.36230003694843,444.68583364123697,1
mixed,114.83,180.143,1.9138333333333333,18.15,15.41,2.7399999999999984,152.11038350884124,152.11038350884124,1267.5865292403437,55.5147385068764,462.62282089063666,1
mixed,115.925,181.238,1.9320833333333334,18.18,15.340000000000002,2.839999999999998,153.3291605052211,153.3291605052211,1277.7430042101757,53.989141022965214,449.90950852471013,1
mixed,117.021,182.334,1.95035,18.2,15.462499999999999,2.7375000000000007,161.77923000228495,161.77923000228495,1348.1602500190413,59.09743561727303,492.4786301439419,1
mixed,118.11800000000001,183.431,1.9686333333333335,18.09,15.5325,2.557499999999999,165.96332214836943,165.96332214836943,1383.0276845697454,64.89279458391769,540.7732881993142,1
mixed,119.21300000000001,184.526,1.9868833333333336,18.06,15.7775,2.282499999999999,174.16419856542646,174.16419856542646,1451.368321378554,76.30413956864251,635.8678297386876,1
mixed,120.30900000000001,185.622,2.00515,18.17,15.91,2.2600000000000016,182.94691710656446,182.94691710656446,1524.5576425547038,80.94996332148864,674.583027679072,1
mixed,121.40599999999999,186.719,2.023433333333333,18.13,16.0325,2.0975,187.851014923794,187.851014923794,1565.42512436495,89.55948268118902,746.329022343242,1
mixed,122.50099999999999,187.814,2.0416833333333333,18.15,16.1675,1.9824999999999982,186.07778460781077,186.07778460781077,1550.6482050650898,93.86016878073691,782.1680731728077,1
mixed,123.598,188.911,2.0599666666666665,18.07,16.3475,1.7225000000000001,195.0264273880847,195.0264273880847,1625.2202282340393,113.22288963023784,943.5240802519821,1
mixed,124.694,190.007,2.0782333333333334,18.09,16.5,1.5899999999999999,198.26829501594847,198.26829501594847,1652.2357917995707,124.69704089053364,1039.1420074211137,1
mixed,125.789,191.102,2.0964833333333335,18.06,16.747500000000002,1.3124999999999964,195.83033501382263,195.83033501382263,1631.919458448522,149.2040647724367,1243.3672064369725,1
mixed,126.885,192.198,2.11475,17.96,16.835,1.125,196.18998529133432,196.18998529133432,1634.9165440944528,174.39109803674162,1453.2591503061803,1
mixed,127.98199999999999,193.295,2.133033333333333,17.88,16.9225,0.9574999999999996,196.6336573059253,196.6336573059253,1638.613810882711,205.36152199052262,1711.3460165876886,1
mixed,129.07799999999997,194.391,2.1512999999999995,17.95,17.0475,0.9024999999999999,197.07733752201935,197.07733752201935,1642.311146016828,218.3682410216281,1819.735341846901,1
mixed,130.17399999999998,195.487,2.1695666666666664,17.98,17.07,0.9100000000000001,192.2561143060744,192.2561143060744,1602.1342858839535,211.27045528140042,1760.5871273450036,1
mixed,131.26999999999998,196.583,2.187833333333333,17.94,17.09,0.8500000000000014,184.55402942304295,184.55402942304295,1537.9502451920246,217.12238755652075,1809.353229637673,1
mixed,132.36599999999999,197.679,2.2060999999999997,17.91,17.072499999999998,0.8375000000000021,174.0816167368256,174.0816167368256,1450.6801394735467,207.85864684994047,1732.1553904161706,1
mixed,133.462,198.775,2.2243666666666666,17.96,17.2025,0.7575000000000003,164.82743789443612,164.82743789443612,1373.5619824536343,217.59397741839743,1813.283145153312,1
mixed,134.558,199.871,2.242633333333333,17.87,17.11,0.7600000000000016,157.9280309996968,157.9280309996968,1316.0669249974735,207.8000407890743,1731.6670065756193,1
mixed,135.654,200.967,2.2609,17.89,17.1975,0.692499999999999,155.10258878808781,155.10258878808781,1292.5215732340653,223.9748574557228,1866.4571454643567,1
mixed,136.75,202.063,2.279166666666667,17.89,17.15,0.740000000000002,150.14309926272367,150.14309926272367,1251.1924938560305,202.89608008476117,1690.8006673730097,1
mixed,137.846,203.159,2.297433333333333,17.96,17.1625,0.7974999999999994,145.32178023537313,145.32178023537313,1211.014835294776,182.2216680067376,1518.5139000561467,1
mixed,138.942,204.255,2.3157,17.93,17.15,0.7800000000000011,137.78563476094897,137.78563476094897,1148.2136230079082,176.64824969352406,1472.068747446034,1
mixed,140.038,205.351,2.333966666666667,17.87,17.085,0.7850000000000001,131.91187628398808,131.91187628398808,1099.2656356999007,168.04060673119497,1400.3383894266249,1
mixed,141.13400000000001,206.447,2.3522333333333334,17.83,17.075,0.754999999999999,126.14868841052673,126.14868841052673,1051.239070087723,167.08435551063164,1392.3696292552638,1
mixed,142.23000000000002,207.543,2.3705000000000003,17.8,17.085,0.7149999999999999,125.81640958472563,125.81640958472563,1048.4700798727135,175.96700641220372,1466.3917201016977,1
mixed,143.327,208.64,2.3887833333333335,17.87,17.0825,0.7875000000000014,120.96781195862725,120.96781195862725,1008.0650996552272,153.6099199474629,1280.0826662288578,1
mixed,144.42200000000003,209.735,2.4070333333333336,17.89,17.0825,0.807500000000001,116.00829504142825,116.00829504142825,966.7357920119022,143.6635232711184,1197.19602725932,1
mixed,145.519,210.832,2.425316666666667,17.74,17.075,0.6649999999999991,107.61322185159611,107.61322185159611,896.7768487633009,161.82439376179886,1348.5366146816573,1
mixed,146.615,211.928,2.4435833333333337,17.84,17.0825,0.7575000000000003,102.15500478110003,102.15500478110003,851.2917065091669,134.85809212026402,1123.8174343355336,1
mixed,147.70999999999998,213.023,2.461833333333333,17.83,17.1125,0.7174999999999976,101.8225196088574,101.8225196088574,848.5209967404784,141.9129193154812,1182.6076609623433,1
mixed,148.80700000000002,214.12,2.480116666666667,17.83,17.07,0.759999999999998,97.47241653157148,97.47241653157148,812.2701377630957,128.2531796468049,1068.7764970567075,1
mixed,149.90300000000002,215.216,2.498383333333334,17.83,17.0625,0.7674999999999983,103.45734708289142,103.45734708289142,862.1445590240952,134.7978463620738,1123.3153863506152,1
mixed,150.998,216.311,2.516633333333333,17.78,17.0575,0.7225000000000001,111.96331866642781,111.96331866642781,933.0276555535651,154.96653102619763,1291.387758551647,1
mixed,152.09499999999997,217.408,2.5349166666666663,17.8,17.025,0.7750000000000021,113.43151954906287,113.43151954906287,945.2626629088572,146.36325103104846,1219.6937585920705,1
mixed,153.19099999999997,218.504,2.5531833333333327,17.87,16.995,0.875,116.202238035316,116.202238035316,968.3519836276333,132.80255775464687,1106.687981288724,1
mixed,154.286,219.599,2.5714333333333332,17.87,16.98,0.8900000000000006,119.63795933434538,119.63795933434538,996.9829944528782,134.42467340937674,1120.2056117448062,1
mixed,155.38299999999998,220.696,2.5897166666666664,17.87,16.9575,0.9125000000000014,122.74091713286255,122.74091713286255,1022.840976107188,134.51059411820532,1120.9216176517111,1
mixed,156.47899999999998,221.792,2.607983333333333,17.82,16.935000000000002,0.884999999999998,125.98250319025148,125.98250319025148,1049.8541932520957,142.35311094943702,1186.275924578642,1
mixed,157.574,222.887,2.6262333333333334,17.8,16.85,0.9499999999999993,127.20190589538255,127.20190589538255,1060.0158824615214,133.8967430477712,1115.80619206476,1
mixed,158.671,223.984,2.6445166666666666,17.8,16.905,0.8949999999999996,129.9724552579752,129.9724552579752,1083.1037938164602,145.22062039997238,1210.1718366664365,1
mixed,159.767,225.08,2.662783333333333,17.8,16.8475,0.9525000000000006,134.12840129990303,134.12840129990303,1117.736677499192,140.81721921249652,1173.4768267708043,1
mixed,160.863,226.176,2.68105,17.8,16.7875,1.0124999999999993,132.71567445264046,132.71567445264046,1105.9639537720038,131.0772093359413,1092.3100777995107,1
mixed,161.959,227.272,2.699316666666667,17.73,16.71,1.0199999999999996,136.37298508303357,136.37298508303357,1136.441542358613,133.6990049833663,1114.158374861386,1
mixed,163.055,228.368,2.7175833333333332,17.82,16.67,1.1499999999999986,146.15359759197707,146.15359759197707,1217.946646599809,127.09008486258892,1059.0840405215745,1
mixed,164.151,229.464,2.73585,17.74,16.6325,1.1074999999999982,158.09541153407275,158.09541153407275,1317.4617627839395,142.749807254242,1189.5817271186834,1
mixed,165.247,230.56,2.754116666666667,17.69,16.5825,1.1075000000000017,173.334442865388,173.334442865388,1444.4536905449002,156.50965495746073,1304.2471246455061,1
mixed,166.34300000000002,231.656,2.7723833333333334,17.71,16.53,1.1799999999999997,182.67116137676535,182.67116137676535,1522.2596781397112,154.8060689633605,1290.050574694671,1
mixed,167.43900000000002,232.752,2.7906500000000003,17.73,16.4625,1.2675000000000018,189.4041601148399,189.4041601148399,1578.3680009569991,149.43129003143164,1245.2607502619303,1
mixed,168.53500000000003,233.848,2.808916666666667,17.74,16.432499999999997,1.307500000000001,201.1512006911861,201.1512006911861,1676.260005759884,153.84413054775214,1282.034421231268,1
mixed,169.63099999999997,234.944,2.8271833333333327,17.61,16.365000000000002,1.2449999999999974,205.00196196287862,205.00196196287862,1708.3496830239885,164.66021041195103,1372.168420099592,1
mixed,170.728,236.041,2.845466666666667,17.69,16.365000000000002,1.3249999999999993,210.46064473708782,210.46064473708782,1753.8387061423985,158.83822244308524,1323.651853692377,1
mixed,171.82299999999998,237.136,2.8637166666666665,17.59,16.402500000000003,1.1874999999999964,212.42746447935895,212.42746447935895,1770.2288706613247,178.88628587735545,1490.719048977962,1
mixed,172.91899999999998,238.232,2.881983333333333,17.61,16.43,1.1799999999999997,216.5554295299106,216.5554295299106,1804.6285794159219,183.52155044907684,1529.346253742307,1
mixed,174.01600000000002,239.329,2.900266666666667,17.65,16.4275,1.2225000000000001,223.92540473765163,223.92540473765163,1866.0450394804304,183.17006522507288,1526.4172102089408,1
mixed,175.111,240.424,2.9185166666666666,17.58,16.384999999999998,1.1950000000000003,227.74872843795748,227.74872843795748,1897.9060703163125,190.58470998992254,1588.205916582688,1
mixed,176.207,241.52,2.936783333333333,17.59,16.4075,1.182500000000001,225.66984610268955,225.66984610268955,1880.5820508557463,190.84130748641806,1590.3442290534838,1
mixed,177.30399999999997,242.617,2.9550666666666663,17.61,16.375,1.2349999999999994,222.15106842704714,222.15106842704714,1851.2589035587262,179.87940763323664,1498.9950636103054,1
mixed,178.39999999999998,243.713,2.973333333333333,17.54,16.3875,1.1524999999999999,216.08357016911535,216.08357016911535,1800.6964180759612,187.49116717493743,1562.4263931244786,1
mixed,179.495,244.808,2.9915833333333333,17.65,16.447499999999998,1.2025000000000006,217.63458708075171,217.63458708075171,1813.6215590062643,180.98510360145664,1508.2091966788055,1
mixed,180.59199999999998,245.905,3.0098666666666665,17.59,16.455,1.1350000000000016,218.79853949423006,218.79853949423006,1823.3211624519172,192.7740436072509,1606.4503633937575,1
mixed,181.688,247.001,3.0281333333333333,17.55,16.4725,1.0775000000000006,220.12873798991197,220.12873798991197,1834.4061499159332,204.29581251963978,1702.4651043303315,1
mixed,182.78300000000002,248.096,3.0463833333333334,17.56,16.5725,0.9874999999999972,217.66248246338643,217.66248246338643,1813.8540205282202,220.41770376039196,1836.8141980032665,1
mixed,183.88,249.193,3.0646666666666667,17.48,16.6425,0.8375000000000021,212.06546765565898,212.06546765565898,1767.2122304638249,253.2124986933235,2110.104155777696,1
mixed,184.976,250.289,3.0829333333333335,17.41,16.7025,0.7074999999999996,213.0356892132155,213.0356892132155,1775.2974101101292,301.11051478899736,2509.2542899083114,1
mixed,186.072,251.385,3.1012,17.39,16.744999999999997,0.6450000000000031,208.49166380585044,208.49166380585044,1737.4305317154203,323.242889621472,2693.6907468456,1
mixed,187.168,252.481,3.119466666666667,17.34,16.842499999999998,0.4975000000000023,205.80402613715765,205.80402613715765,1715.0335511429805,413.6764344465461,3447.3036203878846,1
mixed,188.264,253.577,3.1377333333333337,17.35,16.775,0.5750000000000028,205.72015279588027,205.72015279588027,1714.3346066323356,357.7741787754422,2981.451489795352,1
mixed,189.36,254.673,3.156,17.35,16.8125,0.5375000000000014,202.03527850919812,202.03527850919812,1683.6273209099845,375.8795879240885,3132.3298993674043,1
mixed,190.45600000000002,255.769,3.174266666666667,17.39,16.84,0.5500000000000007,199.73576402940685,199.73576402940685,1664.4647002450572,363.1559345989211,3026.299454991009,1
mixed,191.55200000000002,256.865,3.192533333333334,17.41,16.865000000000002,0.5449999999999982,194.72042024938494,194.72042024938494,1622.6701687448747,357.28517476951487,2977.376456412624,1
mixed,192.64800000000002,257.961,3.2108000000000003,17.37,16.8825,0.4875000000000007,196.2445769779213,196.2445769779213,1635.371474816011,402.5529784162482,3354.608153468735,1
mixed,193.74400000000003,259.057,3.229066666666667,17.41,16.845,0.5650000000000013,189.09619223845564,189.09619223845564,1575.8016019871304,334.68352608576146,2789.029384048012,1
mixed,194.84000000000003,260.153,3.247333333333334,17.35,16.94,0.41000000000000014,189.2067506540829,189.2067506540829,1576.7229221173575,461.47987964410447,3845.665663700871,1
mixed,195.937,261.25,3.265616666666667,17.32,16.892500000000002,0.42749999999999844,187.5171416424271,187.5171416424271,1562.6428470202259,438.636588637258,3655.3049053104833,1
mixed,197.03200000000004,262.345,3.2838666666666674,17.34,16.9325,0.40749999999999886,181.6711270237386,181.6711270237386,1513.926058531155,445.81871662267264,3715.1559718556055,1
mixed,198.12900000000002,263.442,3.30215,17.35,16.865000000000002,0.48499999999999943,180.20260191110313,180.20260191110313,1501.6883492591928,371.55175651773885,3096.2646376478237,1
mixed,199.22500000000002,264.538,3.320416666666667,17.35,16.91,0.4400000000000013,176.90614095002272,176.90614095002272,1474.2178412501894,402.05941125005046,3350.4950937504204,1
mixed,200.32,265.633,3.3386666666666667,17.37,16.9,0.4700000000000024,167.29149811950413,167.29149811950413,1394.0958176625345,355.9393577010708,2966.1613141755897,1
mixed,201.41700000000003,266.73,3.3569500000000003,17.26,16.9225,0.33750000000000213,169.47992690100432,169.47992690100432,1412.332724175036,502.16274637334294,4184.689553111191,1
mixed,202.51300000000003,267.826,3.375216666666667,17.26,16.93,0.33000000000000185,158.89667293559447,158.89667293559447,1324.138941129954,481.50506950179874,4012.542245848323,1
mixed,203.608,268.921,3.393466666666667,17.23,16.887500000000003,0.3424999999999976,153.1335358648108,153.1335358648108,1276.1127988734233,447.1052142038303,3725.8767850319196,1
mixed,204.70499999999998,270.018,3.4117499999999996,17.27,16.877499999999998,0.39250000000000185,146.068232776101,146.068232776101,1217.2352731341753,372.14836376076516,3101.236364673043,1
mixed,205.801,271.114,3.4300166666666665,17.3,16.8775,0.42249999999999943,139.44649482024022,139.44649482024022,1162.0541235020019,330.0508753141785,2750.4239609514875,1
mixed,206.89600000000002,272.209,3.448266666666667,17.23,16.8525,0.3775000000000013,133.9328360177454,133.9328360177454,1116.1069668145449,354.7889695834303,2956.574746528586,1
mixed,207.993,273.306,3.46655,17.21,16.915,0.2950000000000017,132.0487390757577,132.0487390757577,1100.4061589646476,447.62284432459984,3730.1903693716654,1
mixed,209.089,274.402,3.4848166666666667,17.23,16.8375,0.39250000000000185,131.0512904532045,131.0512904532045,1092.0940871100377,333.88863809733476,2782.4053174777896,1
mixed,210.18600000000004,275.499,3.5031000000000008,17.21,16.9425,0.26750000000000185,132.15956714089148,132.15956714089148,1101.3297261740956,494.05445660146006,4117.120471678834,1
mixed,211.281,276.594,3.52135,17.23,16.85,0.379999999999999,135.3458571241892,135.3458571241892,1127.8821427015766,356.17330822155145,2968.110901846262,1
mixed,212.377,277.69,3.539616666666667,17.16,16.8325,0.32750000000000057,136.56457720429137,136.56457720429137,1138.0381433690948,416.99107543295,3474.925628607917,1
mixed,213.474,278.787,3.5578999999999996,17.17,16.84,0.33000000000000185,136.86951032716945,136.86951032716945,1140.579252726412,414.75609190051114,3456.3007658375927,1
mixed,214.56900000000002,279.882,3.57615,17.16,16.7775,0.3825000000000003,136.6480360933807,136.6480360933807,1138.733634111506,357.2497675643937,2977.081396369948,1
mixed,215.66500000000002,280.978,3.594416666666667,17.21,16.765,0.4450000000000003,133.7109159505325,133.7109159505325,1114.2576329211042,300.4739684281627,2503.949736901356,1
mixed,216.762,282.075,3.6127,17.16,16.7625,0.39750000000000085,127.58812427559447,127.58812427559447,1063.2343689632874,320.9764132719351,2674.8034439327926,1
mixed,217.85700000000003,283.17,3.6309500000000003,17.15,16.735,0.41499999999999915,128.97374099716032,128.97374099716032,1074.781174976336,310.78009878833876,2589.83415656949,1
mixed,218.95300000000003,284.266,3.649216666666667,17.16,16.6825,0.47749999999999915,133.26784697676356,133.26784697676356,1110.5653914730296,279.0949674906048,2325.79139575504,1
mixed,220.05,285.363,3.6675,17.13,16.697499999999998,0.432500000000001,133.1020185897543,133.1020185897543,1109.1834882479525,307.7503319994312,2564.58609999526,1
mixed,221.14500000000004,286.458,3.6857500000000005,17.13,16.5825,0.5474999999999994,133.54534585698588,133.54534585698588,1112.877882141549,243.91843992143563,2032.6536660119637,1
mixed,222.24200000000002,287.555,3.7040333333333337,17.2,16.5825,0.6174999999999997,130.05400947067557,130.05400947067557,1083.7834122556299,210.61378051931277,1755.1148376609399,1
mixed,223.33800000000002,288.651,3.7223,17.04,16.55,0.48999999999999844,128.2531298823558,128.2531298823558,1068.7760823529652,261.74108139256373,2181.1756782713646,1
mixed,224.433,289.746,3.74055,17.13,16.5375,0.5924999999999976,131.57798849278095,131.57798849278095,1096.4832374398413,222.0725544181966,1850.6046201516385,1
mixed,225.53000000000003,290.843,3.758833333333334,17.08,16.53,0.5499999999999972,136.1493481100421,136.1493481100421,1134.5779009170176,247.5442692909869,2062.8689107582245,1
mixed,226.62600000000003,291.939,3.7771000000000003,17.12,16.512500000000003,0.6074999999999982,134.7366269387735,134.7366269387735,1122.8052244897792,221.78868631896938,1848.2390526580782,1
mixed,227.72200000000004,293.035,3.795366666666667,17.08,16.5375,0.5424999999999969,134.76462184920132,134.76462184920132,1123.038515410011,248.41404949161677,2070.1170790968063,1
mixed,228.81799999999998,294.131,3.813633333333333,17.12,16.497500000000002,0.6224999999999987,132.04928300004082,132.04928300004082,1100.4106916670069,212.12736224906197,1767.7280187421832,1
mixed,229.914,295.227,3.8318999999999996,17.11,16.462500000000002,0.6474999999999973,136.20570911958836,136.20570911958836,1135.0475759965698,210.35630752060067,1752.969229338339,1
mixed,231.01,296.323,3.8501666666666665,17.1,16.415,0.6850000000000023,138.78243583176888,138.78243583176888,1156.520298598074,202.60209610477142,1688.3508008730953,1
mixed,232.106,297.419,3.8684333333333334,17.1,16.425,0.6750000000000007,138.14522674572916,138.14522674572916,1151.2102228810763,204.6595951788578,1705.4966264904817,1
mixed,233.202,298.515,3.8867,17.04,16.43,0.6099999999999994,140.4998771610064,140.4998771610064,1170.8323096750532,230.3276674770599,1919.397228975499,1
mixed,234.29900000000004,299.612,3.904983333333334,17.06,16.4025,0.6574999999999989,140.66622016236656,140.66622016236656,1172.2185013530548,213.94101925835255,1782.841827152938,1
mixed,235.394,300.707,3.9232333333333336,17.02,16.4325,0.5874999999999986,146.04148002545355,146.04148002545355,1217.0123335454464,248.58124259651728,2071.5103549709775,1
mixed,236.49,301.803,3.9415,16.99,16.4425,0.5474999999999994,148.17453571628207,148.17453571628207,1234.787797635684,270.63842139960224,2255.3201783300187,1
mixed,237.587,302.9,3.959783333333333,17.06,16.4625,0.5975000000000001,154.93518134408248,154.93518134408248,1291.1265112006874,259.30574283528443,2160.881190294037,1
mixed,238.68200000000002,303.995,3.9780333333333338,17.06,16.4625,0.5975000000000001,155.40646985962496,155.40646985962496,1295.0539154968747,260.0945102253137,2167.4542518776143,1
mixed,239.77800000000002,305.091,3.9963,16.97,16.395,0.5749999999999993,160.9198322753374,160.9198322753374,1340.9986022944784,279.8605778701523,2332.1714822512695,1
mixed,240.875,306.188,4.014583333333333,16.93,16.5125,0.4175000000000004,160.254702745866,160.254702745866,1335.45585621555,383.84359939129547,3198.696661594129,1
mixed,241.97000000000003,307.283,4.0328333333333335,16.97,16.4775,0.4924999999999997,158.09410786763357,158.09410786763357,1317.4508988969465,321.00326470585514,2675.0272058821265,1
mixed,243.06600000000003,308.379,4.051100000000001,16.93,16.4075,0.5225000000000009,162.27772331503613,162.27772331503613,1352.3143609586346,310.57937476561887,2588.1614563801572,1
mixed,244.163,309.476,4.069383333333334,16.98,16.415,0.5650000000000013,159.22993471795255,159.22993471795255,1326.9161226496046,281.8228933061101,2348.5241108842506,1
mixed,245.25900000000001,310.572,4.08765,16.91,16.395,0.5150000000000006,156.8195547388559,156.8195547388559,1306.8296228237994,304.5039897841859,2537.533248201549,1
mixed,246.35399999999998,311.667,4.1059,16.91,16.38,0.5300000000000011,162.9699687892421,162.9699687892421,1358.0830732436843,307.4905071495127,2562.420892912606,1
mixed,247.45100000000002,312.764,4.124183333333334,16.87,16.347499999999997,0.5225000000000044,159.67299776995546,159.67299776995546,1330.6083147496288,305.5942541051753,2546.6187842097943,1
mixed,248.54700000000003,313.86,4.14245,16.99,16.32,0.6699999999999982,162.74863895829216,162.74863895829216,1356.238657985768,242.90841635566062,2024.2368029638385,1
mixed,249.642,314.955,4.1607,16.91,16.2825,0.6275000000000013,161.3353218236692,161.3353218236692,1344.4610151972433,257.10808258752013,2142.5673548960012,1
mixed,250.73900000000003,316.052,4.178983333333334,16.91,16.282500000000002,0.6274999999999977,164.46597817588085,164.46597817588085,1370.5498181323405,262.0971763759067,2184.1431364658893,1
mixed,251.83500000000004,317.148,4.19725,16.84,16.305,0.5350000000000001,162.44378432692724,162.44378432692724,1353.6982027243937,303.6332417325742,2530.2770144381184,1
mixed,252.93100000000004,318.244,4.215516666666668,16.87,16.22,0.6500000000000021,159.25737045767917,159.25737045767917,1327.1447538139932,245.01133916565945,2041.7611597138289,1
mixed,254.027,319.34,4.233783333333333,16.89,16.2375,0.6524999999999999,161.0582513714742,161.0582513714742,1342.152094762285,246.83256915168465,2056.938076264039,1
mixed,255.123,320.436,4.25205,16.84,16.2325,0.6074999999999982,159.81188896164997,159.81188896164997,1331.7657413470831,263.0648377969555,2192.206981641296,1
mixed,256.219,321.532,4.270316666666667,16.84,16.2625,0.5775000000000006,158.53736965609406,158.53736965609406,1321.144747134117,274.523583820076,2287.6965318339667,1
mixed,257.315,322.628,4.288583333333333,16.8,16.2,0.6000000000000014,158.39840845890018,158.39840845890018,1319.9867371575015,263.9973474314997,2199.9778952624974,1
mixed,258.411,323.724,4.30685,16.83,16.19,0.639999999999997,154.90744162229115,154.90744162229115,1290.8953468524262,242.04287753483104,2017.0239794569254,1
mixed,259.507,324.82,4.325116666666667,16.74,16.115000000000002,0.6249999999999964,154.46427352206473,154.46427352206473,1287.2022793505394,247.14283763530497,2059.523646960875,1
mixed,260.603,325.916,4.343383333333334,16.78,16.16,0.620000000000001,149.0058373579559,149.0058373579559,1241.7153113162992,240.33199573863817,2002.7666311553182,1
mixed,261.699,327.012,4.36165,16.72,16.154999999999998,0.5650000000000013,145.1820112275959,145.1820112275959,1209.8500935632992,256.9593119072488,2141.3275992270733,1
