time_s,temp0_C,U1_bottom_C,U2_coilTop_C,U3_top_C,U4_coilMid_C,temp5_C,temp6_C,temp7_C,temp8_C,temp9_C,valve,mode,t_min,T_bulk_mean_C,T_coil_mean_C,DeltaT_C,Strat_top_minus_bottom_C,dTbulk_dt_C_per_s,P_bath_W,P_HX_W,UA_corr_W_per_K
26.121,,9.77,6.42,10.45,9.96,,,,,,1,O,0.43534999999999996,10.11,8.190000000000001,1.9199999999999982,0.6799999999999997,0.0008493699124679613,-17.176807739839585,126.9615279576637,66.12579581128324
27.125,,9.79,6.14,10.45,10.02,,,,,,1,O,0.45208333333333334,10.12,8.08,2.039999999999999,0.6600000000000001,0.0008221465805777654,-16.626270299024153,127.51206539847914,62.50591441101921
28.131,,9.74,5.75,10.39,10.02,,,,,,1,O,0.46885,10.065000000000001,7.885,2.1800000000000015,0.6500000000000004,0.0006234926172201392,-12.608891198042876,131.52944449946042,60.33460756855979
29.135,,9.7,5.35,10.44,9.98,,,,,,1,O,0.48558333333333337,10.07,7.665,2.4050000000000002,0.7400000000000002,0.0005965447513575275,-12.06392450670328,132.07441119080002,54.91659508972973
30.14,,9.78,5.09,10.43,10.02,,,,,,1,O,0.5023333333333333,10.105,7.555,2.5500000000000007,0.6500000000000004,0.0004672479205254936,-9.449154696787058,134.68918100071625,52.819286666947534
31.144,,9.66,4.64,10.43,10.02,,,,,,1,O,0.5190666666666667,10.045,7.33,2.715,0.7699999999999996,0.0005027910356665635,-10.167943114284915,133.97039258321837,49.34452765496073
32.15,,9.7,4.34,10.45,9.98,,,,,,1,O,0.5358333333333333,10.075,7.16,2.914999999999999,0.75,0.0005004456497406038,-10.120512374704234,134.01782332279907,45.975239561852185
33.155,,9.74,4.01,10.45,10.02,,,,,,1,O,0.5525833333333333,10.094999999999999,7.015,3.079999999999999,0.7099999999999991,0.0005270465364419986,-10.658462106466539,133.47987359103675,43.337621295791166
34.159,,9.74,3.67,10.41,10.02,,,,,,1,O,0.5693166666666667,10.075,6.845,3.2299999999999995,0.6699999999999999,0.0005487277104105065,-11.096920487631674,133.04141520987162,41.18929263463518
35.165,,9.74,3.24,10.5,10.02,,,,,,1,O,0.5860833333333333,10.120000000000001,6.63,3.490000000000001,0.7599999999999998,0.000544792473069937,-11.017338182893337,133.12099751460997,38.14355229644983
36.169,,9.74,2.94,10.44,10.05,,,,,,1,O,0.6028166666666667,10.09,6.495,3.5949999999999998,0.6999999999999993,0.0007172129614955965,-14.50419772032545,129.63413797717783,36.05956550130121
37.174,,9.7,2.59,10.41,9.98,,,,,,1,O,0.6195666666666667,10.055,6.285,3.7699999999999996,0.7100000000000009,0.0006070737754252374,-12.276852960424579,131.86148273707872,34.97652061991478
38.178,,9.78,2.24,10.43,10.06,,,,,,1,O,0.6363,10.105,6.15,3.955,0.6500000000000004,0.000555940693653436,-11.242788647753438,132.89554704974987,33.60190823002525
39.184,,9.72,1.95,10.52,10.02,,,,,,1,O,0.6530666666666666,10.120000000000001,5.984999999999999,4.135000000000002,0.7999999999999989,0.0005605300437801827,-11.335599075366636,132.80273662213665,32.11674404404754
40.188,,9.74,1.61,10.43,10.07,,,,,,1,O,0.6698000000000001,10.085,5.84,4.245000000000001,0.6899999999999995,0.0003972874630662346,-8.034344365588463,136.10399133191484,32.0621887707691
41.193,,9.66,1.3,10.46,9.98,,,,,,1,O,0.68655,10.06,5.640000000000001,4.42,0.8000000000000007,0.00038745135714030314,-7.835428795448352,136.30290690205493,30.837761742546366
42.199,,9.68,0.98,10.45,10.02,,,,,,1,O,0.7033166666666666,10.065,5.5,4.5649999999999995,0.7699999999999996,0.0004569440495279659,-9.240779513604057,134.89755618389924,29.550395659123605
43.203,,9.72,0.74,10.48,10.0,,,,,,1,O,0.7200500000000001,10.100000000000001,5.37,4.730000000000001,0.7599999999999998,0.000611670290225833,-12.369808279237022,131.76852741826627,27.858039623312102
44.208,,9.73,0.35,10.38,9.93,,,,,,1,O,0.7368,10.055,5.14,4.915,0.6500000000000004,0.0005093985509591259,-10.301566896046404,133.83676880145688,27.23026832176132
45.212,,9.68,0.08,10.46,9.98,,,,,,1,O,0.7535333333333334,10.07,5.03,5.04,0.7800000000000011,0.0004130281992141818,-8.3526692727084,135.7856664247949,26.941600481110097
46.218,,9.74,-0.23,10.48,10.04,,,,,,1,O,0.7703000000000001,10.11,4.904999999999999,5.205,0.7400000000000002,0.0003999159915611451,-8.087501097341038,136.05083460016226,26.138488876111865
47.222,,9.76,-0.51,10.41,9.96,,,,,,1,O,0.7870333333333334,10.085,4.7250000000000005,5.36,0.6500000000000004,0.0005474266565135029,-11.070609274672572,133.06772642283073,24.82606836246842
48.227,,9.83,-0.8,10.48,10.06,,,,,,1,O,0.8037833333333333,10.155000000000001,4.63,5.525000000000001,0.6500000000000004,0.0004267968177770292,-8.631112045904864,135.50722365159842,24.526194326081157
49.232,,9.74,-1.05,10.44,10.09,,,,,,1,O,0.8205333333333333,10.09,4.52,5.57,0.6999999999999993,0.0005965943401405544,-12.064927340662434,132.07340835684087,23.711563439289204
