dataset,time_s,time_s_raw,t_min,T_bulk_mean_C,T_coil_mean_C,DeltaT_C,P_bath_W,P_HX_W,P_HX_W_m2,UA_corr_W_per_K,UA_per_area_W_per_m2K,valve_state
nomix,31.150000000000002,43.203,0.5191666666666667,10.100000000000001,7.685,2.415000000000002,-10.19028095851389,-10.19028095851389,-84.91900798761576,-4.219578036651711,-35.16315030543093,1
nomix,32.155,44.208,0.5359166666666667,10.055,7.535,2.5199999999999996,-8.486458206458272,-8.486458206458272,-70.72048505381893,-3.3676421454199494,-28.063684545166247,1
nomix,33.159000000000006,45.212,0.5526500000000001,10.07,7.505,2.5650000000000004,-6.880951161165942,-6.880951161165942,-57.341259676382855,-2.682632031643642,-22.355266930363683,1
nomix,34.165000000000006,46.218,0.5694166666666668,10.11,7.472499999999999,2.6375,-6.662504913072937,-6.662504913072937,-55.52087427560781,-2.526068213487369,-21.050568445728075,1
nomix,35.169,47.222,0.58615,10.085,7.3425,2.7425000000000006,-9.119997363269926,-9.119997363269926,-75.99997802724938,-3.3254320376553963,-27.711933647128305,1
nomix,36.17399999999999,48.227,0.6028999999999999,10.155000000000001,7.345,2.8100000000000014,-7.110333058254158,-7.110333058254158,-59.252775485451316,-2.5303676363893786,-21.08639696991149,1
nomix,37.179,49.232,0.61965,10.09,7.305,2.785,-9.93911923047013,-9.93911923047013,-82.82599358725109,-3.568804032484786,-29.740033604039883,1
nomix,38.184,50.237,0.6364,10.045,7.1225000000000005,2.9224999999999994,-12.98649129910239,-12.98649129910239,-108.22076082585325,-4.443624054440511,-37.03020045367092,1
nomix,39.188,51.241,0.6531333333333333,10.085,7.075,3.0100000000000007,-13.259533216099426,-13.259533216099426,-110.49611013416188,-4.405160536910107,-36.70967114091756,1
nomix,40.193,52.246,0.6698833333333333,10.055,7.0075,3.0474999999999994,-12.931893481485968,-12.931893481485968,-107.76577901238308,-4.243443308116808,-35.36202756764006,1
nomix,41.199,53.252,0.68665,10.1,6.9399999999999995,3.16,-13.314202403888174,-13.314202403888174,-110.95168669906812,-4.213355191103853,-35.111293259198774,1
nomix,42.203,54.256,0.7033833333333334,10.09,6.87,3.2199999999999998,-9.513237894729754,-9.513237894729754,-79.27698245608129,-2.9544217064378118,-24.620180886981764,1
nomix,43.208,55.261,0.7201333333333333,10.1,6.8325,3.2675,-7.6564435215639834,-7.6564435215639834,-63.803696013033196,-2.343211483263652,-19.526762360530434,1
nomix,44.212,56.265,0.7368666666666667,10.100000000000001,6.790000000000001,3.3100000000000005,-7.0448308943449796,-7.0448308943449796,-58.7069241195415,-2.1283477022190267,-17.736230851825223,1
nomix,45.218,57.271,0.7536333333333334,10.065000000000001,6.67,3.3950000000000014,-3.538712607198284,-3.538712607198284,-29.48927172665237,-1.0423306648595825,-8.686088873829855,1
nomix,46.221999999999994,58.275,0.7703666666666665,10.129999999999999,6.5975,3.532499999999999,-1.6491626639167154,-1.6491626639167154,-13.743022199305962,-0.46685425730126423,-3.890452144177202,1
nomix,47.227000000000004,59.28,0.7871166666666667,10.059999999999999,6.535,3.5249999999999986,2.2609716280694796,2.2609716280694796,18.84143023391233,0.6414103909416966,5.345086591180805,1
nomix,48.230999999999995,60.284,0.80385,10.075,6.48,3.594999999999999,5.351955758012907,5.351955758012907,44.59963131677423,1.4887220467351623,12.406017056126354,1
nomix,49.236999999999995,61.29,0.8206166666666665,10.105,6.3500000000000005,3.755,7.383512293918973,7.383512293918973,61.52926911599145,1.9663148585669703,16.385957154724753,1
nomix,50.242000000000004,62.295,0.8373666666666667,10.075,6.355,3.719999999999999,8.257327121088915,8.257327121088915,68.81105934240763,2.219711591690569,18.49759659742141,1
nomix,51.245999999999995,63.299,0.8541,10.129999999999999,6.272500000000001,3.857499999999998,12.385901305506097,12.385901305506097,103.21584421255082,3.2108622956593917,26.7571857971616,1
nomix,52.251000000000005,64.304,0.8708500000000001,10.120000000000001,6.175,3.945000000000001,15.902898874035163,15.902898874035163,132.52415728362635,4.0311530732662,33.592942277218334,1
nomix,53.256,65.309,0.8876000000000001,10.115,6.217499999999999,3.897500000000001,17.191599936513906,17.191599936513906,143.26333280428256,4.410930067097858,36.757750559148825,1
nomix,54.260999999999996,66.314,0.9043499999999999,10.115,6.1000000000000005,4.015,18.18550980458906,18.18550980458906,151.54591503824219,4.529392230283701,37.74493525236418,1
nomix,55.265,67.318,0.9210833333333334,10.095,6.085,4.010000000000001,25.88551024608084,25.88551024608084,215.712585384007,6.455239462863052,53.79366219052543,1
nomix,56.271,68.324,0.93785,10.105,5.9799999999999995,4.125000000000001,30.199887077407734,30.199887077407734,251.66572564506447,7.321184746038237,61.00987288365198,1
nomix,57.275000000000006,69.328,0.9545833333333335,10.11,5.91,4.199999999999999,31.390293786261473,31.390293786261473,261.58578155217896,7.4738794729194,62.282328940995,1
nomix,58.28,70.333,0.9713333333333334,10.094999999999999,5.85,4.244999999999999,34.12086743654836,34.12086743654836,284.34056197123635,8.037895744769934,66.98246453974944,1
nomix,59.284000000000006,71.337,0.9880666666666668,10.13,5.8375,4.2925,31.008046950966367,31.008046950966367,258.40039125805305,7.223773314144756,60.1981109512063,1
nomix,60.290000000000006,72.343,1.0048333333333335,10.125,5.765000000000001,4.359999999999999,34.54679395561248,34.54679395561248,287.889949630104,7.923576595323964,66.02980496103304,1
nomix,61.295,73.348,1.0215833333333333,10.125,5.685,4.44,39.144876044679926,39.144876044679926,326.2073003723327,8.816413523576559,73.47011269647133,1
nomix,62.29900000000001,74.352,1.0383166666666668,10.11,5.594999999999999,4.515000000000001,43.07694262331252,43.07694262331252,358.97452186093767,9.540851079360468,79.5070923280039,1
nomix,63.304,75.357,1.0550666666666666,10.09,5.4425,4.6475,47.784402366535225,47.784402366535225,398.20335305446025,10.281743381718176,85.68119484765147,1
nomix,64.309,76.362,1.0718166666666666,10.065000000000001,5.330000000000001,4.735,50.547511272755756,50.547511272755756,421.229260606298,10.675292771437329,88.96077309531108,1
nomix,65.31400000000001,77.367,1.0885666666666667,10.075,5.197500000000001,4.877499999999999,53.288915991558596,53.288915991558596,444.074299929655,10.925456892169885,91.0454741014157,1
