dataset,time_s,time_s_raw,t_min,T_bulk_mean_C,T_coil_mean_C,DeltaT_C,P_bath_W,P_HX_W,P_HX_W_m2,UA_corr_W_per_K,UA_per_area_W_per_m2K,valve_state
nomix,66.318,78.371,1.1053,10.08,5.0175,5.0625,54.555766328512476,54.555766328512476,454.6313860709373,10.776447669829626,89.80373058191356,1
nomix,67.324,79.377,1.1220666666666665,10.04,4.925000000000001,5.114999999999998,56.06306506635474,56.06306506635474,467.1922088862895,10.960521029590373,91.33767524658644,1
nomix,68.328,80.381,1.1388,10.024999999999999,4.6425,5.3824999999999985,60.267762635916675,60.267762635916675,502.2313552993056,11.19698330439697,93.30819420330808,1
nomix,69.333,81.386,1.15555,10.01,4.545,5.465,60.48611179025158,60.48611179025158,504.05093158542985,11.067907006450426,92.23255838708688,1
nomix,70.33800000000001,82.391,1.1723000000000001,10.059999999999999,4.3549999999999995,5.704999999999999,66.26373625894476,66.26373625894476,552.1978021578731,11.615028266247988,96.79190221873324,1
nomix,71.343,83.396,1.1890500000000002,10.03,4.1274999999999995,5.9025,69.04910654864328,69.04910654864328,575.409221238694,11.69828149913482,97.48567915945684,1
nomix,72.348,84.401,1.2058,10.035,4.13,5.905,71.26596685986638,71.26596685986638,593.8830571655532,12.068749679909633,100.57291399924695,1
nomix,73.352,85.405,1.2225333333333335,10.0,3.8874999999999997,6.112500000000001,73.88696838854788,73.88696838854788,615.7247365712324,12.087847589128486,100.7320632427374,1
nomix,74.357,86.41,1.2392833333333333,10.035,3.655,6.380000000000001,75.38325731528755,75.38325731528755,628.1938109607296,11.815557572929082,98.46297977440902,1
nomix,75.36200000000001,87.415,1.2560333333333336,10.075,3.4825000000000004,6.592499999999999,78.33211113446072,78.33211113446072,652.7675927871727,11.88200396427163,99.0166997022636,1
nomix,76.367,88.42,1.2727833333333334,10.045,3.3175,6.7275,80.27604952295543,80.27604952295543,668.967079357962,11.93252315465707,99.43769295547558,1
nomix,77.37100000000001,89.424,1.2895166666666669,9.95,3.1525,6.797499999999999,82.44909957815801,82.44909957815801,687.0758298179835,12.129326896382203,101.07772413651836,1
nomix,78.37700000000001,90.43,1.3062833333333335,10.0,2.965,7.035,84.62250035827768,84.62250035827768,705.1875029856474,12.02878469911552,100.23987249262933,1
nomix,79.382,91.435,1.3230333333333335,10.02,2.7649999999999997,7.255,86.0746750326603,86.0746750326603,717.2889586055024,11.864186772248146,98.86822310206789,1
nomix,80.386,92.439,1.3397666666666666,10.01,2.6349999999999993,7.375,87.50522334277947,87.50522334277947,729.2101945231623,11.86511502952942,98.87595857941184,1
nomix,81.391,93.444,1.3565166666666668,10.055,2.4425000000000003,7.612499999999999,88.43324813100496,88.43324813100496,736.9437344250414,11.616847045123805,96.80705870936505,1
nomix,82.396,94.449,1.3732666666666666,9.98,2.2875,7.692500000000001,86.6531425450683,86.6531425450683,722.1095212089026,11.264626915186,93.87189095988333,1
nomix,83.401,95.454,1.3900166666666667,10.0,2.0724999999999993,7.9275,86.04114979421699,86.04114979421699,717.009581618475,10.853503600658087,90.44586333881739,1
nomix,84.405,96.458,1.40675,9.969999999999999,1.9325,8.037499999999998,83.88939707805743,83.88939707805743,699.0783089838119,10.437250025263758,86.97708354386465,1
nomix,85.411,97.464,1.4235166666666668,9.98,1.7625000000000002,8.217500000000001,84.1186990027551,84.1186990027551,700.9891583562925,10.236531670551273,85.30443058792727,1
nomix,86.415,98.468,1.44025,9.969999999999999,1.6150000000000002,8.354999999999999,83.79068177445352,83.79068177445352,698.2556814537793,10.02880691495554,83.57339095796284,1
nomix,87.42,99.473,1.457,9.975,1.4400000000000004,8.535,84.9263272449466,84.9263272449466,707.7193937078885,9.950360544223386,82.91967120186156,1
nomix,88.425,100.478,1.47375,9.99,1.3249999999999993,8.665000000000001,89.87353609133926,89.87353609133926,748.9461340944939,10.372018014003375,86.43348345002813,1
nomix,89.43,101.483,1.4905000000000002,9.98,1.0925000000000002,8.8875,95.27969035327546,95.27969035327546,793.9974196106289,10.720640264784862,89.33866887320718,1
nomix,90.435,102.488,1.50725,9.955,1.0574999999999997,8.8975,101.40619455557909,101.40619455557909,845.0516212964925,11.397155892731563,94.97629910609636,1
nomix,91.44,103.493,1.524,9.965,0.8349999999999995,9.13,111.67222501053496,111.67222501053496,930.6018750877913,12.23134994638937,101.92791621991142,1
nomix,92.44500000000001,104.498,1.54075,9.915,0.7299999999999995,9.184999999999999,123.0411732453039,123.0411732453039,1025.3431103775324,13.395881681579088,111.6323473464924,1
nomix,93.449,105.502,1.5574833333333333,9.955,0.5200000000000005,9.434999999999999,130.78420981235908,130.78420981235908,1089.8684151029925,13.86160146394903,115.51334553290859,1
nomix,94.455,106.508,1.57425,9.93,0.4500000000000002,9.48,141.46484075429683,141.46484075429683,1178.8736729524737,14.922451556360425,124.35376296967021,1
nomix,95.459,107.512,1.5909833333333334,9.945,0.3675000000000006,9.5775,152.07984843193302,152.07984843193302,1267.3320702661085,15.87886697279384,132.32389143994868,1
nomix,96.464,108.517,1.6077333333333332,9.905000000000001,0.21499999999999986,9.690000000000001,163.37244641619722,163.37244641619722,1361.4370534683103,16.859901590938822,140.4991799244902,1
nomix,97.46900000000001,109.522,1.6244833333333335,9.875,0.0924999999999998,9.7825,171.18076348743804,171.18076348743804,1426.5063623953172,17.49867247507672,145.82227062563933,1
nomix,98.474,110.527,1.6412333333333333,9.89,0.0625,9.8275,179.53532933137086,179.53532933137086,1496.1277444280906,18.268667446590776,152.23889538825648,1
nomix,99.48,111.533,1.6580000000000001,9.875,-0.054999999999999716,9.93,189.5388501535099,189.5388501535099,1579.490417945916,19.08749749783584,159.062479148632,1
