time_s,U0_C,U1_C,TTEST_C,TFO_C,TTI_C,U5_C,TTO_C,TMI_C,THM_C,THI_C,valve,mode,pump_cmd_pct,pump_freq_hz,pump_rotation_speed_rpm,pump_input_power_kw,pump_input_power_w,pump_output_current_a,pump_output_voltage_v,pump_pressure_before_bar_abs,pump_pressure_after_bar_abs,pump_pressure_tank_bar_abs,pump_pressure_error_bar,pump_max_freq_hz,fluid_meter_valid,fluid_concentration_pct,fluid_flow_velocity_mps,fluid_volume_flow_m3s,fluid_mass_flow_kgs,fluid_temperature_c,fluid_density_kg_m3,fluid_delta_p_bar,scale_weight_kg,scale_age_s,scale_tare_kg,elapsed_min,minus100_segment,minus100_cycle_number,cycle_phase,time_since_phase_start_min,cold_min_THM_C
3387.593,,,21.2275189,-63.8012794,-63.5693155,,-69.6414316,-66.0474984,-100.367778,-62.7277778,1,O,40,28.11,843,0.07,67,2.56,108,2.437,2.809,2.271,0.05,71.7,1,100,0.941576,4.499e-05,0.072137033,-59.449,1603,0.372,178.6,0.043,156,56.45988333333333,15,1,cooldown,0.0,-122.347778
3389.685,,,21.2275189,-63.6215691,-63.4188871,,-69.2935823,-65.7087144,-102.697778,-62.7477778,1,O,40,28.11,843,0.07,67,2.56,108,2.446,2.75,2.349,0.05,71.7,1,100,0.942459,4.5031e-05,0.072186867,-59.358,1603,0.304,178.6,0.13,156,56.494749999999996,15,1,cooldown,0.034866666666665935,-122.347778
3391.777,,,21.2668741,-63.5217301,-63.4489727,,-69.0948113,-65.2902164,-104.347778,-62.5677778,1,O,40,28.12,844,0.07,68,2.56,108,2.349,2.936,2.31,0.05,71.7,1,100,0.941686,4.4993e-05,0.072127502,-59.379,1603,0.587,178.6,0.222,156,56.52961666666667,15,1,cooldown,0.06973333333333898,-122.347778
3393.869,,,21.2275189,-63.5716496,-63.3587157,,-69.0550571,-65.0211821,-105.997778,-62.9977778,1,O,40,28.11,843,0.07,68,2.56,108,2.505,2.897,2.368,0.05,71.7,1,100,0.939672,4.4904e-05,0.071971002,-59.33,1603,0.392,178.6,0.314,156,56.564483333333335,15,1,cooldown,0.10460000000000491,-122.347778
3395.961,,,21.2668741,-62.9825992,-63.0578587,,-68.8264704,-64.9613966,-107.387778,-62.9277778,1,O,40,28.11,843,0.07,68,2.56,108,2.671,2.75,2.407,0.05,71.7,1,100,0.940478,4.494e-05,0.07199478,-59.046,1602,0.079,178.6,0.401,156,56.599349999999994,15,1,cooldown,0.13946666666666374,-122.347778
3398.052,,,21.2471965,-63.0624705,-62.9174588,,-68.6276994,-65.1208244,-109.147778,-62.9177778,1,O,40,28.12,844,0.07,66,2.56,108,2.349,2.818,2.339,0.05,71.7,1,100,0.940163,4.4928e-05,0.071982934,-58.989,1602,0.469,178.4,0.492,156,56.6342,15,1,cooldown,0.17431666666666956,-122.347778
3400.144,,,21.1586471,-63.0524866,-62.7870875,,-68.6674536,-65.061039,-110.897778,-63.4177778,1,O,40,28.12,844,0.07,66,2.56,108,2.437,2.936,2.232,0.05,71.7,1,100,0.941629,4.5017e-05,0.072140977,-59.019,1603,0.499,178.4,0.58,156,56.669066666666666,15,1,cooldown,0.2091833333333355,-122.347778
3402.236,,,21.2471965,-63.0325187,-62.6968304,,-68.746962,-64.9613966,-112.047778,-63.4477778,1,O,40,28.1,843,0.07,67,2.56,108,2.485,2.897,2.31,0.05,71.7,1,100,0.941651,4.4986e-05,0.07207596,-58.947,1602,0.412,178.4,0.668,156,56.70393333333333,15,1,cooldown,0.24405000000000143,-122.347778
3404.327,,,21.2471965,-63.0325187,-62.7570018,,-68.7270849,-64.9813251,-113.357778,-63.3577778,1,O,40,28.1,843,0.07,68,2.55,108,2.407,2.818,2.368,0.05,71.7,1,100,0.941241,4.4978e-05,0.072059472,-58.9,1602,0.411,178.4,0.76,156,56.73878333333334,15,1,cooldown,0.27890000000000725,-122.347778
3406.419,,,21.1881636,-63.0524866,-62.7570018,,-68.8264704,-65.0909317,-114.477778,-63.7577778,1,O,40,28.1,843,0.07,67,2.55,108,2.446,2.759,2.329,0.05,71.7,1,100,0.942617,4.5033e-05,0.072160169,-58.929,1602,0.313,178.4,0.851,156,56.773649999999996,15,1,cooldown,0.3137666666666661,-122.347778
3408.512,,,21.2078412,-62.9226958,-62.797116,,-68.8861017,-64.9813251,-115.527778,-63.4977778,1,O,40,28.1,843,0.07,66,2.55,108,2.29,2.828,2.359,0.05,71.7,1,100,0.942833,4.5059e-05,0.072197414,-58.921,1602,0.538,178.4,0.939,156,56.80853333333334,15,1,cooldown,0.34865000000000634,-122.347778
3410.603,,,21.1881636,-62.9825992,-62.6868018,,-69.0153029,-65.0510748,-116.877778,-63.2777778,1,O,40,28.1,843,0.07,67,2.55,108,2.407,2.858,2.32,0.05,71.7,1,100,0.942043,4.4996e-05,0.072099262,-58.931,1602,0.451,178.4,0.028,156,56.843383333333335,15,1,cooldown,0.38350000000000506,-122.347778
3412.695,,,21.2570353,-62.9426636,-62.6667447,,-69.1246269,-65.0211821,-117.947778,-63.1977778,1,O,40,28.1,843,0.07,68,2.55,108,2.407,2.75,2.329,0.05,71.7,1,100,0.943601,4.5097e-05,0.072260081,-58.941,1602,0.343,178.4,0.116,156,56.87825,15,1,cooldown,0.418366666666671,-122.347778
3414.786,,,21.1488083,-62.9825992,-62.6868018,,-69.2140739,-65.0809675,-118.427778,-63.1077778,1,O,40,28.1,843,0.07,67,2.55,108,2.417,2.809,2.437,0.05,71.7,1,100,0.943425,4.5063e-05,0.072215063,-58.905,1602,0.392,178.4,0.207,156,56.9131,15,1,cooldown,0.4532166666666697,-122.347778
3416.878,,,21.2668741,-63.002567,-62.6667447,,-69.1246269,-65.1108602,-119.187778,-63.8577778,1,O,40,28.11,843,0.07,66,2.56,108,2.476,2.946,2.378,0.05,71.7,1,100,0.940919,4.4962e-05,0.072048802,-58.956,1602,0.47,178.4,0.295,156,56.947966666666666,15,1,cooldown,0.48808333333333564,-122.347778
3418.97,,,21.2275189,-63.0225348,-62.6266304,,-69.2041353,-65.1706456,-119.757778,-63.8877778,0,C,40,28.11,843,0.07,67,2.56,108,2.388,2.799,2.29,0.05,71.7,1,100,0.944493,4.5173e-05,0.072390438,-59.016,1603,0.411,178.4,0.383,156,56.98283333333333,15,1,cooldown,0.5229500000000016,-122.347778
3421.061,,,21.2275189,-63.0325187,-62.7570018,,-69.1544426,-65.230431,-120.337778,-63.9277778,0,C,40,28.13,844,0.07,68,2.56,108,2.534,2.887,2.261,0.05,71.7,1,100,0.943169,4.5067e-05,0.072220211,-58.975,1602,0.353,178.4,0.476,156,57.01768333333334,15,1,cooldown,0.5578000000000074,-122.347778
3423.153,,,21.168486,-63.0824383,-62.7068589,,-69.2737052,-65.270288,-121.277778,-63.8477778,0,C,40,28.14,844,0.07,68,2.56,108,2.349,2.74,2.437,0.05,71.7,1,100,0.944206,4.5089e-05,0.072268804,-58.966,1603,0.391,178.4,0.568,156,57.05255,15,1,cooldown,0.5926666666666662,-122.347778
3425.245,,,21.2275189,-63.0824383,-62.636659,,-69.2637666,-65.3001807,-121.807778,-63.5077778,0,C,40,28.14,844,0.07,68,2.56,108,2.427,2.838,2.349,0.05,71.7,1,100,0.944337,4.5114e-05,0.072301125,-58.992,1603,0.411,178.4,0.655,156,57.08741666666666,15,1,cooldown,0.6275333333333322,-122.347778
3427.336,,,21.2275189,-63.1623095,-62.7570018,,-69.3035209,-65.4496442,-122.017778,-63.3077778,0,C,40,28.14,844,0.07,67,2.56,108,2.378,2.848,2.3,0.05,71.7,1,100,0.943228,4.5068e-05,0.072233225,-59.034,1603,0.47,178.4,0.747,156,57.12226666666666,15,1,cooldown,0.6623833333333309,-122.347778
3429.428,,,21.2275189,-63.0624705,-62.797116,,-69.3333365,-65.43968,-122.327778,-63.0077778,0,C,40,28.14,844,0.07,67,2.56,108,2.368,2.877,2.349,0.05,71.7,1,100,0.942972,4.5044e-05,0.072196455,-59.062,1603,0.509,178.4,0.835,156,57.157133333333334,15,1,cooldown,0.6972500000000039,-122.347778
3431.519,,,21.2668741,-63.1024061,-62.9174588,,-69.3730907,-65.5193939,-122.277778,-62.9277778,0,C,40,28.14,844,0.07,66,2.56,108,2.495,2.769,2.437,0.05,71.7,1,100,0.94338,4.5079e-05,0.07225737,-59.141,1603,0.274,178.2,0.927,156,57.19198333333333,15,1,cooldown,0.7321000000000026,-122.347778
3433.612,,,21.2668741,-63.2621486,-62.867316,,-69.4525991,-65.43968,-122.347778,-62.7477778,0,C,40,28.14,844,0.07,66,2.56,108,2.602,2.799,2.359,0.05,71.7,1,100,0.94163,4.501e-05,0.072147725,-59.145,1603,0.197,178.2,0.013,156,57.226866666666666,15,1,cooldown,0.7669833333333358,-122.347778
3433.612,,,21.2668741,-63.2621486,-62.867316,,-69.4525991,-65.43968,-122.347778,-62.7477778,0,C,40,28.14,844,0.07,66,2.56,108,2.602,2.799,2.359,0.05,71.7,1,100,0.94163,4.501e-05,0.072147725,-59.145,1603,0.197,178.2,0.013,156,57.226866666666666,15,1,warmup,0.0,-122.347778
3435.704,,,21.1488083,-63.3120681,-62.9174588,,-69.5818003,-65.5891435,-122.297778,-62.9577778,0,C,40,28.14,844,0.07,66,2.56,108,2.446,2.73,2.281,0.05,71.7,1,100,0.94173,4.5004e-05,0.072145483,-59.182,1603,0.284,178.2,0.108,156,57.26173333333334,15,1,warmup,0.03486666666667304,-122.347778
3437.8,,,21.1488083,-63.3420198,-63.0177445,,-69.6215545,-65.6788216,-122.137778,-62.8977778,0,C,40,28.14,844,0.07,66,2.56,108,2.3,2.838,2.29,0.05,71.7,1,100,0.942706,4.504e-05,0.072203874,-59.203,1603,0.538,178.2,0.199,156,57.29666666666667,15,1,warmup,0.06980000000000075,-122.347778
3439.892,,,21.168486,-63.3020842,-63.027773,,-69.9594652,-65.609072,-122.207778,-62.7977778,0,C,40,28.14,844,0.07,66,2.56,108,2.495,2.779,2.339,0.05,71.7,1,100,0.942831,4.5101e-05,0.072289265,-59.212,1603,0.284,178.2,0.292,156,57.33153333333333,15,1,warmup,0.10466666666666669,-122.347778
3441.987,,,21.2668741,-63.5217301,-62.9776302,,-69.9296496,-65.7983925,-121.957778,-62.8877778,0,C,40,28.14,844,0.07,66,2.55,108,2.368,2.809,2.3,0.05,71.7,1,100,0.942606,4.5046e-05,0.072214141,-59.211,1603,0.441,178.2,0.383,156,57.36645,15,1,warmup,0.13958333333333428,-122.347778
3444.079,,,21.1980024,-63.4817945,-63.027773,,-69.9594652,-65.8781064,-121.927778,-62.8377778,0,C,40,28.14,844,0.07,66,2.55,108,2.407,2.74,2.359,0.05,71.7,1,100,0.944425,4.5124e-05,0.072352393,-59.279,1603,0.333,178.4,0.47,156,57.401316666666666,15,1,warmup,0.17445000000000022,-122.347778
3446.171,,,21.2865518,-63.5217301,-63.2383729,,-70.118482,-65.8681421,-121.957778,-62.6777778,0,C,40,28.14,844,0.07,65,2.56,108,2.232,2.779,2.271,0.05,71.7,1,100,0.945512,4.5195e-05,0.072466097,-59.318,1603,0.547,178.4,0.558,156,57.43618333333333,15,1,warmup,0.20931666666666615,-122.347778
3448.262,,,21.2078412,-63.4917784,-63.1982586,,-70.2874374,-66.0773911,-121.677778,-62.4377778,0,C,40,28.14,844,0.07,66,2.56,108,2.466,2.838,2.251,0.05,71.7,1,100,0.943795,4.5115e-05,0.072345169,-59.395,1604,0.372,178.4,0.65,156,57.47103333333334,15,1,warmup,0.24416666666667197,-122.347778
3450.354,,,21.2668741,-63.6016013,-63.2383729,,-70.4067,-66.0176057,-121.397778,-62.3777778,0,C,40,28.14,844,0.07,67,2.56,108,2.466,2.818,2.271,0.05,71.7,1,100,0.942966,4.5083e-05,0.072303663,-59.458,1604,0.352,178.2,0.741,156,57.5059,15,1,warmup,0.2790333333333308,-122.347778
3452.446,,,21.1881636,-63.7313921,-63.3386585,,-70.496147,-66.2069262,-121.247778,-62.2477778,0,C,40,28.14,844,0.07,68,2.56,108,2.349,2.75,2.368,0.05,71.7,1,100,0.943675,4.5099e-05,0.072331788,-59.546,1604,0.401,178.2,0.829,156,57.54076666666666,15,1,warmup,0.31389999999999674,-122.347778
3454.537,,,21.2078412,-63.7813116,-63.4188871,,-70.6651023,-66.2069262,-120.947778,-62.7477778,0,C,40,28.14,844,0.07,67,2.56,108,2.554,2.769,2.281,0.05,71.7,1,100,0.941477,4.4988e-05,0.072163457,-59.618,1604,0.215,178.4,0.917,156,57.57561666666666,15,1,warmup,0.34874999999999545,-122.347778
3456.629,,,21.168486,-63.9111024,-63.4389442,,-70.8539348,-66.2667116,-120.807778,-62.7277778,0,C,40,28.14,844,0.07,68,2.56,108,2.456,2.858,2.359,0.05,71.7,1,100,0.944168,4.5104e-05,0.07234881,-59.645,1604,0.402,178.4,0.007,156,57.610483333333335,15,1,warmup,0.3836166666666685,-122.347778
3458.72,,,21.2865518,-63.951038,-63.5191727,,-70.8738119,-66.3763182,-120.497778,-62.2577778,0,C,40,28.14,844,0.07,67,2.56,108,2.573,2.75,2.417,0.05,71.7,1,100,0.944476,4.5132e-05,0.072398975,-59.649,1604,0.177,178.4,0.096,156,57.64533333333333,15,1,warmup,0.4184666666666672,-122.347778
3460.812,,,21.2471965,-64.0209253,-63.4188871,,-71.0427673,-66.4361036,-119.987778,-61.8777778,0,C,40,28.14,844,0.07,67,2.56,108,2.378,2.897,2.417,0.05,71.7,1,100,0.943521,4.5084e-05,0.072325314,-59.679,1604,0.519,178.2,0.188,156,57.6802,15,1,warmup,0.45333333333333314,-122.347778
3462.904,,,21.2078412,-64.0408931,-63.6595726,,-71.09246,-66.4659963,-119.587778,-62.1477778,0,C,40,28.14,844,0.07,66,2.56,108,2.632,2.867,2.261,0.05,71.7,1,100,0.943052,4.5063e-05,0.072307859,-59.773,1604,0.235,178.4,0.275,156,57.715066666666665,15,1,warmup,0.4881999999999991,-122.347778
3464.995,,,21.1586471,-64.1107805,-63.719744,,-71.2117226,-66.5756029,-119.347778,-62.0677778,0,C,40,28.14,844,0.07,66,2.56,108,2.388,2.75,2.29,0.05,71.7,1,100,0.945101,4.5163e-05,0.072466435,-59.824,1605,0.362,178.4,0.367,156,57.749916666666664,15,1,warmup,0.5230499999999978,-122.347778
3467.087,,,21.2275189,-64.1107805,-63.8400868,,-71.5297563,-66.6852095,-119.027778,-62.1377778,0,C,40,28.14,844,0.06,65,2.56,108,2.641,2.877,2.29,0.05,71.7,1,100,0.943591,4.509e-05,0.07235664,-59.913,1605,0.236,178.4,0.455,156,57.78478333333333,15,1,warmup,0.5579166666666637,-122.347778
3469.179,,,21.2275189,-64.2505551,-63.8100011,,-71.4900021,-66.7649234,-118.517778,-62.2177778,0,C,40,28.14,844,0.07,65,2.56,108,2.368,2.887,2.271,0.05,71.7,1,100,0.943332,4.5088e-05,0.072358601,-59.973,1605,0.519,178.4,0.547,156,57.81965,15,1,warmup,0.5927833333333368,-122.347778
3471.27,,,21.1980024,-64.3803459,-63.9102867,,-71.579449,-66.8047803,-118.047778,-62.1377778,0,C,40,28.14,844,0.07,66,2.56,108,2.505,2.759,2.32,0.05,71.7,1,100,0.942896,4.5067e-05,0.072324816,-59.975,1605,0.254,178.4,0.635,156,57.8545,15,1,warmup,0.6276333333333355,-122.347778
3473.362,,,21.2275189,-64.4302654,-63.9102867,,-71.6589574,-67.0239935,-117.477778,-61.8077778,0,C,40,28.14,844,0.07,66,2.55,108,2.329,2.789,2.261,0.05,71.7,1,100,0.943725,4.5094e-05,0.072377829,-60.057,1605,0.46,178.4,0.729,156,57.88936666666667,15,1,warmup,0.6625000000000014,-122.347778
3475.454,,,21.2078412,-64.5101367,-64.0406581,,-71.6092647,-67.0339578,-116.977778,-61.6277778,0,C,40,28.14,844,0.07,67,2.55,108,2.554,2.907,2.31,0.05,71.7,1,100,0.943353,4.508e-05,0.072356625,-60.075,1605,0.353,178.4,0.817,156,57.92423333333333,15,1,warmup,0.6973666666666674,-122.347778
3477.55,,,21.1980024,-64.4901689,-64.0908009,,-71.8875441,-67.0837789,-116.397778,-61.2477778,0,C,30,28.14,844,0.07,66,2.55,108,2.495,2.632,2.349,0.05,71.7,1,100,0.943299,4.5032e-05,0.072285055,-60.144,1605,0.137,178.4,0.914,156,57.95916666666667,15,1,warmup,0.7323000000000022,-122.347778
3479.643,,,21.2471965,-64.5600562,-64.1610008,,-71.9074212,-67.2033498,-115.777778,-61.0677778,0,C,30,21.08,632,0.06,64,2.54,81,2.446,2.642,2.281,0.05,71.7,1,100,0.709929,3.3925e-05,0.05445463,-60.126,1605,0.196,178.4,1.002,156,57.99405,15,1,warmup,0.7671833333333353,-122.347778
3481.733,,,21.2275189,-64.4901689,-64.1409437,,-71.8577284,-70.0531213,-115.157778,-60.9777778,0,C,30,21.08,632,0.06,62,2.54,81,2.359,2.769,2.271,0.05,71.7,1,100,0.698674,3.3374e-05,0.053556011,-59.917,1605,0.41,178.4,0.091,156,58.02888333333333,15,1,warmup,0.8020166666666668,-122.347778
3483.825,,,21.2275189,-64.5101367,-64.1409437,,-71.8080357,-71.2687581,-114.507778,-60.5977778,0,C,30,21.08,632,0.06,63,2.54,81,2.437,2.73,2.261,0.05,71.7,1,100,0.70007,3.3451e-05,0.053760091,-59.914,1607,0.293,178.2,0.184,156,58.06375,15,1,warmup,0.8368833333333328,-122.347778
3485.917,,,21.1980024,-65.6982214,-64.4518292,,-71.77822,-71.5278283,-113.497778,-60.2977778,0,C,30,21.08,632,0.06,63,2.54,81,2.417,2.789,2.261,0.05,71.7,1,100,0.699962,3.3437e-05,0.053815339,-60.432,1609,0.372,178.4,0.272,156,58.098616666666665,15,1,warmup,0.8717499999999987,-122.347778
3488.008,,,21.168486,-66.6167406,-65.3243144,,-71.7185887,-71.5278283,-112.587778,-60.2277778,0,C,30,21.07,632,0.06,62,2.54,81,2.388,2.789,2.261,0.05,71.7,1,100,0.699648,3.3419e-05,0.053790361,-60.894,1610,0.401,178.4,0.364,156,58.13346666666666,15,1,warmup,0.9065999999999974,-122.347778
3490.1,,,21.1488083,-66.8663383,-65.8658569,,-71.5595719,-71.5477567,-111.527778,-60.2177778,0,C,30,21.08,632,0.06,63,2.54,81,2.339,2.769,2.3,0.05,71.7,1,100,0.701927,3.3555e-05,0.054004913,-61.174,1609,0.43,178.2,0.451,156,58.16833333333333,15,1,warmup,0.9414666666666633,-122.347778
3492.194,,,21.2078412,-66.9761612,-66.1566852,,-71.3011696,-71.5278283,-111.107778,-60.1177778,0,C,30,21.07,632,0.06,64,2.54,81,2.407,2.74,2.29,0.05,71.7,1,100,0.700229,3.3455e-05,0.053836971,-61.387,1609,0.333,178.2,0.543,156,58.20323333333333,15,1,warmup,0.9763666666666637,-122.347778
3494.284,,,21.168486,-67.1159359,-66.2970852,,-71.2614154,-71.2388654,-110.957778,-60.1377778,0,C,30,21.07,632,0.06,63,2.54,81,2.437,2.73,2.232,0.05,71.7,1,100,0.700963,3.3467e-05,0.053876332,-61.502,1609,0.293,178.4,0.632,156,58.23806666666667,15,1,warmup,1.0112000000000023,-122.347778
3496.377,,,21.2275189,-67.2656945,-66.5177136,,-71.1023986,-71.2986508,-110.177778,-60.3177778,0,C,30,21.07,632,0.06,62,2.54,81,2.388,2.779,2.29,0.05,71.7,1,100,0.700794,3.3509e-05,0.053912305,-61.56,1609,0.391,178.4,0.723,156,58.27295,15,1,warmup,1.0460833333333355,-122.347778
3498.467,,,21.168486,-67.1558715,-66.5578278,,-70.9632589,-71.2687581,-109.297778,-60.5477778,0,C,30,21.08,632,0.06,63,2.54,81,2.368,2.622,2.261,0.05,71.7,1,100,0.699604,3.3418e-05,0.053770296,-61.591,1609,0.254,178.4,0.811,156,58.30778333333333,15,1,warmup,1.080916666666667,-122.347778
3500.559,,,21.2275189,-67.2157749,-66.4976565,,-70.605471,-71.0495449,-108.527778,-60.6677778,0,C,30,21.08,632,0.06,63,2.54,81,2.349,2.701,2.29,0.05,71.7,1,100,0.700388,3.348e-05,0.053860918,-61.608,1609,0.352,178.2,0.903,156,58.342650000000006,15,1,warmup,1.11578333333334,-122.347778
3502.651,,,21.2275189,-67.2656945,-66.577885,,-70.605471,-71.0395807,-106.577778,-60.7077778,0,C,30,21.07,632,0.06,62,2.54,81,2.417,2.701,2.359,0.05,71.7,1,100,0.700412,3.3486e-05,0.053872684,-61.646,1609,0.284,178.4,0.99,156,58.377516666666665,15,1,warmup,1.1506499999999988,-122.347778
3504.742,,,21.168486,-67.1359037,-66.6581135,,-70.7346722,-71.0993661,-105.207778,-60.7877778,0,C,30,21.08,632,0.06,64,2.54,81,2.544,2.74,2.29,0.05,71.7,1,100,0.700415,3.3447e-05,0.053803937,-61.667,1609,0.196,178.4,0.079,156,58.41236666666667,15,1,warmup,1.1855000000000047,-122.347778
3506.834,,,21.1586471,-67.2157749,-66.6179992,,-70.605471,-70.9598668,-103.767778,-60.8477778,0,C,30,21.08,632,0.06,64,2.54,81,2.437,2.789,2.222,0.05,71.7,1,100,0.70133,3.3521e-05,0.053927643,-61.667,1609,0.352,178.4,0.167,156,58.44723333333333,15,1,warmup,1.2203666666666635,-122.347778
3508.926,,,21.2078412,-67.2656945,-66.5477993,,-70.496147,-70.9299741,-102.817778,-60.8977778,0,C,30,21.07,632,0.06,63,2.54,81,2.427,2.72,2.368,0.05,71.7,1,100,0.699877,3.3447e-05,0.053807408,-61.652,1609,0.293,178.4,0.258,156,58.482099999999996,15,1,warmup,1.2552333333333294,-122.347778
3511.017,,,21.1980024,-67.2656945,-66.6079707,,-70.4166386,-70.9100456,-101.057778,-60.9277778,0,C,30,21.07,632,0.06,63,2.55,81,2.281,2.72,2.368,0.05,71.7,1,100,0.701178,3.3514e-05,0.053914998,-61.745,1609,0.439,178.4,0.346,156,58.516949999999994,15,1,warmup,1.2900833333333281,-122.347778
3613.507,,,21.1881636,-66.7964509,-66.1767424,,-69.9097725,-70.2025848,-100.927778,-67.1077778,1,O,30,21.05,632,0.06,64,2.55,81,2.31,2.789,2.232,0.05,71.7,1,100,0.699956,3.346e-05,0.053822772,-61.687,1609,0.479,177.8,0.744,156,60.225116666666665,17,2,cooldown,0.0,-122.997778
3615.599,,,21.2275189,-66.8663383,-66.3171423,,-69.6911243,-70.3321199,-103.117778,-67.3577778,1,O,30,21.05,632,0.06,64,2.54,81,2.398,2.652,2.261,0.05,71.7,1,100,0.699867,3.3476e-05,0.053854325,-61.722,1609,0.254,177.8,0.836,156,60.25998333333334,17,2,cooldown,0.03486666666667304,-122.997778
3617.691,,,21.2078412,-66.9861451,-66.3171423,,-69.9097725,-70.3121914,-105.277778,-67.4277778,1,O,30,21.06,632,0.06,63,2.54,81,2.281,2.652,2.3,0.05,71.7,1,100,0.701311,3.3534e-05,0.05395066,-61.718,1609,0.371,177.8,0.925,156,60.29485,17,2,cooldown,0.06973333333333187,-122.997778
3619.782,,,21.2275189,-66.9561934,-66.2569709,,-69.7507556,-70.3121914,-107.497778,-67.3477778,1,O,30,21.05,632,0.06,62,2.54,81,2.349,2.661,2.29,0.05,71.7,1,100,0.701203,3.3523e-05,0.053930351,-61.778,1609,0.312,177.8,0.014,156,60.3297,17,2,cooldown,0.10458333333333769,-122.997778
3621.874,,,21.168486,-66.9861451,-66.4976565,,-69.6613087,-70.2324776,-109.427778,-67.2877778,1,O,30,21.06,632,0.06,64,2.54,81,2.281,2.779,2.3,0.05,71.7,1,100,0.700732,3.3503e-05,0.053904803,-61.788,1609,0.498,177.8,0.101,156,60.36456666666666,17,2,cooldown,0.13944999999999652,-122.997778
3623.965,,,21.2570353,-67.0260807,-66.3773137,,-69.8402026,-70.3919053,-110.977778,-67.3277778,1,O,30,21.05,632,0.06,64,2.54,81,2.368,2.72,2.359,0.05,71.7,1,100,0.701697,3.3534e-05,0.053945862,-61.844,1609,0.352,177.8,0.194,156,60.39941666666667,17,2,cooldown,0.17430000000000234,-122.997778
3626.057,,,21.168486,-66.996129,-66.4374851,,-69.6414316,-70.3919053,-113.087778,-67.4177778,1,O,30,21.06,632,0.06,64,2.54,81,2.398,2.71,2.261,0.05,71.7,1,100,0.701567,3.3533e-05,0.053947751,-61.852,1609,0.312,177.6,0.282,156,60.43428333333333,17,2,cooldown,0.20916666666666828,-122.997778
3628.15,,,21.2275189,-67.0560324,-66.3973708,,-69.7308785,-70.1328352,-114.707778,-66.9877778,0,C,30,21.06,632,0.06,63,2.54,81,2.32,2.73,2.203,0.05,71.7,1,100,0.700329,3.348e-05,0.053861805,-61.848,1609,0.41,177.6,0.373,156,60.469166666666666,17,2,cooldown,0.24405000000000143,-122.997778
3630.241,,,21.1881636,-67.1359037,-66.4475136,,-69.7507556,-70.3121914,-116.447778,-66.8977778,0,C,30,21.07,632,0.06,63,2.54,81,2.281,2.691,2.3,0.05,71.7,1,100,0.701606,3.3519e-05,0.053926003,-61.883,1609,0.41,177.6,0.462,156,60.504016666666665,17,2,cooldown,0.27890000000000015,-122.997778
3632.332,,,21.2471965,-67.105952,-66.5177136,,-69.8799568,-70.1328352,-117.497778,-66.9877778,0,C,30,21.08,632,0.06,65,2.54,81,2.398,2.769,2.193,0.05,71.7,1,100,0.70137,3.3526e-05,0.053942394,-61.87,1609,0.371,177.6,0.553,156,60.538866666666664,17,2,cooldown,0.31374999999999886,-122.997778
3634.424,,,21.2471965,-67.0859842,-66.5277421,,-69.8600797,-70.4417265,-118.517778,-67.1977778,0,C,30,21.07,632,0.06,64,2.54,81,2.3,2.759,2.232,0.05,71.7,1,100,0.701896,3.3525e-05,0.053937575,-61.891,1609,0.459,177.6,0.64,156,60.57373333333333,17,2,cooldown,0.3486166666666648,-122.997778
3636.515,,,21.1881636,-67.105952,-66.5277421,,-69.6911243,-70.3022272,-119.377778,-67.1077778,0,C,30,21.07,632,0.06,63,2.54,81,2.417,2.73,2.222,0.05,71.7,1,100,0.702327,3.3576e-05,0.054030197,-61.94,1609,0.313,177.6,0.732,156,60.60858333333333,17,2,cooldown,0.3834666666666635,-122.997778
3638.607,,,21.2275189,-67.105952,-66.4775993,,-70.118482,-70.3919053,-120.207778,-66.9877778,0,C,30,21.08,632,0.06,65,2.54,81,2.495,2.74,2.212,0.05,71.7,1,100,0.702346,3.3529e-05,0.053955891,-62.015,1609,0.245,177.6,0.82,156,60.64345,17,2,cooldown,0.41833333333333655,-122.997778
3640.699,,,21.1488083,-67.1658554,-66.5477993,,-70.0190965,-70.4516907,-120.607778,-67.3277778,0,C,30,21.08,632,0.06,64,2.54,81,2.183,2.691,2.32,0.05,71.7,1,100,0.703202,3.3604e-05,0.054082229,-62.0,1609,0.508,177.6,0.911,156,60.67831666666667,17,2,cooldown,0.4532000000000025,-122.997778
3642.79,,,21.1881636,-67.1658554,-66.4475136,,-70.118482,-70.6111185,-121.187778,-67.4877778,0,C,30,21.07,632,0.06,63,2.54,81,2.271,2.701,2.222,0.05,71.7,1,100,0.702046,3.3546e-05,0.053989603,-62.04,1609,0.43,177.6,0.999,156,60.713166666666666,17,2,cooldown,0.4880500000000012,-122.997778
3644.883,,,21.1586471,-67.315614,-66.5477993,,-70.2874374,-70.6111185,-121.397778,-67.7077778,0,C,30,21.07,632,0.06,63,2.54,81,2.339,2.691,2.3,0.05,71.7,1,100,0.70341,3.3617e-05,0.054104421,-62.088,1610,0.352,177.6,0.088,156,60.74805,17,2,cooldown,0.5229333333333344,-122.997778
3646.974,,,21.1586471,-67.3655335,-66.6581135,,-70.0687893,-70.6908324,-121.597778,-67.8277778,0,C,30,21.07,632,0.06,64,2.54,81,2.261,2.681,2.251,0.05,71.7,1,100,0.700626,3.3473e-05,0.053889194,-62.101,1609,0.42,177.6,0.177,156,60.782900000000005,17,2,cooldown,0.5577833333333402,-122.997778
