time_s,U0_C,U1_C,TTEST_C,TFO_C,TTI_C,U5_C,TTO_C,TMI_C,THM_C,THI_C,valve,mode,pump_cmd_pct,pump_freq_hz,pump_rotation_speed_rpm,pump_input_power_kw,pump_input_power_w,pump_output_current_a,pump_output_voltage_v,pump_pressure_before_bar_abs,pump_pressure_after_bar_abs,pump_pressure_tank_bar_abs,pump_pressure_error_bar,pump_max_freq_hz,fluid_meter_valid,fluid_concentration_pct,fluid_flow_velocity_mps,fluid_volume_flow_m3s,fluid_mass_flow_kgs,fluid_temperature_c,fluid_density_kg_m3,fluid_delta_p_bar,scale_weight_kg,scale_age_s,scale_tare_kg,TTEST_raw_C,TFO_raw_C,TTI_raw_C,TTO_raw_C,TMI_raw_C,THM_raw_C,THI_raw_C,flow_velocity_mps_si,volume_flow_m3s_si,volume_flow_lmin_si,mass_flow_kgs_si,mass_flow_kgmin_si,temperature_c_si,density_kg_m3_si,pump_running,liquid_like_density,positive_mass_flow,usable_sample,delta_p_bar_recomputed,t_min,cmd_bucket_pct,pump_input_power_logged_w,pump_input_power_restored_w,pump_input_power_source,pump_speed_rpm,pump_speed_source,loop_temperature_tc_count,loop_mean_temperature_C,log_name,log_key,run_label,run_elapsed_min,source_row_index,dTHM_dt_C_per_min,THM_transition_smooth_C,dTHM_dt_transition_C_per_min,below100_segment,interpolated_threshold_sample,threshold_crossing_type,minus100_cycle_number,cycle_phase,elapsed_from_60_min,time_since_segment_start_min,time_since_cold_min_min,cycle_min_C,THM_uncertainty_C
3387.7696435326766,,,21.19000002865647,-64.3499999633132,-64.1300000478758,,-69.90999999938428,-66.14000004834486,-100.0,-67.71122861540563,1,O,40,28.11,843,0.07,67.0,2.56,108,2.446,2.75,2.349,0.05,71.7,1,100,0.942459,4.5031e-05,0.072186867,-59.358,1603,0.304,178.6,0.13,156,21.2275189,-63.6215691,-63.4188871,-69.2935823,-65.7087144,-102.697778,-62.7477778,0.942459,4.5031e-05,2.7018600000000004,0.072186867,4.33121202,-59.358,1603,True,True,True,True,0.3039999999999998,56.494749999999996,40,67,,logged whole-watt VFD power,843.0,logged_rpm,4,-66.13250001472953,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.462827392211274,,-64.71106482460875,-98.84817185112594,-60.32393915557078,3,True,down_to_below_minus100,1,cooldown,-3.537172607788726,0.0,-0.7640392744553921,-121.56688105352409,0.6675136485918786
3389.685,,,21.19000002865647,-64.3499999633132,-64.1300000478758,,-69.90999999938428,-66.14000004834486,-102.11207003499148,-67.71122861540563,1,O,40,28.11,843,0.07,67.0,2.56,108,2.446,2.75,2.349,0.05,71.7,1,100,0.942459,4.5031e-05,0.072186867,-59.358,1603,0.304,178.6,0.13,156,21.2275189,-63.6215691,-63.4188871,-69.2935823,-65.7087144,-102.697778,-62.7477778,0.942459,4.5031e-05,2.7018600000000004,0.072186867,4.33121202,-59.358,1603,True,True,True,True,0.3039999999999998,56.494749999999996,40,67,,logged whole-watt VFD power,843.0,logged_rpm,4,-66.13250001472953,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.494749999999996,1037.0,-56.507632021482095,-100.79185046795327,-60.82362635820391,3,False,raw_csv_sample,1,cooldown,-3.5052500000000038,0.031922607788722246,-0.7321166666666699,-121.56688105352409,0.6887453041544638
3391.777,,,21.229999954148603,-64.25000001311825,-64.15999995369324,,-69.71000001816583,-65.71999996546502,-103.74568012051712,-67.51910770223402,1,O,40,28.12,844,0.07,68.0,2.56,108,2.349,2.936,2.31,0.05,71.7,1,100,0.941686,4.4993e-05,0.072127502,-59.379,1603,0.587,178.6,0.222,156,21.2668741,-63.5217301,-63.4489727,-69.0948113,-65.2902164,-104.347778,-62.5677778,0.941686,4.4993e-05,2.69958,0.072127502,4.3276501199999995,-59.379,1603,True,True,True,True,0.5869999999999997,56.52961666666667,40,68,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.95999998761059,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.52961666666667,1038.0,-46.85306172635296,-102.910350522807,-59.72260466587545,3,False,raw_csv_sample,1,cooldown,-3.4703833333333307,0.06678927445539529,-0.6972499999999968,-121.56688105352409,0.7051725281661773
3393.869,,,21.19000002865647,-64.29999998821572,-64.07000003681058,,-69.67000002192212,-65.45000004121802,-105.37929020604275,-67.97806321703284,1,O,40,28.11,843,0.07,68.0,2.56,108,2.505,2.897,2.368,0.05,71.7,1,100,0.939672,4.4904e-05,0.071971002,-59.33,1603,0.392,178.6,0.314,156,21.2275189,-63.5716496,-63.3587157,-69.0550571,-65.0211821,-105.997778,-62.9977778,0.939672,4.4904e-05,2.69424,0.071971002,4.318260120000001,-59.33,1603,True,True,True,True,0.3919999999999999,56.564483333333335,40,68,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.8725000220416,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.564483333333335,1039.0,-43.16160837822417,-104.95650676665399,-56.2446998935161,3,False,raw_csv_sample,1,cooldown,-3.4355166666666648,0.10165594112206122,-0.6623833333333309,-121.56688105352409,0.7216040312921893
3395.961,,,21.229999954148603,-63.709999981581916,-63.76999998148448,,-69.43999999321174,-65.38999995769309,-106.75548294475828,-67.90334952857722,1,O,40,28.11,843,0.07,68.0,2.56,108,2.671,2.75,2.407,0.05,71.7,1,100,0.940478,4.494e-05,0.07199478,-59.046,1602,0.079,178.6,0.401,156,21.2668741,-62.9825992,-63.0578587,-68.8264704,-64.9613966,-107.387778,-62.9277778,0.940478,4.494e-05,2.6963999999999997,0.07199478,4.3196867999999995,-59.046,1602,True,True,True,True,0.07900000000000018,56.599349999999994,40,68,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.57749997849281,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.599349999999994,1040.0,-44.73658621599952,-106.8324809287144,-51.43734952388013,3,False,raw_csv_sample,1,cooldown,-3.400650000000006,0.13652260778872005,-0.627516666666672,-121.56688105352409,0.735449437789087
3398.052,,,21.20999999140254,-63.79000004189909,-63.629999988904025,,-69.24000001199326,-65.54999997970837,-108.49800036931897,-67.89267614451214,1,O,40,28.12,844,0.07,66.0,2.56,108,2.349,2.818,2.339,0.05,71.7,1,100,0.940163,4.4928e-05,0.071982934,-58.989,1602,0.469,178.4,0.492,156,21.2471965,-63.0624705,-62.9174588,-68.6276994,-65.1208244,-109.147778,-62.9177778,0.940163,4.4928e-05,2.6956800000000003,0.071982934,4.31897604,-58.989,1602,True,True,True,True,0.46899999999999986,56.6342,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.55250000562619,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.6342,1041.0,-49.84660740495542,-108.54262619479526,-46.99204305025273,3,False,raw_csv_sample,1,cooldown,-3.3658,0.17137260778872587,-0.5926666666666662,-121.56688105352409,0.7529841333529786
3400.144,,,21.119999955768794,-63.78000004687959,-63.50000003140616,,-69.28000000823697,-65.48999999654237,-110.23061712669465,-68.42634534776656,1,O,40,28.12,844,0.07,66.0,2.56,108,2.437,2.936,2.232,0.05,71.7,1,100,0.941629,4.5017e-05,0.072140977,-59.019,1603,0.499,178.4,0.58,156,21.1586471,-63.0524866,-62.7870875,-68.6674536,-65.061039,-110.897778,-63.4177778,0.941629,4.5017e-05,2.70102,0.072140977,4.328458619999999,-59.019,1603,True,True,True,True,0.4990000000000001,56.669066666666666,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.51250002076628,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.669066666666666,1042.0,-41.1739027292233,-110.10854019488852,-42.13795828654861,3,False,raw_csv_sample,1,cooldown,-3.330933333333334,0.2062392744553918,-0.5578000000000003,-121.56688105352409,0.7704231653549238
3402.236,,,21.20999999140254,-63.75999995667938,-63.41000001480834,,-69.36000000072434,-65.38999995769309,-111.36919385297008,-68.45836549996181,1,O,40,28.1,843,0.07,67.0,2.56,108,2.485,2.897,2.31,0.05,71.7,1,100,0.941651,4.4986e-05,0.07207596,-58.947,1602,0.412,178.4,0.668,156,21.2471965,-63.0325187,-62.6968304,-68.746962,-64.9613966,-112.047778,-63.4477778,0.941651,4.4986e-05,2.69916,0.07207596,4.3245575999999994,-58.947,1602,True,True,True,True,0.4119999999999999,56.70393333333333,40,67,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.47999998247629,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.70393333333333,1043.0,-34.93626793393537,-111.48104648597719,-37.451731281004186,3,False,raw_csv_sample,1,cooldown,-3.2960666666666683,0.24110594112205774,-0.5229333333333344,-121.56688105352409,0.7818851257675662
3404.327,,,21.20999999140254,-63.75999995667938,-63.47000002587355,,-69.3400000026025,-65.40999998553474,-112.6661812542056,-68.36230504337603,1,O,40,28.1,843,0.07,68.0,2.55,108,2.407,2.818,2.368,0.05,71.7,1,100,0.941241,4.4978e-05,0.072059472,-58.9,1602,0.411,178.4,0.76,156,21.2471965,-63.0325187,-62.7570018,-68.7270849,-64.9813251,-113.357778,-63.3577778,0.941241,4.4978e-05,2.69868,0.072059472,4.32356832,-58.9,1602,True,True,True,True,0.41100000000000003,56.73878333333334,40,68,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.49499999267255,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.73878333333334,1044.0,-34.510432834858875,-112.71961380192099,-34.09391209855221,3,False,raw_csv_sample,1,cooldown,-3.2612166666666624,0.27595594112206356,-0.48808333333332854,-121.56688105352409,0.7949436472710258
3406.419,,,21.150000001526116,-63.78000004687959,-63.47000002587355,,-69.43999999321174,-65.51999998812536,-113.77505597892603,-68.78924040597957,1,O,40,28.1,843,0.07,67.0,2.55,108,2.446,2.759,2.329,0.05,71.7,1,100,0.942617,4.5033e-05,0.072160169,-58.929,1602,0.313,178.4,0.851,156,21.1881636,-63.0524866,-62.7570018,-68.8264704,-65.0909317,-114.477778,-63.7577778,0.942617,4.5033e-05,2.7019800000000003,0.072160169,4.32961014,-58.929,1602,True,True,True,True,0.3129999999999997,56.773649999999996,40,67,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.55250001352258,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.773649999999996,1045.0,-30.802554050127355,-113.85791217826936,-31.814603355472855,3,False,raw_csv_sample,1,cooldown,-3.2263500000000036,0.3108226077887224,-0.4532166666666697,-121.56688105352409,0.806109680832475
3408.512,,,21.169999964272183,-63.650000011464954,-63.50999996677359,,-69.49999998757728,-65.40999998553474,-114.81462603335143,-68.51173242028727,1,O,40,28.1,843,0.07,66.0,2.55,108,2.29,2.828,2.359,0.05,71.7,1,100,0.942833,4.5059e-05,0.072197414,-58.921,1602,0.538,178.4,0.939,156,21.2078412,-62.9226958,-62.797116,-68.8861017,-64.9813251,-115.527778,-63.4977778,0.942833,4.5059e-05,2.70354,0.072197414,4.3318448400000005,-58.921,1602,True,True,True,True,0.5379999999999998,56.80853333333334,40,66,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.51749998783764,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.80853333333334,1046.0,-34.07904161037868,-114.93865462674515,-30.15663185436165,3,False,raw_csv_sample,1,cooldown,-3.1914666666666633,0.34570594112206265,-0.41833333333332945,-121.56688105352409,0.8165790365963503
3410.603,,,21.150000001526116,-63.709999981581916,-63.39999997972574,,-69.63000002567843,-65.480000032801,-116.15121610332697,-68.27691797085532,1,O,40,28.1,843,0.07,67.0,2.55,108,2.407,2.858,2.32,0.05,71.7,1,100,0.942043,4.4996e-05,0.072099262,-58.931,1602,0.451,178.4,0.028,156,21.1881636,-62.9825992,-62.6868018,-69.0153029,-65.0510748,-116.877778,-63.2777778,0.942043,4.4996e-05,2.69976,0.072099262,4.32595572,-58.931,1602,True,True,True,True,0.45100000000000007,56.843383333333335,40,67,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.55500000494678,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.843383333333335,1047.0,-34.36903100211998,-115.96088961302968,-28.52525184096703,3,False,raw_csv_sample,1,cooldown,-3.1566166666666646,0.38055594112206137,-0.38348333333333073,-121.56688105352409,0.8300412701438427
3412.695,,,21.219999972775568,-63.67000000150394,-63.380000009275726,,-69.73999996503944,-65.45000004121802,-117.21058749212237,-68.1915308983346,1,O,40,28.1,843,0.07,68.0,2.55,108,2.407,2.75,2.329,0.05,71.7,1,100,0.943601,4.5097e-05,0.072260081,-58.941,1602,0.343,178.4,0.116,156,21.2570353,-62.9426636,-62.6667447,-69.1246269,-65.0211821,-117.947778,-63.1977778,0.943601,4.5097e-05,2.7058199999999997,0.072260081,4.33560486,-58.941,1602,True,True,True,True,0.34299999999999997,56.87825,40,68,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.56000000425928,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.87825,1048.0,-22.007998522566822,-116.92731318874269,-26.40476856072155,3,False,raw_csv_sample,1,cooldown,-3.1217499999999987,0.4154226077887273,-0.3486166666666648,-121.56688105352409,0.840712588320939
3414.786,,,21.109999974395762,-63.709999981581916,-63.39999997972574,,-69.83000000689691,-65.51000002438401,-117.68581951700256,-68.09547044174882,1,O,40,28.1,843,0.07,67.0,2.55,108,2.417,2.809,2.437,0.05,71.7,1,100,0.943425,4.5063e-05,0.072215063,-58.905,1602,0.392,178.4,0.207,156,21.1488083,-62.9825992,-62.6868018,-69.2140739,-65.0809675,-118.427778,-63.1077778,0.943425,4.5063e-05,2.7037799999999996,0.072215063,4.33290378,-58.905,1602,True,True,True,True,0.39200000000000035,56.9131,40,67,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.61249999814714,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.9131,1049.0,-17.607702498742356,-117.80178581488858,-23.80210267074881,3,False,raw_csv_sample,1,cooldown,-3.0869,0.450272607788726,-0.3137666666666661,-121.56688105352409,0.8455000690203985
3416.878,,,21.229999954148603,-63.7299999716209,-63.380000009275726,,-69.73999996503944,-65.54000001596701,-118.43827022306284,-68.89597424663046,1,O,40,28.11,843,0.07,66.0,2.56,108,2.476,2.946,2.378,0.05,71.7,1,100,0.940919,4.4962e-05,0.072048802,-58.956,1602,0.47,178.4,0.295,156,21.2668741,-63.002567,-62.6667447,-69.1246269,-65.1108602,-119.187778,-63.8577778,0.940919,4.4962e-05,2.6977200000000003,0.072048802,4.322928119999999,-58.956,1602,True,True,True,True,0.4700000000000002,56.947966666666666,40,66,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.59749999047577,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.947966666666666,1050.0,-18.883203665471456,-118.58667342403095,-20.68785436934968,3,False,raw_csv_sample,1,cooldown,-3.052033333333334,0.48513927445539196,-0.27890000000000015,-121.56688105352409,0.8530806748412136
3418.97,,,21.19000002865647,-63.749999961659896,-63.33999996866053,,-69.81999995752685,-65.599999999133,-119.00260825260807,-68.92799439882572,0,C,40,28.11,843,0.07,67.0,2.56,108,2.388,2.799,2.29,0.05,71.7,1,100,0.944493,4.5173e-05,0.072390438,-59.016,1603,0.411,178.4,0.383,156,21.2275189,-63.0225348,-62.6266304,-69.2041353,-65.1706456,-119.757778,-63.8877778,0.944493,4.5173e-05,2.7103800000000002,0.072390438,4.34342628,-59.016,1603,True,True,True,True,0.41100000000000003,56.98283333333333,40,67,,logged whole-watt VFD power,843.0,logged_rpm,4,-65.62749997174507,log_20260424_153546.csv,0424,"-100°C, bypass closed",56.98283333333333,1051.0,-16.331555202217714,-119.24441885957786,-17.796693114120444,3,False,raw_csv_sample,1,cooldown,-3.017166666666668,0.5200059411220579,-0.2440333333333342,-121.56688105352409,0.8587664663037813
3421.061,,,21.19000002865647,-63.75999995667938,-63.47000002587355,,-69.77000001253136,-65.659999982299,-119.5768469493383,-68.97068793508608,0,C,40,28.13,844,0.07,68.0,2.56,108,2.534,2.887,2.261,0.05,71.7,1,100,0.943169,4.5067e-05,0.072220211,-58.975,1602,0.353,178.4,0.476,156,21.2275189,-63.0325187,-62.7570018,-69.1544426,-65.230431,-120.337778,-63.9277778,0.943169,4.5067e-05,2.7040200000000003,0.072220211,4.33321266,-58.975,1602,True,True,True,True,0.3530000000000002,57.01768333333334,40,68,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.66499999434582,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.01768333333334,1052.0,-21.583521424206765,-119.82743513375358,-15.60784409388657,3,False,raw_csv_sample,1,cooldown,-2.9823166666666623,0.5548559411220637,-0.2091833333333284,-121.56688105352409,0.8645522985461889
3423.153,,,21.130000038780054,-63.810000031938074,-63.41999995017576,,-69.89000000126244,-65.70000003798228,-120.50750966472866,-68.88530086256537,0,C,40,28.14,844,0.07,68.0,2.56,108,2.349,2.74,2.437,0.05,71.7,1,100,0.944206,4.5089e-05,0.072268804,-58.966,1603,0.391,178.4,0.568,156,21.168486,-63.0824383,-62.7068589,-69.2737052,-65.270288,-121.277778,-63.8477778,0.944206,4.5089e-05,2.70534,0.072268804,4.336128240000001,-58.966,1603,True,True,True,True,0.391,57.05255,40,68,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.70500000533963,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.05255,1053.0,-20.870909314471646,-120.3325083326925,-12.87817530482971,3,False,raw_csv_sample,1,cooldown,-2.9474500000000035,0.5897226077887225,-0.17431666666666956,-121.56688105352409,0.8739299435148202
3425.245,,,21.19000002865647,-63.810000031938074,-63.35000000374312,,-69.87999995189237,-65.73000002956529,-121.03224502553387,-68.52240580435236,0,C,40,28.14,844,0.07,68.0,2.56,108,2.427,2.838,2.349,0.05,71.7,1,100,0.944337,4.5114e-05,0.072301125,-58.992,1603,0.411,178.4,0.655,156,21.2275189,-63.0824383,-62.636659,-69.2637666,-65.3001807,-121.807778,-63.5077778,0.944337,4.5114e-05,2.70684,0.072301125,4.338067499999999,-58.992,1603,True,True,True,True,0.41100000000000003,57.08741666666666,40,68,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.69250000428471,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.08741666666666,1054.0,-10.506784245475274,-120.72547322501026,-10.230886085038264,3,False,raw_csv_sample,1,cooldown,-2.9125833333333375,0.6245892744553885,-0.13945000000000363,-121.56688105352409,0.87921766210721
3427.336,,,21.19000002865647,-63.88999999209403,-63.47000002587355,,-69.92000004875436,-65.87999998748029,-121.24015903641896,-68.30893812305058,0,C,40,28.14,844,0.07,67.0,2.56,108,2.378,2.848,2.3,0.05,71.7,1,100,0.943228,4.5068e-05,0.072233225,-59.034,1603,0.47,178.4,0.747,156,21.2275189,-63.1623095,-62.7570018,-69.3035209,-65.4496442,-122.017778,-63.3077778,0.943228,4.5068e-05,2.7040800000000003,0.072233225,4.3339935,-59.034,1603,True,True,True,True,0.46999999999999975,57.12226666666666,40,67,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.79000001355055,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.12226666666666,1055.0,-7.383993518888474,-121.04580625322257,-8.020691947054729,3,False,raw_csv_sample,1,cooldown,-2.877733333333339,0.6594392744553872,-0.10460000000000491,-121.56688105352409,0.8813128590946103
3429.428,,,21.19000002865647,-63.79000004189909,-63.50999996677359,,-69.94999999562799,-65.87000002373892,-121.54707971915406,-67.98873660109793,0,C,40,28.14,844,0.07,67.0,2.56,108,2.368,2.877,2.349,0.05,71.7,1,100,0.942972,4.5044e-05,0.072196455,-59.062,1603,0.509,178.4,0.835,156,21.2275189,-63.0624705,-62.797116,-69.3333365,-65.43968,-122.327778,-63.0077778,0.942972,4.5044e-05,2.70264,0.072196455,4.3317873,-59.062,1603,True,True,True,True,0.5089999999999999,57.157133333333334,40,67,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.7800000070099,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.157133333333334,1056.0,-3.6898918583324303,-121.28461008679926,-5.575963391928326,3,False,raw_csv_sample,1,cooldown,-2.8428666666666658,0.6943059411220602,-0.06973333333333187,-121.56688105352409,0.8844058337210617
3431.519,,,21.229999954148603,-63.83000002197707,-63.629999988904025,,-69.98999999187168,-65.95000003474657,-121.49757638322905,-67.90334952857722,0,C,40,28.14,844,0.07,66.0,2.56,108,2.495,2.769,2.437,0.05,71.7,1,100,0.94338,4.5079e-05,0.07225737,-59.141,1603,0.274,178.2,0.927,156,21.2668741,-63.1024061,-62.9174588,-69.3730907,-65.5193939,-122.277778,-62.9277778,0.94338,4.5079e-05,2.70474,0.07225737,4.3354422,-59.141,1603,True,True,True,True,0.274,57.19198333333333,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.85000000937484,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.19198333333333,1057.0,-0.2823292573584695,-121.43458626071839,-3.704650592697135,3,False,raw_csv_sample,1,cooldown,-2.808016666666667,0.729155941122059,-0.034883333333333155,-121.56688105352409,0.8839069616487152
3433.612,,,21.229999954148603,-63.99000004245019,-63.5800000129214,,-70.06999998435907,-65.87000002373892,-121.56688105352409,-67.71122861540563,0,C,40,28.14,844,0.07,66.0,2.56,108,2.602,2.799,2.359,0.05,71.7,1,100,0.94163,4.501e-05,0.072147725,-59.145,1603,0.197,178.2,0.013,156,21.2668741,-63.2621486,-62.867316,-69.4525991,-65.43968,-122.347778,-62.7477778,0.94163,4.501e-05,2.7006,0.072147725,4.3288635,-59.145,1603,True,True,True,True,0.19700000000000006,57.226866666666666,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.8775000158674,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.226866666666666,1058.0,-0.28307610907927483,-121.54290778060978,-2.3456049697012986,3,False,raw_csv_sample,1,cooldown,-2.773133333333334,0.7640392744553921,0.0,-121.56688105352409,0.8846053831076063
3435.704,,,21.109999974395762,-64.04000001754765,-63.629999988904025,,-70.20000002246022,-66.01999998165394,-121.51737771759905,-67.93536968077248,0,C,40,28.14,844,0.07,66.0,2.56,108,2.446,2.73,2.281,0.05,71.7,1,100,0.94173,4.5004e-05,0.072145483,-59.182,1603,0.284,178.2,0.108,156,21.1488083,-63.3120681,-62.9174588,-69.5818003,-65.5891435,-122.297778,-62.9577778,0.94173,4.5004e-05,2.70024,0.072145483,4.32872898,-59.182,1603,True,True,True,True,0.2839999999999998,57.26173333333334,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-65.97250000264145,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.26173333333334,1059.0,2.9757357175740253,-121.59821752285383,-0.5272488742493806,3,False,raw_csv_sample,1,warmup,-2.738266666666661,0.7989059411220651,0.03486666666667304,-121.56688105352409,0.8841065102385449
3437.8,,,21.109999974395762,-64.07000000260614,-63.73000004058445,,-70.24000001870391,-66.10999995640293,-121.358967042639,-67.87132937638195,0,C,40,28.14,844,0.07,66.0,2.56,108,2.3,2.838,2.29,0.05,71.7,1,100,0.942706,4.504e-05,0.072203874,-59.203,1603,0.538,178.2,0.199,156,21.1488083,-63.3420198,-63.0177445,-69.6215545,-65.6788216,-122.137778,-62.8977778,0.942706,4.504e-05,2.7024000000000004,0.072203874,4.33223244,-59.203,1603,True,True,True,True,0.5380000000000003,57.29666666666667,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-66.03750000457435,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.29666666666667,1060.0,1.270360752245324,-121.57956840735204,1.0912963588627917,3,False,raw_csv_sample,1,warmup,-2.703333333333333,0.8338392744553929,0.06980000000000075,-121.56688105352409,0.8825101304658095
3439.892,,,21.130000038780054,-64.03000002252817,-63.73999997595188,,-70.5799999867753,-66.04000000949557,-121.42827171293402,-67.76459553573106,0,C,40,28.14,844,0.07,66.0,2.56,108,2.495,2.779,2.339,0.05,71.7,1,100,0.942831,4.5101e-05,0.072289265,-59.212,1603,0.284,178.2,0.292,156,21.168486,-63.3020842,-63.027773,-69.9594652,-65.609072,-122.207778,-62.7977778,0.942831,4.5101e-05,2.7060600000000004,0.072289265,4.3373559,-59.212,1603,True,True,True,True,0.2839999999999998,57.33153333333333,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-66.09749999868774,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.33153333333333,1061.0,2.5472871013359963,-121.52211929243413,2.4471751992136888,3,False,raw_csv_sample,1,warmup,-2.668466666666667,0.8687059411220588,0.10466666666666669,-121.56688105352409,0.8832085440983565
3441.987,,,21.229999954148603,-64.25000001311825,-63.68999999996925,,-70.55000003990169,-66.23000002309385,-121.18075503330893,-67.86065599231686,0,C,40,28.14,844,0.07,66.0,2.55,108,2.368,2.809,2.3,0.05,71.7,1,100,0.942606,4.5046e-05,0.072214141,-59.211,1603,0.441,178.2,0.383,156,21.2668741,-63.5217301,-62.9776302,-69.9296496,-65.7983925,-121.957778,-62.8877778,0.942606,4.5046e-05,2.70276,0.072214141,4.33284846,-59.211,1603,True,True,True,True,0.4410000000000003,57.36645,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-66.18000001902077,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.36645,1062.0,3.9680941348919987,-121.40871635787116,4.076574726646641,3,False,raw_csv_sample,1,warmup,-2.6335499999999996,0.9036226077887264,0.13958333333333428,-121.56688105352409,0.8807142277515717
3444.079,,,21.15999998289915,-64.21000003304027,-63.73999997595188,,-70.5799999867753,-66.31000003410148,-121.15105303175392,-67.80728907199142,0,C,40,28.14,844,0.07,66.0,2.55,108,2.407,2.74,2.359,0.05,71.7,1,100,0.944425,4.5124e-05,0.072352393,-59.279,1603,0.333,178.4,0.47,156,21.1980024,-63.4817945,-63.027773,-69.9594652,-65.8781064,-121.927778,-62.8377778,0.944425,4.5124e-05,2.7074399999999996,0.072352393,4.34114358,-59.279,1603,True,True,True,True,0.3330000000000002,57.401316666666666,40,66,,logged whole-watt VFD power,844.0,logged_rpm,4,-66.21000000746724,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.401316666666666,1063.0,0.0,-121.23772513588654,4.993677636978191,3,False,raw_csv_sample,1,warmup,-2.5986833333333337,0.9384892744553923,0.17445000000000022,-121.56688105352409,0.8804149131682767
3446.171,,,21.250000018532894,-64.25000001311825,-63.95000001468015,,-70.7399999717501,-66.29999997000121,-121.18075503330893,-67.63651492695,0,C,40,28.14,844,0.07,65.0,2.56,108,2.232,2.779,2.271,0.05,71.7,1,100,0.945512,4.5195e-05,0.072466097,-59.318,1603,0.547,178.4,0.558,156,21.2865518,-63.5217301,-63.2383729,-70.118482,-65.8681421,-121.957778,-62.6777778,0.945512,4.5195e-05,2.7116999999999996,0.072466097,4.34796582,-59.318,1603,True,True,True,True,0.5469999999999997,57.43618333333333,40,65,,logged whole-watt VFD power,844.0,logged_rpm,4,-66.30999999238742,log_20260424_153546.csv,0424,"-100°C, bypass closed",57.43618333333333,1064.0,3.552428227671271,-121.06049057065256,5.141833389574231,3,False,raw_csv_sample,1,warmup,-2.5638166666666677,0.9733559411220583,0.20931666666666615,-121.56688105352409,0.8807142277515717
