time_s,temp0_C,temp1_C,temp2_C,temp3_C,temp4_C,temp5_C,temp6_C,temp7_C,temp8_C,temp9_C,valve,mode
503.475,nan,nan,10.16,14.78,14.84,nan,nan,nan,nan,nan,1,O
504.571,nan,nan,10.33,14.80,14.84,nan,nan,nan,nan,nan,1,O
505.667,nan,nan,10.38,14.73,14.82,nan,nan,nan,nan,nan,1,O
506.763,nan,nan,10.38,14.78,14.82,nan,nan,nan,nan,nan,1,O
507.859,nan,nan,10.41,14.73,14.76,nan,nan,nan,nan,nan,1,O
508.955,nan,nan,10.30,14.72,14.86,nan,nan,nan,nan,nan,1,O
510.051,nan,nan,10.38,14.73,14.84,nan,nan,nan,nan,nan,1,O
511.148,nan,nan,10.34,14.80,14.82,nan,nan,nan,nan,nan,1,O
512.243,nan,nan,10.38,14.82,14.67,nan,nan,nan,nan,nan,1,O
513.340,nan,nan,10.30,14.76,14.76,nan,nan,nan,nan,nan,1,O
514.436,nan,nan,10.28,14.63,14.73,nan,nan,nan,nan,nan,1,O
515.531,nan,nan,10.07,14.67,14.76,nan,nan,nan,nan,nan,1,O
516.628,nan,nan,10.02,14.63,14.63,nan,nan,nan,nan,nan,1,O
517.724,nan,nan,9.91,14.60,14.59,nan,nan,nan,nan,nan,1,O
518.819,nan,nan,9.76,14.65,14.60,nan,nan,nan,nan,nan,1,O
519.916,nan,nan,9.67,14.66,14.63,nan,nan,nan,nan,nan,1,O
521.012,nan,nan,9.67,14.63,14.54,nan,nan,nan,nan,nan,1,O
522.107,nan,nan,9.59,14.63,14.59,nan,nan,nan,nan,nan,1,O
523.204,nan,nan,9.37,14.65,14.66,nan,nan,nan,nan,nan,1,O
524.300,nan,nan,9.38,14.63,14.63,nan,nan,nan,nan,nan,1,O
525.395,nan,nan,9.20,14.63,14.63,nan,nan,nan,nan,nan,1,O
526.491,nan,nan,9.19,14.58,14.63,nan,nan,nan,nan,nan,1,O
527.588,nan,nan,9.06,14.58,14.52,nan,nan,nan,nan,nan,1,O
528.684,nan,nan,9.07,14.49,14.58,nan,nan,nan,nan,nan,1,O
529.779,nan,nan,9.11,14.49,14.59,nan,nan,nan,nan,nan,1,O
530.876,nan,nan,9.11,14.52,14.60,nan,nan,nan,nan,nan,1,O
531.972,nan,nan,8.96,14.49,14.45,nan,nan,nan,nan,nan,1,O
533.067,nan,nan,9.02,14.44,14.61,nan,nan,nan,nan,nan,1,O
534.164,nan,nan,8.88,14.49,14.55,nan,nan,nan,nan,nan,1,O
535.260,nan,nan,8.84,14.44,14.49,nan,nan,nan,nan,nan,1,O
536.355,nan,nan,8.76,14.39,14.49,nan,nan,nan,nan,nan,1,O
537.452,nan,nan,8.67,14.38,14.49,nan,nan,nan,nan,nan,1,O
538.548,nan,nan,8.66,14.44,14.47,nan,nan,nan,nan,nan,1,O
539.643,nan,nan,8.52,14.37,14.48,nan,nan,nan,nan,nan,1,O
540.740,nan,nan,8.44,14.41,14.49,nan,nan,nan,nan,nan,1,O
541.836,nan,nan,8.44,14.38,14.47,nan,nan,nan,nan,nan,1,O
542.931,nan,nan,8.37,14.41,14.43,nan,nan,nan,nan,nan,1,O
544.027,nan,nan,8.37,14.26,14.45,nan,nan,nan,nan,nan,1,O
545.124,nan,nan,8.37,14.31,14.38,nan,nan,nan,nan,nan,1,O
546.220,nan,nan,8.35,14.23,14.41,nan,nan,nan,nan,nan,1,O
547.315,nan,nan,8.44,14.30,14.37,nan,nan,nan,nan,nan,1,O
548.412,nan,nan,8.50,14.27,14.39,nan,nan,nan,nan,nan,1,O
549.508,nan,nan,8.61,14.23,14.37,nan,nan,nan,nan,nan,1,O
550.603,nan,nan,8.60,14.23,14.30,nan,nan,nan,nan,nan,1,O
551.700,nan,nan,8.54,14.23,14.28,nan,nan,nan,nan,nan,1,O
552.796,nan,nan,8.57,14.23,14.34,nan,nan,nan,nan,nan,1,O
553.891,nan,nan,8.76,14.13,14.36,nan,nan,nan,nan,nan,1,O
554.988,nan,nan,8.90,14.16,14.23,nan,nan,nan,nan,nan,1,O
556.084,nan,nan,9.05,14.17,14.21,nan,nan,nan,nan,nan,1,O
557.179,nan,nan,9.21,14.09,14.17,nan,nan,nan,nan,nan,1,O
558.275,nan,nan,9.27,14.06,14.23,nan,nan,nan,nan,nan,1,O
559.372,nan,nan,9.36,14.05,14.16,nan,nan,nan,nan,nan,1,O
560.467,nan,nan,9.43,14.10,14.15,nan,nan,nan,nan,nan,1,O
561.563,nan,nan,9.45,14.13,14.10,nan,nan,nan,nan,nan,1,O
562.660,nan,nan,9.48,14.04,14.16,nan,nan,nan,nan,nan,1,O
563.756,nan,nan,9.46,14.05,14.09,nan,nan,nan,nan,nan,1,O
564.851,nan,nan,9.55,13.99,14.05,nan,nan,nan,nan,nan,1,O
565.948,nan,nan,9.61,13.98,14.17,nan,nan,nan,nan,nan,1,O
567.044,nan,nan,9.54,13.92,14.00,nan,nan,nan,nan,nan,1,O
568.139,nan,nan,9.51,13.95,13.99,nan,nan,nan,nan,nan,1,O
569.235,nan,nan,9.48,13.99,14.05,nan,nan,nan,nan,nan,1,O
570.332,nan,nan,9.63,13.95,13.98,nan,nan,nan,nan,nan,1,O
571.427,nan,nan,9.48,13.91,13.95,nan,nan,nan,nan,nan,1,O
572.523,nan,nan,9.55,13.87,13.95,nan,nan,nan,nan,nan,1,O
573.620,nan,nan,9.56,13.84,13.95,nan,nan,nan,nan,nan,1,O
574.715,nan,nan,9.51,13.86,13.89,nan,nan,nan,nan,nan,1,O
575.811,nan,nan,9.55,13.87,13.78,nan,nan,nan,nan,nan,1,O
576.908,nan,nan,9.65,13.88,13.75,nan,nan,nan,nan,nan,1,O
578.003,nan,nan,9.68,13.78,13.61,nan,nan,nan,nan,nan,1,O
579.099,nan,nan,9.45,13.91,13.65,nan,nan,nan,nan,nan,1,O
580.196,nan,nan,9.30,13.77,13.58,nan,nan,nan,nan,nan,1,O
581.292,nan,nan,9.13,13.80,13.65,nan,nan,nan,nan,nan,1,O
582.387,nan,nan,8.96,13.84,13.67,nan,nan,nan,nan,nan,1,O
583.484,nan,nan,8.76,13.69,13.70,nan,nan,nan,nan,nan,1,O
584.580,nan,nan,8.46,13.73,13.71,nan,nan,nan,nan,nan,1,O
585.675,nan,nan,8.32,13.69,13.73,nan,nan,nan,nan,nan,1,O
586.772,nan,nan,8.18,13.73,13.65,nan,nan,nan,nan,nan,1,O
587.868,nan,nan,8.13,13.73,13.71,nan,nan,nan,nan,nan,1,O
588.963,nan,nan,8.17,13.70,13.70,nan,nan,nan,nan,nan,1,O
590.059,nan,nan,7.92,13.70,13.65,nan,nan,nan,nan,nan,1,O
591.156,nan,nan,8.00,13.69,13.75,nan,nan,nan,nan,nan,1,O
592.251,nan,nan,7.85,13.63,13.66,nan,nan,nan,nan,nan,1,O
593.347,nan,nan,7.90,13.69,13.73,nan,nan,nan,nan,nan,1,O
594.444,nan,nan,7.73,13.65,13.65,nan,nan,nan,nan,nan,1,O
595.539,nan,nan,7.76,13.65,13.73,nan,nan,nan,nan,nan,1,O
596.635,nan,nan,7.76,13.58,13.63,nan,nan,nan,nan,nan,1,O
597.732,nan,nan,7.70,13.64,13.67,nan,nan,nan,nan,nan,1,O
598.828,nan,nan,7.66,13.61,13.64,nan,nan,nan,nan,nan,1,O
599.923,nan,nan,7.65,13.55,13.66,nan,nan,nan,nan,nan,1,O
601.020,nan,nan,7.70,13.56,13.64,nan,nan,nan,nan,nan,1,O
602.116,nan,nan,7.62,13.53,13.61,nan,nan,nan,nan,nan,1,O
603.211,nan,nan,7.62,13.56,13.67,nan,nan,nan,nan,nan,1,O
604.307,nan,nan,7.57,13.50,13.56,nan,nan,nan,nan,nan,1,O
605.404,nan,nan,7.66,13.43,13.60,nan,nan,nan,nan,nan,1,O
606.499,nan,nan,7.59,13.45,13.53,nan,nan,nan,nan,nan,1,O
607.595,nan,nan,7.67,13.39,13.53,nan,nan,nan,nan,nan,1,O
608.692,nan,nan,7.66,13.39,13.52,nan,nan,nan,nan,nan,1,O
609.787,nan,nan,7.57,13.48,13.54,nan,nan,nan,nan,nan,1,O
610.883,nan,nan,7.55,13.36,13.47,nan,nan,nan,nan,nan,1,O
611.980,nan,nan,7.72,13.41,13.49,nan,nan,nan,nan,nan,1,O
613.075,nan,nan,7.70,13.37,13.41,nan,nan,nan,nan,nan,1,O
614.171,nan,nan,7.87,13.34,13.43,nan,nan,nan,nan,nan,1,O
615.268,nan,nan,7.90,13.34,13.41,nan,nan,nan,nan,nan,1,O
616.364,nan,nan,7.85,13.30,13.39,nan,nan,nan,nan,nan,1,O
617.459,nan,nan,8.00,13.32,13.38,nan,nan,nan,nan,nan,1,O
618.556,nan,nan,8.11,13.25,13.27,nan,nan,nan,nan,nan,1,O
619.652,nan,nan,8.18,13.23,13.27,nan,nan,nan,nan,nan,1,O
620.747,nan,nan,8.17,13.21,13.28,nan,nan,nan,nan,nan,1,O
621.844,nan,nan,8.30,13.23,13.27,nan,nan,nan,nan,nan,1,O
622.940,nan,nan,8.22,13.25,13.19,nan,nan,nan,nan,nan,1,O
624.035,nan,nan,8.33,13.23,13.22,nan,nan,nan,nan,nan,1,O
625.131,nan,nan,8.37,13.22,13.19,nan,nan,nan,nan,nan,1,O
626.228,nan,nan,8.43,13.21,13.22,nan,nan,nan,nan,nan,1,O
627.323,nan,nan,8.37,13.17,13.21,nan,nan,nan,nan,nan,1,O
628.419,nan,nan,8.32,13.10,13.21,nan,nan,nan,nan,nan,1,O
629.516,nan,nan,8.17,13.19,13.21,nan,nan,nan,nan,nan,1,O
630.611,nan,nan,8.03,13.10,13.19,nan,nan,nan,nan,nan,1,O
631.707,nan,nan,7.83,13.16,13.20,nan,nan,nan,nan,nan,1,O
632.804,nan,nan,7.70,13.20,13.15,nan,nan,nan,nan,nan,1,O
633.900,nan,nan,7.40,13.11,13.09,nan,nan,nan,nan,nan,1,O
634.995,nan,nan,7.36,13.20,13.09,nan,nan,nan,nan,nan,1,O
636.092,nan,nan,7.22,13.15,13.14,nan,nan,nan,nan,nan,1,O
637.188,nan,nan,6.97,13.11,13.15,nan,nan,nan,nan,nan,1,O
638.283,nan,nan,6.95,13.08,13.06,nan,nan,nan,nan,nan,1,O
639.379,nan,nan,6.88,13.08,13.10,nan,nan,nan,nan,nan,1,O
640.476,nan,nan,6.86,13.04,13.13,nan,nan,nan,nan,nan,1,O
641.571,nan,nan,6.88,12.98,13.02,nan,nan,nan,nan,nan,1,O
642.667,nan,nan,6.70,13.02,12.82,nan,nan,nan,nan,nan,1,O
643.764,nan,nan,6.77,13.02,12.87,nan,nan,nan,nan,nan,1,O
644.859,nan,nan,6.80,12.99,12.86,nan,nan,nan,nan,nan,1,O
645.955,nan,nan,6.91,12.91,12.88,nan,nan,nan,nan,nan,1,O
647.052,nan,nan,6.77,12.97,12.84,nan,nan,nan,nan,nan,1,O
648.147,nan,nan,6.70,12.91,12.95,nan,nan,nan,nan,nan,1,O
649.243,nan,nan,6.57,12.89,12.91,nan,nan,nan,nan,nan,1,O
650.340,nan,nan,6.52,12.91,12.91,nan,nan,nan,nan,nan,1,O
651.436,nan,nan,6.41,12.98,12.89,nan,nan,nan,nan,nan,1,O
652.531,nan,nan,6.13,12.95,12.88,nan,nan,nan,nan,nan,1,O
653.627,nan,nan,5.91,12.95,12.87,nan,nan,nan,nan,nan,1,O
654.724,nan,nan,5.66,12.88,12.87,nan,nan,nan,nan,nan,1,O
655.819,nan,nan,5.65,12.86,12.72,nan,nan,nan,nan,nan,1,O
656.915,nan,nan,5.65,12.91,12.82,nan,nan,nan,nan,nan,1,O
658.012,nan,nan,5.58,12.82,12.80,nan,nan,nan,nan,nan,1,O
659.107,nan,nan,5.49,12.83,12.80,nan,nan,nan,nan,nan,1,O
660.203,nan,nan,5.48,12.76,12.75,nan,nan,nan,nan,nan,1,O
661.300,nan,nan,5.52,12.72,12.84,nan,nan,nan,nan,nan,1,O
662.395,nan,nan,5.48,12.71,12.75,nan,nan,nan,nan,nan,1,O
663.491,nan,nan,5.60,12.71,12.82,nan,nan,nan,nan,nan,1,O
664.588,nan,nan,5.69,12.69,12.66,nan,nan,nan,nan,nan,1,O
665.683,nan,nan,5.69,12.65,12.72,nan,nan,nan,nan,nan,1,O
666.779,nan,nan,5.93,12.63,12.71,nan,nan,nan,nan,nan,1,O
667.876,nan,nan,6.05,12.60,12.75,nan,nan,nan,nan,nan,1,O
668.972,nan,nan,6.14,12.56,12.69,nan,nan,nan,nan,nan,1,O
670.067,nan,nan,6.31,12.58,12.73,nan,nan,nan,nan,nan,1,O
671.163,nan,nan,6.42,12.56,12.66,nan,nan,nan,nan,nan,1,O
672.260,nan,nan,6.36,12.48,12.63,nan,nan,nan,nan,nan,1,O
673.355,nan,nan,6.43,12.50,12.63,nan,nan,nan,nan,nan,1,O
674.451,nan,nan,6.47,12.47,12.66,nan,nan,nan,nan,nan,1,O
675.548,nan,nan,6.52,12.49,12.66,nan,nan,nan,nan,nan,1,O
676.643,nan,nan,6.45,12.54,12.52,nan,nan,nan,nan,nan,1,O
677.739,nan,nan,6.48,12.50,12.48,nan,nan,nan,nan,nan,1,O
678.836,nan,nan,6.34,12.43,12.41,nan,nan,nan,nan,nan,1,O
679.931,nan,nan,6.23,12.44,12.36,nan,nan,nan,nan,nan,1,O
681.027,nan,nan,6.17,12.41,12.44,nan,nan,nan,nan,nan,1,O
682.124,nan,nan,5.95,12.48,12.44,nan,nan,nan,nan,nan,1,O
683.219,nan,nan,5.77,12.41,12.41,nan,nan,nan,nan,nan,1,O
684.315,nan,nan,5.58,12.45,12.30,nan,nan,nan,nan,nan,1,O
685.412,nan,nan,5.47,12.48,12.30,nan,nan,nan,nan,nan,1,O
686.508,nan,nan,5.15,12.43,12.24,nan,nan,nan,nan,nan,1,O
687.603,nan,nan,5.09,12.37,12.20,nan,nan,nan,nan,nan,1,O
688.699,nan,nan,4.90,12.38,12.02,nan,nan,nan,nan,nan,1,O
689.796,nan,nan,4.67,12.37,12.02,nan,nan,nan,nan,nan,1,O
690.891,nan,nan,4.52,12.36,11.93,nan,nan,nan,nan,nan,1,O
691.987,nan,nan,4.44,12.34,12.04,nan,nan,nan,nan,nan,1,O
693.084,nan,nan,4.34,12.27,11.98,nan,nan,nan,nan,nan,1,O
694.179,nan,nan,4.19,12.33,12.08,nan,nan,nan,nan,nan,1,O
695.275,nan,nan,4.18,12.22,12.13,nan,nan,nan,nan,nan,1,O
696.372,nan,nan,3.98,12.28,12.15,nan,nan,nan,nan,nan,1,O
697.467,nan,nan,3.80,12.22,12.13,nan,nan,nan,nan,nan,1,O
698.563,nan,nan,3.70,12.20,12.20,nan,nan,nan,nan,nan,1,O
699.660,nan,nan,3.69,12.20,12.30,nan,nan,nan,nan,nan,1,O
700.755,nan,nan,3.59,12.11,12.22,nan,nan,nan,nan,nan,1,O
701.851,nan,nan,3.63,12.21,12.23,nan,nan,nan,nan,nan,1,O
702.948,nan,nan,3.67,12.11,12.23,nan,nan,nan,nan,nan,1,O
704.044,nan,nan,3.86,12.10,12.21,nan,nan,nan,nan,nan,1,O
705.139,nan,nan,3.96,12.06,12.15,nan,nan,nan,nan,nan,1,O
706.235,nan,nan,4.27,12.05,12.13,nan,nan,nan,nan,nan,1,O
707.332,nan,nan,4.30,12.08,12.06,nan,nan,nan,nan,nan,1,O
708.427,nan,nan,4.44,12.04,12.11,nan,nan,nan,nan,nan,1,O
709.523,nan,nan,4.59,12.02,12.16,nan,nan,nan,nan,nan,1,O
710.620,nan,nan,4.77,11.97,12.10,nan,nan,nan,nan,nan,1,O
711.715,nan,nan,4.88,12.00,12.06,nan,nan,nan,nan,nan,1,O
712.811,nan,nan,4.90,11.97,12.09,nan,nan,nan,nan,nan,1,O
713.908,nan,nan,5.02,12.02,12.00,nan,nan,nan,nan,nan,1,O
715.003,nan,11.73,4.98,11.93,12.02,nan,nan,nan,nan,nan,1,O
716.008,nan,11.70,4.91,11.97,12.00,nan,nan,nan,nan,nan,1,O
717.014,nan,11.70,4.98,11.87,11.99,nan,nan,nan,nan,nan,1,O
718.018,nan,11.63,5.05,11.84,11.95,nan,nan,nan,nan,nan,1,O
719.023,nan,11.63,5.13,11.83,11.89,nan,nan,nan,nan,nan,1,O
720.028,nan,11.69,5.22,11.94,11.93,nan,nan,nan,nan,nan,1,O
721.033,nan,11.63,5.20,11.91,11.94,nan,nan,nan,nan,nan,1,O
722.038,nan,11.58,5.22,11.80,11.89,nan,nan,nan,nan,nan,1,O
723.043,nan,11.61,5.23,11.80,11.87,nan,nan,nan,nan,nan,1,O
724.047,nan,11.55,5.28,11.77,11.84,nan,nan,nan,nan,nan,1,O
725.053,nan,11.54,5.30,11.78,11.88,nan,nan,nan,nan,nan,1,O
726.057,nan,11.54,5.41,11.74,11.82,nan,nan,nan,nan,nan,1,O
727.063,nan,11.55,5.24,11.73,11.83,nan,nan,nan,nan,nan,1,O
728.068,nan,11.54,5.26,11.78,11.77,nan,nan,nan,nan,nan,1,O
729.073,nan,11.50,5.22,11.74,11.82,nan,nan,nan,nan,nan,1,O
730.078,nan,11.41,5.18,11.71,11.74,nan,nan,nan,nan,nan,1,O
731.082,nan,11.43,5.20,11.71,11.74,nan,nan,nan,nan,nan,1,O
732.088,nan,11.44,5.13,11.63,11.77,nan,nan,nan,nan,nan,1,O
733.092,nan,11.44,5.26,11.63,11.58,nan,nan,nan,nan,nan,1,O
734.098,nan,11.37,5.27,11.60,11.49,nan,nan,nan,nan,nan,1,O
735.102,nan,11.30,5.34,11.60,11.50,nan,nan,nan,nan,nan,1,O
736.107,nan,11.41,5.34,11.61,11.41,nan,nan,nan,nan,nan,1,O
737.113,nan,11.35,5.41,11.65,11.43,nan,nan,nan,nan,nan,1,O
738.117,nan,11.35,5.41,11.54,11.52,nan,nan,nan,nan,nan,1,O
739.123,nan,11.32,5.39,11.52,11.46,nan,nan,nan,nan,nan,1,O
740.127,nan,11.32,5.37,11.52,11.55,nan,nan,nan,nan,nan,1,O
741.133,nan,11.30,5.39,11.44,11.54,nan,nan,nan,nan,nan,1,O
742.137,nan,11.21,5.27,11.52,11.46,nan,nan,nan,nan,nan,1,O
743.142,nan,11.24,5.30,11.45,11.41,nan,nan,nan,nan,nan,1,O
744.147,nan,11.24,5.18,11.45,11.48,nan,nan,nan,nan,nan,1,O
745.152,nan,11.21,5.28,11.44,11.49,nan,nan,nan,nan,nan,1,O
746.158,nan,11.20,5.20,11.34,11.38,nan,nan,nan,nan,nan,1,O
747.162,nan,11.20,5.26,11.50,11.49,nan,nan,nan,nan,nan,1,O
748.167,nan,11.22,5.15,11.39,11.43,nan,nan,nan,nan,nan,1,O
749.172,nan,11.20,5.13,11.37,11.39,nan,nan,nan,nan,nan,1,O
750.177,nan,11.17,5.20,11.39,11.35,nan,nan,nan,nan,nan,1,O
751.182,nan,11.15,5.11,11.34,11.41,nan,nan,nan,nan,nan,1,O
752.187,nan,11.10,5.13,11.35,11.35,nan,nan,nan,nan,nan,1,O
753.192,nan,11.13,5.15,11.35,11.43,nan,nan,nan,nan,nan,1,O
754.197,nan,11.09,5.17,11.32,11.30,nan,nan,nan,nan,nan,1,O
755.202,nan,11.13,5.07,11.30,11.33,nan,nan,nan,nan,nan,1,O
756.207,nan,11.05,5.04,11.26,11.30,nan,nan,nan,nan,nan,1,O
757.212,nan,11.02,5.02,11.24,11.27,nan,nan,nan,nan,nan,1,O
758.217,nan,11.05,4.98,11.26,11.27,nan,nan,nan,nan,nan,1,O
759.222,nan,10.96,5.02,11.23,11.27,nan,nan,nan,nan,nan,1,O
760.227,nan,11.02,5.07,11.20,11.27,nan,nan,nan,nan,nan,1,O
761.232,nan,11.00,5.02,11.16,11.28,nan,nan,nan,nan,nan,1,O
762.236,nan,10.94,4.91,11.20,11.26,nan,nan,nan,nan,nan,1,O
763.242,nan,10.95,4.98,11.19,11.28,nan,nan,nan,nan,nan,1,O
764.247,nan,10.98,5.05,11.09,11.21,nan,nan,nan,nan,nan,1,O
765.252,nan,10.93,5.07,11.05,11.20,nan,nan,nan,nan,nan,1,O
766.257,nan,10.83,4.93,11.09,11.20,nan,nan,nan,nan,nan,1,O
767.261,nan,10.85,4.96,11.09,11.10,nan,nan,nan,nan,nan,1,O
768.267,nan,10.80,4.91,11.06,11.02,nan,nan,nan,nan,nan,1,O
769.271,nan,10.80,4.90,11.05,11.09,nan,nan,nan,nan,nan,1,O
770.277,nan,10.80,4.79,10.98,11.09,nan,nan,nan,nan,nan,1,O
771.281,nan,10.77,4.63,11.02,11.13,nan,nan,nan,nan,nan,1,O
772.286,nan,10.78,4.53,10.96,11.06,nan,nan,nan,nan,nan,1,O
773.292,nan,10.68,4.42,11.02,11.06,nan,nan,nan,nan,nan,1,O
774.296,nan,10.71,4.31,11.00,11.10,nan,nan,nan,nan,nan,1,O
775.302,nan,10.72,4.16,10.96,11.07,nan,nan,nan,nan,nan,1,O
776.306,nan,10.76,4.10,10.94,11.04,nan,nan,nan,nan,nan,1,O
777.311,nan,10.63,4.08,10.89,11.09,nan,nan,nan,nan,nan,1,O
778.316,nan,10.73,3.90,10.89,11.02,nan,nan,nan,nan,nan,1,O
779.321,nan,10.66,3.86,10.93,11.05,nan,nan,nan,nan,nan,1,O
780.326,nan,10.71,3.82,10.91,11.00,nan,nan,nan,nan,nan,1,O
781.331,nan,10.60,3.76,10.91,10.91,nan,nan,nan,nan,nan,1,O
782.336,nan,10.61,3.79,10.83,10.93,nan,nan,nan,nan,nan,1,O
783.341,nan,10.63,3.71,10.82,10.93,nan,nan,nan,nan,nan,1,O
784.346,nan,10.60,3.88,10.76,10.96,nan,nan,nan,nan,nan,1,O
785.351,nan,10.63,3.92,10.78,10.93,nan,nan,nan,nan,nan,1,O
786.356,nan,10.59,4.07,10.77,10.85,nan,nan,nan,nan,nan,1,O
787.360,nan,10.52,4.13,10.74,10.82,nan,nan,nan,nan,nan,1,O
788.366,nan,10.46,4.14,10.73,10.80,nan,nan,nan,nan,nan,1,O
789.370,nan,10.52,4.16,10.74,10.89,nan,nan,nan,nan,nan,1,O
790.376,nan,10.52,4.31,10.73,10.89,nan,nan,nan,nan,nan,1,O
791.380,nan,10.55,4.23,10.68,10.82,nan,nan,nan,nan,nan,1,O
792.385,nan,10.41,4.27,10.70,10.74,nan,nan,nan,nan,nan,1,O
793.391,nan,10.45,4.10,10.66,10.76,nan,nan,nan,nan,nan,1,O
794.395,nan,10.45,4.23,10.66,10.63,nan,nan,nan,nan,nan,1,O
795.401,nan,10.48,4.08,10.60,10.48,nan,nan,nan,nan,nan,1,O
796.405,nan,10.39,4.04,10.59,10.54,nan,nan,nan,nan,nan,1,O
797.411,nan,10.43,4.02,10.54,10.55,nan,nan,nan,nan,nan,1,O
798.415,nan,10.43,4.09,10.55,10.50,nan,nan,nan,nan,nan,1,O
799.420,nan,10.35,3.90,10.52,10.54,nan,nan,nan,nan,nan,1,O
800.425,nan,10.44,3.88,10.55,10.52,nan,nan,nan,nan,nan,1,O
801.430,nan,10.28,3.77,10.52,10.60,nan,nan,nan,nan,nan,1,O
802.436,nan,10.26,3.70,10.44,10.43,nan,nan,nan,nan,nan,1,O
803.440,nan,10.35,3.69,10.52,10.44,nan,nan,nan,nan,nan,1,O
804.445,nan,10.32,3.45,10.50,10.44,nan,nan,nan,nan,nan,1,O
805.450,nan,10.33,3.22,10.48,10.59,nan,nan,nan,nan,nan,1,O
806.455,nan,10.23,2.98,10.46,10.48,nan,nan,nan,nan,nan,1,O
807.460,nan,10.24,2.80,10.48,10.59,nan,nan,nan,nan,nan,1,O
808.465,nan,10.22,2.57,10.52,10.55,nan,nan,nan,nan,nan,1,O
809.470,nan,10.23,2.55,10.41,10.52,nan,nan,nan,nan,nan,1,O
810.475,nan,10.27,2.41,10.44,10.41,nan,nan,nan,nan,nan,1,O
811.480,nan,10.18,2.27,10.35,10.41,nan,nan,nan,nan,nan,1,O
812.485,nan,10.20,2.27,10.35,10.28,nan,nan,nan,nan,nan,1,O
813.490,nan,10.16,2.27,10.34,10.16,nan,nan,nan,nan,nan,1,O
814.495,nan,10.13,2.40,10.30,10.23,nan,nan,nan,nan,nan,1,O
815.500,nan,10.11,2.38,10.27,10.21,nan,nan,nan,nan,nan,1,O
816.504,nan,10.09,2.34,10.30,10.21,nan,nan,nan,nan,nan,1,O
817.510,nan,10.09,2.41,10.28,10.29,nan,nan,nan,nan,nan,1,O
818.514,nan,10.07,2.35,10.28,10.37,nan,nan,nan,nan,nan,1,O
819.520,nan,10.06,2.29,10.24,10.28,nan,nan,nan,nan,nan,1,O
820.525,nan,10.06,2.30,10.20,10.27,nan,nan,nan,nan,nan,1,O
821.529,nan,10.02,2.23,10.18,10.34,nan,nan,nan,nan,nan,1,O
822.535,nan,9.98,2.18,10.18,10.26,nan,nan,nan,nan,nan,1,O
823.539,nan,10.04,2.16,10.21,10.28,nan,nan,nan,nan,nan,1,O
824.545,nan,9.93,2.23,10.15,10.17,nan,nan,nan,nan,nan,1,O
825.549,nan,9.98,2.23,10.09,10.20,nan,nan,nan,nan,nan,1,O
826.554,nan,9.96,2.23,10.17,10.07,nan,nan,nan,nan,nan,1,O
827.559,nan,9.93,2.02,10.17,10.00,nan,nan,nan,nan,nan,1,O
828.564,nan,9.90,1.97,10.13,10.02,nan,nan,nan,nan,nan,1,O
829.569,nan,9.95,1.86,10.09,10.02,nan,nan,nan,nan,nan,1,O
830.574,nan,9.87,1.86,10.11,10.05,nan,nan,nan,nan,nan,1,O
831.579,nan,9.89,1.78,10.05,10.07,nan,nan,nan,nan,nan,1,O
832.583,nan,9.87,1.59,10.06,10.11,nan,nan,nan,nan,nan,1,O
833.589,nan,9.79,1.52,10.13,10.16,nan,nan,nan,nan,nan,1,O
834.593,nan,9.84,1.36,10.09,10.09,nan,nan,nan,nan,nan,1,O
835.598,nan,9.83,1.32,10.02,10.05,nan,nan,nan,nan,nan,1,O
836.603,nan,9.78,1.43,10.09,10.04,nan,nan,nan,nan,nan,1,O
837.608,nan,9.74,1.48,9.98,10.02,nan,nan,nan,nan,nan,1,O
838.612,nan,9.68,1.55,9.91,10.13,nan,nan,nan,nan,nan,1,O
839.618,nan,9.72,1.48,9.91,9.98,nan,nan,nan,nan,nan,1,O
840.623,nan,9.68,1.55,9.90,9.98,nan,nan,nan,nan,nan,1,O
841.627,nan,9.66,1.86,9.83,9.93,nan,nan,nan,nan,nan,1,O
842.632,nan,9.66,1.92,9.90,10.02,nan,nan,nan,nan,nan,1,O
843.637,nan,9.68,2.03,9.80,9.94,nan,nan,nan,nan,nan,1,O
844.642,nan,9.65,2.04,9.79,9.93,nan,nan,nan,nan,nan,1,O
845.646,nan,9.63,1.91,9.87,9.85,nan,nan,nan,nan,nan,1,O
846.651,nan,9.63,1.82,9.73,9.90,nan,nan,nan,nan,nan,1,O
847.656,nan,9.63,1.63,9.74,9.80,nan,nan,nan,nan,nan,1,O
848.661,nan,9.59,1.52,9.78,9.76,nan,nan,nan,nan,nan,1,O
849.666,nan,9.57,1.56,9.74,9.63,nan,nan,nan,nan,nan,1,O
850.670,nan,9.51,1.49,9.73,9.57,nan,nan,nan,nan,nan,1,O
851.676,nan,9.57,1.38,9.73,9.65,nan,nan,nan,nan,nan,1,O
852.680,nan,9.45,1.38,9.72,9.65,nan,nan,nan,nan,nan,1,O
853.685,nan,9.51,1.38,9.67,9.65,nan,nan,nan,nan,nan,1,O
854.689,nan,9.51,1.38,9.70,9.63,nan,nan,nan,nan,nan,1,O
855.695,nan,9.45,1.38,9.63,9.70,nan,nan,nan,nan,nan,1,O
856.699,nan,9.37,1.41,9.63,9.72,nan,nan,nan,nan,nan,1,O
857.704,nan,9.43,1.38,9.63,9.68,nan,nan,nan,nan,nan,1,O
