time_s,TMI_C,pump_cmd_pct,pump_freq_hz,pump_pressure_before_bar_abs,pump_pressure_after_bar_abs,pump_pressure_error_bar,source_log,t_min,delta_p_bar,delta_p_full_error_bar,tmi_error_C
7546.755,-93.67,40.0,28.14,1.588,2.799,0.05,log_20260424_153546.csv,125.77925,1.2109999999999999,0.1,1.0
7548.847,-93.8,40.0,28.14,2.193,2.965,0.05,log_20260424_153546.csv,125.81411666666666,0.7719999999999998,0.1,1.0
7550.938,-93.51,40.0,28.14,1.588,2.759,0.05,log_20260424_153546.csv,125.84896666666667,1.1709999999999998,0.1,1.0
7553.03,-93.83,40.0,28.14,2.388,3.014,0.05,log_20260424_153546.csv,125.88383333333333,0.6259999999999999,0.1,1.0
7555.122,-93.63,40.0,28.14,1.774,2.965,0.05,log_20260424_153546.csv,125.9187,1.1909999999999998,0.1,1.0
7557.213,-93.7,40.0,28.14,1.9,2.877,0.05,log_20260424_153546.csv,125.95354999999999,0.9769999999999999,0.1,1.0
7559.305,-93.73,40.0,28.14,1.881,3.034,0.05,log_20260424_153546.csv,125.98841666666667,1.1529999999999998,0.1,1.0
7561.397,-93.87,40.0,28.14,1.969,2.848,0.05,log_20260424_153546.csv,126.02328333333334,0.8789999999999998,0.1,1.0
7563.489,-93.85,40.0,28.14,2.193,3.063,0.05,log_20260424_153546.csv,126.05815,0.8700000000000001,0.1,1.0
7565.586,-93.7,40.0,28.14,2.056,2.907,0.05,log_20260424_153546.csv,126.0931,0.851,0.1,1.0
7567.682,-93.69,40.0,28.14,1.842,2.897,0.05,log_20260424_153546.csv,126.12803333333333,1.0549999999999997,0.1,1.0
7569.774,-93.63,40.0,28.14,1.9,2.887,0.05,log_20260424_153546.csv,126.16290000000001,0.9870000000000001,0.1,1.0
7571.869,-93.92,40.0,28.14,2.056,3.034,0.05,log_20260424_153546.csv,126.19781666666667,0.9779999999999998,0.1,1.0
7573.961,-93.8,40.0,28.14,2.047,2.887,0.05,log_20260424_153546.csv,126.23268333333334,0.8399999999999999,0.1,1.0
7576.053,-93.87,40.0,28.14,2.349,3.034,0.05,log_20260424_153546.csv,126.26755,0.6849999999999996,0.1,1.0
7578.144,-93.69,40.0,28.14,1.637,2.809,0.05,log_20260424_153546.csv,126.3024,1.1720000000000002,0.1,1.0
7580.236,-93.63,40.0,28.14,2.359,3.073,0.05,log_20260424_153546.csv,126.33726666666666,0.714,0.1,1.0
7582.328,-93.7,40.0,28.14,1.852,3.005,0.05,log_20260424_153546.csv,126.37213333333334,1.1529999999999998,0.1,1.0
7584.419,-93.73,40.0,28.14,1.891,2.867,0.05,log_20260424_153546.csv,126.40698333333333,0.976,0.1,1.0
7586.511,-93.69,40.0,28.14,1.978,2.956,0.05,log_20260424_153546.csv,126.44185,0.978,0.1,1.0
7588.604,-93.63,40.0,28.14,2.203,3.044,0.05,log_20260424_153546.csv,126.47673333333334,0.8410000000000002,0.1,1.0
7590.7,-93.62,40.0,28.11,2.378,3.054,0.05,log_20260424_153546.csv,126.51166666666667,0.6759999999999997,0.1,1.0
7592.792,-93.87,40.0,28.1,2.232,2.907,0.05,log_20260424_153546.csv,126.54653333333334,0.6749999999999998,0.1,1.0
7594.883,-93.6,40.0,28.1,2.144,3.044,0.05,log_20260424_153546.csv,126.58138333333333,0.8999999999999999,0.1,1.0
7596.976,-93.37,40.0,28.1,2.115,3.024,0.05,log_20260424_153546.csv,126.61626666666666,0.9089999999999998,0.1,1.0
7599.067,-93.7,40.0,28.13,1.891,2.848,0.05,log_20260424_153546.csv,126.65111666666667,0.9569999999999999,0.1,1.0
7601.158,-93.7,40.0,28.14,2.339,2.985,0.05,log_20260424_153546.csv,126.68596666666667,0.6459999999999999,0.1,1.0
7603.25,-93.7,40.0,28.14,1.998,2.975,0.05,log_20260424_153546.csv,126.72083333333333,0.9770000000000001,0.1,1.0
7605.342,-93.98,40.0,28.14,1.861,2.916,0.05,log_20260424_153546.csv,126.75569999999999,1.055,0.1,1.0
7607.433,-94.19,40.0,28.14,2.281,3.103,0.05,log_20260424_153546.csv,126.79055,0.8220000000000001,0.1,1.0
7609.525,-94.45,40.0,28.14,1.598,2.799,0.05,log_20260424_153546.csv,126.82541666666665,1.2009999999999998,0.1,1.0
7611.617,-94.42,40.0,28.14,2.29,3.093,0.05,log_20260424_153546.csv,126.86028333333334,0.8029999999999999,0.1,1.0
7613.709,-94.71,40.0,28.14,1.852,2.916,0.05,log_20260424_153546.csv,126.89515,1.0639999999999998,0.1,1.0
7615.806,-94.37,40.0,28.14,1.657,2.916,0.05,log_20260424_153546.csv,126.9301,1.259,0.1,1.0
7617.902,-94.55,40.0,28.14,2.203,3.005,0.05,log_20260424_153546.csv,126.96503333333334,0.802,0.1,1.0
7619.998,-94.73,40.0,28.14,2.008,2.956,0.05,log_20260424_153546.csv,126.99996666666667,0.948,0.1,1.0
7622.089,-94.49,40.0,28.14,2.115,2.975,0.05,log_20260424_153546.csv,127.03481666666667,0.8599999999999999,0.1,1.0
7624.181,-94.69,40.0,28.14,1.822,2.965,0.05,log_20260424_153546.csv,127.06968333333333,1.1429999999999998,0.1,1.0
7626.273,-94.71,40.0,28.14,1.588,2.887,0.05,log_20260424_153546.csv,127.10455,1.299,0.1,1.0
7628.364,-94.45,40.0,28.14,2.105,3.093,0.05,log_20260424_153546.csv,127.1394,0.988,0.1,1.0
7630.456,-94.44,40.0,28.14,1.842,2.907,0.05,log_20260424_153546.csv,127.17426666666667,1.065,0.1,1.0
7632.548,-94.52,40.0,28.14,1.852,2.887,0.05,log_20260424_153546.csv,127.20913333333333,1.035,0.1,1.0
7634.639,-94.65,40.0,28.11,2.047,2.877,0.05,log_20260424_153546.csv,127.24398333333333,0.8299999999999996,0.1,1.0
7636.731,-94.45,40.0,28.1,1.978,2.926,0.05,log_20260424_153546.csv,127.27884999999999,0.9480000000000002,0.1,1.0
7638.822,-94.4,40.0,28.1,1.9,2.926,0.05,log_20260424_153546.csv,127.3137,1.0260000000000002,0.1,1.0
7640.914,-94.33,40.0,28.1,1.939,3.044,0.05,log_20260424_153546.csv,127.34856666666666,1.105,0.1,1.0
7643.006,-94.39,40.0,28.1,1.783,2.956,0.05,log_20260424_153546.csv,127.38343333333334,1.173,0.1,1.0
7645.097,-94.4,40.0,28.12,1.686,2.877,0.05,log_20260424_153546.csv,127.41828333333333,1.1909999999999998,0.1,1.0
7647.19,-94.39,40.0,28.12,2.407,3.044,0.05,log_20260424_153546.csv,127.45316666666666,0.637,0.1,1.0
7649.282,-94.55,40.0,28.12,2.261,3.073,0.05,log_20260424_153546.csv,127.48803333333333,0.8119999999999998,0.1,1.0
7651.373,-94.48,40.0,28.12,1.657,2.809,0.05,log_20260424_153546.csv,127.52288333333333,1.1520000000000001,0.1,1.0
7653.465,-94.37,40.0,28.14,2.261,3.044,0.05,log_20260424_153546.csv,127.55775,0.7829999999999999,0.1,1.0
7655.556,-94.42,40.0,28.15,1.959,2.897,0.05,log_20260424_153546.csv,127.59259999999999,0.9379999999999997,0.1,1.0
7657.648,-94.4,40.0,28.14,2.329,3.073,0.05,log_20260424_153546.csv,127.62746666666666,0.7439999999999998,0.1,1.0
7659.74,-94.39,40.0,28.14,2.056,3.083,0.05,log_20260424_153546.csv,127.66233333333334,1.0270000000000001,0.1,1.0
7661.831,-94.42,40.0,28.14,1.998,3.093,0.05,log_20260424_153546.csv,127.69718333333334,1.095,0.1,1.0
7663.923,-94.45,40.0,28.12,2.105,2.916,0.05,log_20260424_153546.csv,127.73205,0.8109999999999999,0.1,1.0
7666.015,-94.32,40.0,28.1,2.008,3.142,0.05,log_20260424_153546.csv,127.76691666666667,1.134,0.1,1.0
7668.106,-94.19,40.0,28.1,1.842,2.897,0.05,log_20260424_153546.csv,127.80176666666667,1.0549999999999997,0.1,1.0
7670.199,-94.29,40.0,28.1,1.92,2.907,0.05,log_20260424_153546.csv,127.83664999999999,0.9870000000000001,0.1,1.0
7672.291,-94.2,40.0,28.1,2.203,3.044,0.05,log_20260424_153546.csv,127.87151666666666,0.8410000000000002,0.1,1.0
7674.387,-94.32,40.0,28.1,2.31,3.024,0.05,log_20260424_153546.csv,127.90644999999999,0.714,0.1,1.0
7676.479,-94.19,40.0,28.11,2.047,2.887,0.05,log_20260424_153546.csv,127.94131666666667,0.8399999999999999,0.1,1.0
7678.574,-94.02,40.0,28.13,1.988,3.142,0.05,log_20260424_153546.csv,127.97623333333333,1.154,0.1,1.0
7680.666,-93.92,40.0,28.14,1.53,2.858,0.05,log_20260424_153546.csv,128.0111,1.328,0.1,1.0
7682.758,-93.97,40.0,28.14,2.349,3.054,0.05,log_20260424_153546.csv,128.04596666666666,0.7049999999999996,0.1,1.0
7684.849,-93.88,40.0,28.14,1.852,2.848,0.05,log_20260424_153546.csv,128.08081666666666,0.9959999999999998,0.1,1.0
7686.941,-93.95,40.0,28.14,1.92,2.818,0.05,log_20260424_153546.csv,128.11568333333332,0.8980000000000001,0.1,1.0
7689.032,-93.94,40.0,28.14,2.037,3.014,0.05,log_20260424_153546.csv,128.15053333333333,0.9769999999999999,0.1,1.0
7691.124,-94.07,40.0,28.14,1.813,2.848,0.05,log_20260424_153546.csv,128.1854,1.035,0.1,1.0
7693.216,-94.07,40.0,28.14,2.251,3.093,0.05,log_20260424_153546.csv,128.22026666666667,0.8420000000000001,0.1,1.0
7695.307,-94.14,40.0,28.14,1.735,2.887,0.05,log_20260424_153546.csv,128.25511666666665,1.152,0.1,1.0
7697.399,-94.1,40.0,28.14,2.31,3.014,0.05,log_20260424_153546.csv,128.28998333333334,0.7039999999999997,0.1,1.0
7699.491,-94.15,40.0,28.15,1.92,2.897,0.05,log_20260424_153546.csv,128.32485,0.9769999999999999,0.1,1.0
7701.582,-94.49,40.0,28.14,2.232,2.995,0.05,log_20260424_153546.csv,128.3597,0.7629999999999999,0.1,1.0
7703.674,-94.33,40.0,28.14,1.861,3.024,0.05,log_20260424_153546.csv,128.39456666666666,1.163,0.1,1.0
7705.766,-94.39,40.0,28.14,1.569,2.887,0.05,log_20260424_153546.csv,128.42943333333332,1.318,0.1,1.0
7707.857,-94.33,40.0,28.14,2.281,2.985,0.05,log_20260424_153546.csv,128.46428333333333,0.7039999999999997,0.1,1.0
7709.949,-94.3,40.0,28.14,1.9,2.809,0.05,log_20260424_153546.csv,128.49915,0.9090000000000003,0.1,1.0
7712.041,-94.27,40.0,28.14,2.378,2.995,0.05,log_20260424_153546.csv,128.53401666666667,0.617,0.1,1.0
7714.132,-94.45,40.0,28.14,1.842,2.916,0.05,log_20260424_153546.csv,128.56886666666665,1.0739999999999998,0.1,1.0
7716.225,-94.52,40.0,28.14,2.125,2.926,0.05,log_20260424_153546.csv,128.60375000000002,0.8010000000000002,0.1,1.0
7718.316,-94.42,40.0,28.14,1.598,2.897,0.05,log_20260424_153546.csv,128.6386,1.2989999999999997,0.1,1.0
7720.408,-94.59,40.0,28.08,1.51,2.858,0.05,log_20260424_153546.csv,128.67346666666668,1.348,0.1,1.0
7722.5,-94.51,40.0,28.08,1.608,2.877,0.05,log_20260424_153546.csv,128.70833333333334,1.2689999999999997,0.1,1.0
7724.591,-94.45,40.0,28.11,1.588,2.828,0.05,log_20260424_153546.csv,128.74318333333335,1.2399999999999998,0.1,1.0
7726.683,-94.33,40.0,28.09,1.52,2.848,0.05,log_20260424_153546.csv,128.77805,1.3279999999999998,0.1,1.0
7728.775,-94.29,40.0,28.11,1.793,2.926,0.05,log_20260424_153546.csv,128.81291666666667,1.1330000000000002,0.1,1.0
7730.866,-94.3,40.0,28.14,1.959,2.975,0.05,log_20260424_153546.csv,128.84776666666667,1.016,0.1,1.0
7732.958,-94.4,40.0,28.14,1.998,2.956,0.05,log_20260424_153546.csv,128.88263333333333,0.958,0.1,1.0
7735.05,-94.4,40.0,28.14,2.144,3.132,0.05,log_20260424_153546.csv,128.9175,0.988,0.1,1.0
7737.141,-94.37,40.0,28.14,2.076,2.897,0.05,log_20260424_153546.csv,128.95235,0.8209999999999997,0.1,1.0
7739.234,-94.57,40.0,28.14,2.251,2.985,0.05,log_20260424_153546.csv,128.98723333333334,0.734,0.1,1.0
7741.33,-94.69,40.0,28.14,1.832,3.014,0.05,log_20260424_153546.csv,129.02216666666666,1.1819999999999997,0.1,1.0
7743.427,-94.48,40.0,28.14,1.832,2.916,0.05,log_20260424_153546.csv,129.05711666666667,1.0839999999999999,0.1,1.0
7745.522,-94.67,40.0,28.15,2.232,2.995,0.05,log_20260424_153546.csv,129.09203333333332,0.7629999999999999,0.1,1.0
7747.614,-94.52,40.0,28.14,1.998,2.956,0.05,log_20260424_153546.csv,129.1269,0.958,0.1,1.0
7749.706,-94.87,40.0,28.14,1.51,2.897,0.05,log_20260424_153546.csv,129.16176666666667,1.3869999999999998,0.1,1.0
7751.797,-94.57,40.0,28.14,2.3,3.132,0.05,log_20260424_153546.csv,129.19661666666667,0.8320000000000003,0.1,1.0
7753.889,-94.93,40.0,28.14,1.735,2.867,0.05,log_20260424_153546.csv,129.23148333333333,1.132,0.1,1.0
7755.982,-94.69,40.0,28.14,2.193,3.034,0.05,log_20260424_153546.csv,129.26636666666667,0.8409999999999997,0.1,1.0
7758.077,-94.89,40.0,28.14,1.54,2.858,0.05,log_20260424_153546.csv,129.30128333333334,1.318,0.1,1.0
7760.169,-94.98,40.0,28.13,2.271,2.936,0.05,log_20260424_153546.csv,129.33615,0.665,0.1,1.0
7762.26,-94.91,40.0,28.12,2.037,3.132,0.05,log_20260424_153546.csv,129.371,1.0950000000000002,0.1,1.0
7764.354,-94.83,40.0,28.11,1.764,2.897,0.05,log_20260424_153546.csv,129.4059,1.1329999999999998,0.1,1.0
7766.445,-94.76,40.0,28.14,2.056,2.916,0.05,log_20260424_153546.csv,129.44075,0.8599999999999999,0.1,1.0
7768.536,-94.59,40.0,28.14,1.764,2.936,0.05,log_20260424_153546.csv,129.47560000000001,1.172,0.1,1.0
7770.628,-94.67,40.0,28.14,1.881,2.877,0.05,log_20260424_153546.csv,129.51046666666667,0.9959999999999998,0.1,1.0
7772.72,-94.93,40.0,28.14,2.29,3.005,0.05,log_20260424_153546.csv,129.54533333333333,0.7149999999999999,0.1,1.0
7774.811,-94.98,40.0,28.14,1.637,2.887,0.05,log_20260424_153546.csv,129.58018333333334,1.25,0.1,1.0
7776.903,-95.03,40.0,28.14,2.183,2.877,0.05,log_20260424_153546.csv,129.61505,0.694,0.1,1.0
7778.994,-95.13,40.0,28.14,1.93,2.926,0.05,log_20260424_153546.csv,129.6499,0.9960000000000002,0.1,1.0
7781.086,-95.22,40.0,28.14,2.212,2.926,0.05,log_20260424_153546.csv,129.68476666666666,0.714,0.1,1.0
7783.178,-95.31,40.0,28.14,1.861,3.063,0.05,log_20260424_153546.csv,129.71963333333332,1.2020000000000002,0.1,1.0
7785.269,-95.16,40.0,28.14,1.959,3.063,0.05,log_20260424_153546.csv,129.75448333333333,1.104,0.1,1.0
7787.362,-95.42,40.0,28.1,2.008,3.093,0.05,log_20260424_153546.csv,129.78936666666667,1.085,0.1,1.0
7789.459,-95.34,40.0,28.08,2.047,3.005,0.05,log_20260424_153546.csv,129.82431666666668,0.9579999999999997,0.1,1.0
7791.555,-95.2,40.0,28.12,2.203,3.113,0.05,log_20260424_153546.csv,129.85925,0.9100000000000001,0.1,1.0
7793.646,-95.27,40.0,28.14,2.095,3.113,0.05,log_20260424_153546.csv,129.8941,1.0179999999999998,0.1,1.0
7795.737,-95.11,40.0,28.11,1.93,3.103,0.05,log_20260424_153546.csv,129.92895000000001,1.1730000000000003,0.1,1.0
7797.829,-95.2,40.0,28.12,1.969,2.877,0.05,log_20260424_153546.csv,129.96381666666667,0.9079999999999997,0.1,1.0
7799.921,-95.01,40.0,28.11,2.056,2.916,0.05,log_20260424_153546.csv,129.99868333333333,0.8599999999999999,0.1,1.0
7802.012,-95.06,40.0,28.11,1.783,2.897,0.05,log_20260424_153546.csv,130.03353333333334,1.1139999999999999,0.1,1.0
7804.105,-95.05,40.0,28.11,2.271,2.965,0.05,log_20260424_153546.csv,130.06841666666665,0.694,0.1,1.0
7806.196,-94.99,40.0,28.14,2.105,3.171,0.05,log_20260424_153546.csv,130.10326666666666,1.0659999999999998,0.1,1.0
7808.287,-95.09,40.0,28.13,1.51,2.867,0.05,log_20260424_153546.csv,130.13811666666666,1.357,0.1,1.0
7810.379,-95.13,40.0,28.14,2.251,2.995,0.05,log_20260424_153546.csv,130.17298333333332,0.7440000000000002,0.1,1.0
7812.47,-95.2,40.0,28.14,1.783,2.975,0.05,log_20260424_153546.csv,130.20783333333333,1.1920000000000002,0.1,1.0
7814.562,-95.11,40.0,28.14,2.154,2.946,0.05,log_20260424_153546.csv,130.24269999999999,0.7920000000000003,0.1,1.0
7816.654,-95.11,40.0,28.14,2.056,3.044,0.05,log_20260424_153546.csv,130.27756666666667,0.988,0.1,1.0
7818.745,-95.13,40.0,28.14,1.588,2.828,0.05,log_20260424_153546.csv,130.31241666666668,1.2399999999999998,0.1,1.0
7820.837,-95.19,40.0,28.14,1.832,2.946,0.05,log_20260424_153546.csv,130.34728333333334,1.114,0.1,1.0
7822.929,-95.2,40.0,28.1,2.047,3.083,0.05,log_20260424_153546.csv,130.38215,1.036,0.1,1.0
7825.02,-95.29,40.0,28.08,1.725,2.818,0.05,log_20260424_153546.csv,130.417,1.093,0.1,1.0
7827.112,-95.29,40.0,28.11,1.54,2.926,0.05,log_20260424_153546.csv,130.45186666666666,1.3860000000000001,0.1,1.0
7829.204,-95.22,40.0,28.11,1.608,2.779,0.05,log_20260424_153546.csv,130.48673333333332,1.1709999999999998,0.1,1.0
7831.296,-94.99,40.0,28.1,1.637,2.926,0.05,log_20260424_153546.csv,130.5216,1.2890000000000001,0.1,1.0
7833.388,-94.96,40.0,28.1,1.842,2.926,0.05,log_20260424_153546.csv,130.55646666666667,1.084,0.1,1.0
7835.48,-95.05,40.0,28.1,1.618,2.916,0.05,log_20260424_153546.csv,130.59133333333332,1.2979999999999998,0.1,1.0
7837.571,-94.83,40.0,28.13,2.154,2.965,0.05,log_20260424_153546.csv,130.62618333333333,0.8109999999999999,0.1,1.0
7839.663,-94.89,40.0,28.16,1.832,2.946,0.05,log_20260424_153546.csv,130.66105,1.114,0.1,1.0
7841.754,-94.83,40.0,28.14,1.881,2.858,0.05,log_20260424_153546.csv,130.6959,0.9770000000000001,0.1,1.0
7843.846,-94.83,40.0,28.14,1.852,3.044,0.05,log_20260424_153546.csv,130.73076666666665,1.192,0.1,1.0
7845.938,-94.74,40.0,28.14,1.549,2.867,0.05,log_20260424_153546.csv,130.76563333333334,1.318,0.1,1.0
7848.029,-94.81,40.0,28.14,2.3,3.171,0.05,log_20260424_153546.csv,130.80048333333335,0.871,0.1,1.0
7850.121,-94.74,40.0,28.14,1.52,2.916,0.05,log_20260424_153546.csv,130.83535,1.396,0.1,1.0
7852.213,-94.91,40.0,28.14,2.086,3.122,0.05,log_20260424_153546.csv,130.87021666666666,1.036,0.1,1.0
7854.305,-94.83,40.0,28.14,1.657,2.809,0.05,log_20260424_153546.csv,130.90508333333335,1.1520000000000001,0.1,1.0
7856.402,-94.86,40.0,28.14,1.93,2.848,0.05,log_20260424_153546.csv,130.94003333333333,0.9179999999999999,0.1,1.0
7858.498,-94.94,40.0,28.14,2.232,2.985,0.05,log_20260424_153546.csv,130.97496666666666,0.7529999999999997,0.1,1.0
7860.594,-94.96,40.0,28.14,2.076,3.054,0.05,log_20260424_153546.csv,131.0099,0.9779999999999998,0.1,1.0
7862.685,-95.05,40.0,28.16,1.754,2.926,0.05,log_20260424_153546.csv,131.04475,1.1720000000000002,0.1,1.0
7864.777,-95.06,40.0,28.14,2.095,3.044,0.05,log_20260424_153546.csv,131.07961666666668,0.9489999999999998,0.1,1.0
7866.869,-95.06,40.0,28.14,1.764,2.779,0.05,log_20260424_153546.csv,131.11448333333334,1.015,0.1,1.0
7868.96,-95.08,40.0,28.14,2.056,3.014,0.05,log_20260424_153546.csv,131.14933333333335,0.9579999999999997,0.1,1.0
7871.052,-95.17,40.0,28.14,1.744,2.799,0.05,log_20260424_153546.csv,131.1842,1.055,0.1,1.0
7873.144,-95.19,40.0,28.14,2.183,2.907,0.05,log_20260424_153546.csv,131.21906666666666,0.7240000000000002,0.1,1.0
7875.235,-95.09,40.0,28.14,1.842,2.956,0.05,log_20260424_153546.csv,131.25391666666667,1.1139999999999999,0.1,1.0
7877.327,-95.38,40.0,28.14,2.115,2.965,0.05,log_20260424_153546.csv,131.28878333333333,0.8499999999999996,0.1,1.0
7879.419,-95.38,40.0,28.14,2.105,3.103,0.05,log_20260424_153546.csv,131.32365,0.9980000000000002,0.1,1.0
7881.51,-95.31,40.0,28.14,1.53,2.799,0.05,log_20260424_153546.csv,131.3585,1.269,0.1,1.0
7883.602,-95.32,40.0,28.14,2.193,2.887,0.05,log_20260424_153546.csv,131.39336666666665,0.694,0.1,1.0
7885.694,-95.39,40.0,28.14,2.368,3.063,0.05,log_20260424_153546.csv,131.42823333333334,0.6950000000000003,0.1,1.0
7887.785,-95.38,40.0,28.13,2.212,3.083,0.05,log_20260424_153546.csv,131.46308333333334,0.871,0.1,1.0
7889.878,-95.29,40.0,28.1,2.32,2.985,0.05,log_20260424_153546.csv,131.49796666666666,0.665,0.1,1.0
7891.97,-95.31,40.0,28.1,2.203,2.965,0.05,log_20260424_153546.csv,131.53283333333334,0.762,0.1,1.0
7894.061,-95.2,40.0,28.14,1.608,2.897,0.05,log_20260424_153546.csv,131.56768333333332,1.2889999999999997,0.1,1.0
7896.153,-95.19,40.0,28.14,2.29,3.044,0.05,log_20260424_153546.csv,131.60255,0.754,0.1,1.0
7898.244,-95.19,40.0,28.14,1.754,2.867,0.05,log_20260424_153546.csv,131.63739999999999,1.113,0.1,1.0
7900.336,-95.26,40.0,28.14,2.164,3.034,0.05,log_20260424_153546.csv,131.67226666666667,0.8699999999999997,0.1,1.0
7902.428,-95.13,40.0,28.14,1.842,3.014,0.05,log_20260424_153546.csv,131.70713333333333,1.1719999999999997,0.1,1.0
7904.519,-95.17,40.0,28.14,1.998,2.956,0.05,log_20260424_153546.csv,131.74198333333334,0.958,0.1,1.0
7906.611,-95.17,40.0,28.14,2.076,3.024,0.05,log_20260424_153546.csv,131.77685,0.948,0.1,1.0
7908.702,-95.11,40.0,28.14,1.52,2.858,0.05,log_20260424_153546.csv,131.8117,1.338,0.1,1.0
7910.794,-95.19,40.0,28.14,1.832,3.024,0.05,log_20260424_153546.csv,131.84656666666666,1.192,0.1,1.0
7912.887,-95.29,40.0,28.15,1.52,2.887,0.05,log_20260424_153546.csv,131.88145,1.367,0.1,1.0
7914.983,-95.45,40.0,28.14,1.949,3.014,0.05,log_20260424_153546.csv,131.91638333333333,1.0649999999999997,0.1,1.0
7917.075,-95.52,40.0,28.14,1.832,2.946,0.05,log_20260424_153546.csv,131.95125,1.114,0.1,1.0
7919.171,-95.61,40.0,28.14,1.618,2.926,0.05,log_20260424_153546.csv,131.98618333333334,1.308,0.1,1.0
7921.262,-95.68,40.0,28.14,1.969,3.014,0.05,log_20260424_153546.csv,132.02103333333332,1.0449999999999997,0.1,1.0
7923.354,-95.56,40.0,28.14,1.501,2.975,0.05,log_20260424_153546.csv,132.0559,1.4740000000000002,0.1,1.0
7925.445,-95.73,40.0,28.14,2.203,3.014,0.05,log_20260424_153546.csv,132.09074999999999,0.8109999999999999,0.1,1.0
7927.537,-95.73,40.0,28.14,1.579,2.887,0.05,log_20260424_153546.csv,132.12561666666667,1.308,0.1,1.0
7929.629,-95.73,40.0,28.14,2.222,3.054,0.05,log_20260424_153546.csv,132.16048333333333,0.8319999999999999,0.1,1.0
7931.72,-95.91,40.0,28.14,1.871,2.965,0.05,log_20260424_153546.csv,132.19533333333334,1.0939999999999999,0.1,1.0
7933.812,-95.88,40.0,28.14,2.368,3.034,0.05,log_20260424_153546.csv,132.2302,0.6659999999999999,0.1,1.0
7935.904,-95.9,40.0,28.14,2.037,3.034,0.05,log_20260424_153546.csv,132.26506666666668,0.9969999999999999,0.1,1.0
7937.995,-95.83,40.0,28.14,1.462,2.848,0.05,log_20260424_153546.csv,132.29991666666666,1.386,0.1,1.0
7940.087,-95.83,40.0,28.14,2.388,3.211,0.05,log_20260424_153546.csv,132.33478333333335,0.823,0.1,1.0
7942.178,-95.81,40.0,28.14,1.891,2.965,0.05,log_20260424_153546.csv,132.36963333333333,1.0739999999999998,0.1,1.0
7944.27,-95.84,40.0,28.14,2.339,3.005,0.05,log_20260424_153546.csv,132.4045,0.6659999999999999,0.1,1.0
7946.362,-95.81,40.0,28.14,1.998,2.965,0.05,log_20260424_153546.csv,132.43936666666667,0.9669999999999999,0.1,1.0
7948.453,-95.93,40.0,28.14,2.095,2.877,0.05,log_20260424_153546.csv,132.47421666666668,0.7819999999999996,0.1,1.0
7950.545,-95.81,40.0,28.14,1.969,3.093,0.05,log_20260424_153546.csv,132.50908333333334,1.1239999999999999,0.1,1.0
7952.637,-95.9,40.0,28.14,1.871,2.936,0.05,log_20260424_153546.csv,132.54395,1.065,0.1,1.0
7954.728,-95.77,40.0,28.14,2.125,3.122,0.05,log_20260424_153546.csv,132.5788,0.9969999999999999,0.1,1.0
7956.822,-95.76,40.0,28.14,2.125,3.063,0.05,log_20260424_153546.csv,132.6137,0.9380000000000002,0.1,1.0
7958.913,-95.84,40.0,28.12,2.281,3.103,0.05,log_20260424_153546.csv,132.64855,0.8220000000000001,0.1,1.0
7961.004,-95.74,40.0,28.13,2.29,2.926,0.05,log_20260424_153546.csv,132.6834,0.6360000000000001,0.1,1.0
7963.096,-95.81,40.0,28.14,1.793,3.024,0.05,log_20260424_153546.csv,132.71826666666666,1.231,0.1,1.0
7965.188,-95.61,40.0,28.12,1.657,2.965,0.05,log_20260424_153546.csv,132.75313333333332,1.3079999999999998,0.1,1.0
7967.279,-95.74,40.0,28.12,1.588,2.877,0.05,log_20260424_153546.csv,132.78798333333333,1.2889999999999997,0.1,1.0
7969.371,-95.74,40.0,28.11,1.754,2.975,0.05,log_20260424_153546.csv,132.82285,1.221,0.1,1.0
7971.462,-95.81,40.0,28.1,1.939,2.975,0.05,log_20260424_153546.csv,132.8577,1.036,0.1,1.0
7973.554,-95.95,40.0,28.1,1.832,2.887,0.05,log_20260424_153546.csv,132.89256666666668,1.055,0.1,1.0
7975.646,-96.05,40.0,28.11,2.008,3.005,0.05,log_20260424_153546.csv,132.92743333333334,0.9969999999999999,0.1,1.0
7977.737,-95.98,40.0,28.1,1.813,2.956,0.05,log_20260424_153546.csv,132.96228333333335,1.143,0.1,1.0
7979.83,-96.08,40.0,28.11,2.349,3.093,0.05,log_20260424_153546.csv,132.99716666666666,0.7439999999999998,0.1,1.0
7981.922,-96.13,40.0,28.14,2.056,3.083,0.05,log_20260424_153546.csv,133.03203333333332,1.0270000000000001,0.1,1.0
7984.018,-96.16,40.0,28.14,1.51,3.024,0.05,log_20260424_153546.csv,133.06696666666667,1.514,0.1,1.0
7986.11,-96.24,40.0,28.14,2.203,3.103,0.05,log_20260424_153546.csv,133.10183333333333,0.9000000000000004,0.1,1.0
7988.206,-96.28,40.0,28.14,1.92,3.005,0.05,log_20260424_153546.csv,133.13676666666666,1.085,0.1,1.0
7990.297,-96.28,40.0,28.14,1.9,2.887,0.05,log_20260424_153546.csv,133.17161666666667,0.9870000000000001,0.1,1.0
7992.389,-96.34,40.0,28.14,2.222,3.211,0.05,log_20260424_153546.csv,133.20648333333332,0.9889999999999999,0.1,1.0
7994.48,-96.34,40.0,28.14,2.164,3.083,0.05,log_20260424_153546.csv,133.24133333333333,0.919,0.1,1.0
7996.572,-96.24,40.0,28.12,1.93,3.083,0.05,log_20260424_153546.csv,133.2762,1.1530000000000002,0.1,1.0
