time_s,temp0_C,temp1_C,temp2_C,temp3_C,temp4_C,temp5_C,temp6_C,temp7_C,temp8_C,temp9_C,valve,mode
407.982,nan,2.20,-86.87,10.13,-0.29,nan,nan,nan,nan,nan,1,O
408.986,nan,2.23,-87.36,10.07,-0.39,nan,nan,nan,nan,nan,1,O
409.992,nan,2.20,-87.88,10.06,-0.51,nan,nan,nan,nan,nan,1,O
410.996,nan,2.12,-88.37,10.06,-0.55,nan,nan,nan,nan,nan,1,O
412.001,nan,2.19,-88.91,10.02,-0.60,nan,nan,nan,nan,nan,1,O
413.006,nan,2.23,-89.37,10.05,-0.70,nan,nan,nan,nan,nan,1,O
414.011,nan,2.20,-89.73,10.07,-0.74,nan,nan,nan,nan,nan,1,O
415.015,nan,2.09,-90.07,10.02,-0.85,nan,nan,nan,nan,nan,1,O
416.021,nan,2.08,-90.48,10.13,-1.00,nan,nan,nan,nan,nan,1,O
417.026,nan,2.09,-90.81,10.07,-1.04,nan,nan,nan,nan,nan,1,O
418.031,nan,2.09,-91.20,10.07,-1.05,nan,nan,nan,nan,nan,1,O
419.036,nan,2.07,-91.45,10.06,-1.22,nan,nan,nan,nan,nan,1,O
420.040,nan,2.07,-91.73,10.00,-1.34,nan,nan,nan,nan,nan,1,O
421.046,nan,1.99,-92.05,10.00,-1.34,nan,nan,nan,nan,nan,1,O
422.050,nan,1.97,-92.39,10.05,-1.47,nan,nan,nan,nan,nan,1,O
423.055,nan,1.95,-92.50,10.11,-1.52,nan,nan,nan,nan,nan,1,O
424.060,nan,1.97,-92.78,10.00,-1.66,nan,nan,nan,nan,nan,1,O
425.065,nan,1.91,-93.06,10.07,-1.73,nan,nan,nan,nan,nan,1,O
426.070,nan,1.95,-93.34,10.04,-1.84,nan,nan,nan,nan,nan,1,O
427.075,nan,1.93,-93.62,10.05,-1.93,nan,nan,nan,nan,nan,1,O
428.080,nan,1.88,-93.72,9.98,-2.08,nan,nan,nan,nan,nan,1,O
429.084,nan,1.84,-93.60,10.04,-2.16,nan,nan,nan,nan,nan,1,O
430.090,nan,1.86,-93.22,9.98,-2.25,nan,nan,nan,nan,nan,1,O
431.094,nan,1.81,-92.80,10.00,-2.41,nan,nan,nan,nan,nan,1,O
432.099,nan,1.80,-92.30,9.98,-2.41,nan,nan,nan,nan,nan,1,O
433.104,nan,1.78,-91.95,9.96,-2.60,nan,nan,nan,nan,nan,1,O
434.109,nan,1.84,-91.41,10.02,-2.69,nan,nan,nan,nan,nan,1,O
435.113,nan,1.77,-91.02,9.98,-2.77,nan,nan,nan,nan,nan,1,O
436.119,nan,1.80,-90.67,10.04,-2.92,nan,nan,nan,nan,nan,1,O
437.124,nan,1.69,-90.54,10.02,-2.98,nan,nan,nan,nan,nan,1,O
438.128,nan,1.71,-90.98,10.02,-3.16,nan,nan,nan,nan,nan,1,O
439.134,nan,1.76,-91.38,10.05,-3.22,nan,nan,nan,nan,nan,1,O
440.138,nan,1.66,-91.86,10.00,-3.33,nan,nan,nan,nan,nan,1,O
441.143,nan,1.64,-92.22,9.93,-3.38,nan,nan,nan,nan,nan,1,O
442.148,nan,1.61,-92.70,9.95,-3.63,nan,nan,nan,nan,nan,1,O
443.153,nan,1.61,-93.23,10.05,-3.61,nan,nan,nan,nan,nan,1,O
444.158,nan,1.56,-93.55,9.98,-3.77,nan,nan,nan,nan,nan,1,O
445.163,nan,1.54,-93.99,9.93,-3.85,nan,nan,nan,nan,nan,1,O
446.168,nan,1.50,-94.28,9.91,-3.90,nan,nan,nan,nan,nan,1,O
447.173,nan,1.52,-94.55,10.04,-4.01,nan,nan,nan,nan,nan,1,O
448.178,nan,1.52,-94.91,9.98,-4.07,nan,nan,nan,nan,nan,1,O
449.182,nan,1.52,-95.20,9.93,-4.23,nan,nan,nan,nan,nan,1,O
450.188,nan,1.49,-95.48,9.94,-4.30,nan,nan,nan,nan,nan,1,O
451.192,nan,1.41,-95.84,9.93,-4.30,nan,nan,nan,nan,nan,1,O
452.197,nan,1.45,-96.04,9.93,-4.45,nan,nan,nan,nan,nan,1,O
453.201,nan,1.38,-96.27,9.98,-4.54,nan,nan,nan,nan,nan,1,O
454.207,nan,1.39,-96.68,9.94,-4.68,nan,nan,nan,nan,nan,1,O
455.212,nan,1.33,-96.73,9.98,-4.73,nan,nan,nan,nan,nan,1,O
456.216,nan,1.38,-96.66,9.91,-4.91,nan,nan,nan,nan,nan,1,O
457.222,nan,1.37,-96.20,9.90,-5.03,nan,nan,nan,nan,nan,1,O
458.226,nan,1.24,-95.67,9.93,-5.13,nan,nan,nan,nan,nan,1,O
459.231,nan,1.27,-95.31,9.95,-5.24,nan,nan,nan,nan,nan,1,O
460.236,nan,1.22,-94.86,9.88,-5.27,nan,nan,nan,nan,nan,1,O
461.241,nan,1.24,-94.29,9.94,-5.34,nan,nan,nan,nan,nan,1,O
462.245,nan,1.24,-93.95,9.90,-5.52,nan,nan,nan,nan,nan,1,O
463.251,nan,1.28,-93.59,9.98,-5.58,nan,nan,nan,nan,nan,1,O
464.256,nan,1.23,-93.58,9.90,-5.66,nan,nan,nan,nan,nan,1,O
465.260,nan,1.15,-93.84,9.93,-5.69,nan,nan,nan,nan,nan,1,O
466.266,nan,1.16,-94.18,9.90,-5.76,nan,nan,nan,nan,nan,1,O
467.270,nan,1.15,-94.72,9.87,-5.80,nan,nan,nan,nan,nan,1,O
468.275,nan,1.17,-95.16,9.91,-5.90,nan,nan,nan,nan,nan,1,O
469.280,nan,1.06,-95.58,9.89,-5.91,nan,nan,nan,nan,nan,1,O
470.285,nan,1.06,-95.97,9.87,-5.93,nan,nan,nan,nan,nan,1,O
471.289,nan,1.00,-96.27,9.95,-5.95,nan,nan,nan,nan,nan,1,O
472.295,nan,0.91,-96.77,9.88,-6.02,nan,nan,nan,nan,nan,1,O
473.299,nan,0.95,-97.09,9.87,-6.03,nan,nan,nan,nan,nan,1,O
474.304,nan,0.94,-97.33,9.87,-6.02,nan,nan,nan,nan,nan,1,O
475.310,nan,0.88,-97.66,9.84,-6.02,nan,nan,nan,nan,nan,1,O
476.314,nan,0.84,-97.97,9.89,-6.03,nan,nan,nan,nan,nan,1,O
477.319,nan,0.87,-98.12,9.87,-6.10,nan,nan,nan,nan,nan,1,O
478.324,nan,0.87,-98.48,9.87,-6.16,nan,nan,nan,nan,nan,1,O
479.329,nan,0.75,-98.65,9.88,-6.15,nan,nan,nan,nan,nan,1,O
480.333,nan,0.78,-98.91,9.87,-6.17,nan,nan,nan,nan,nan,1,O
481.339,nan,0.74,-99.08,9.83,-6.17,nan,nan,nan,nan,nan,1,O
482.343,nan,0.72,-99.43,9.85,-6.27,nan,nan,nan,nan,nan,1,O
483.348,nan,0.66,-99.58,9.83,-6.31,nan,nan,nan,nan,nan,1,O
484.353,nan,0.66,-99.90,9.80,-6.40,nan,nan,nan,nan,nan,1,O
485.358,nan,0.63,-100.05,9.83,-6.48,nan,nan,nan,nan,nan,1,O
486.363,nan,0.63,-100.33,9.85,-6.58,nan,nan,nan,nan,nan,1,O
487.367,nan,0.70,-100.42,9.84,-6.71,nan,nan,nan,nan,nan,1,O
488.373,nan,0.64,-100.12,9.87,-6.75,nan,nan,nan,nan,nan,1,O
489.377,nan,0.59,-99.72,9.85,-6.85,nan,nan,nan,nan,nan,1,O
490.382,nan,0.51,-99.16,9.80,-6.95,nan,nan,nan,nan,nan,1,O
491.387,nan,0.49,-98.62,9.78,-7.05,nan,nan,nan,nan,nan,1,O
492.392,nan,0.55,-98.16,9.80,-7.04,nan,nan,nan,nan,nan,1,O
493.396,nan,0.45,-97.68,9.85,-7.13,nan,nan,nan,nan,nan,1,O
494.402,nan,0.46,-97.22,9.73,-7.23,nan,nan,nan,nan,nan,1,O
495.407,nan,0.48,-96.95,9.84,-7.26,nan,nan,nan,nan,nan,1,O
496.411,nan,0.34,-96.95,9.79,-7.30,nan,nan,nan,nan,nan,1,O
497.417,nan,0.37,-97.17,9.78,-7.31,nan,nan,nan,nan,nan,1,O
498.421,nan,0.40,-97.60,9.73,-7.34,nan,nan,nan,nan,nan,1,O
499.426,nan,0.27,-98.09,9.74,-7.28,nan,nan,nan,nan,nan,1,O
500.431,nan,0.25,-98.62,9.77,-7.30,nan,nan,nan,nan,nan,1,O
501.436,nan,0.30,-99.14,9.80,-7.37,nan,nan,nan,nan,nan,1,O
502.440,nan,0.23,-99.30,9.79,-7.43,nan,nan,nan,nan,nan,1,O
503.446,nan,0.20,-99.83,9.80,-7.43,nan,nan,nan,nan,nan,1,O
504.451,nan,0.18,-100.07,9.79,-7.48,nan,nan,nan,nan,nan,1,O
505.455,nan,0.15,-100.51,9.79,-7.62,nan,nan,nan,nan,nan,1,O
506.461,nan,0.10,-100.73,9.79,-7.64,nan,nan,nan,nan,nan,1,O
507.465,nan,0.06,-101.05,9.77,-7.73,nan,nan,nan,nan,nan,1,O
508.470,nan,0.12,-101.21,9.73,-7.74,nan,nan,nan,nan,nan,1,O
509.475,nan,0.06,-101.59,9.80,-7.90,nan,nan,nan,nan,nan,1,O
510.480,nan,-0.02,-101.68,9.74,-7.98,nan,nan,nan,nan,nan,1,O
511.484,nan,-0.01,-102.00,9.76,-8.12,nan,nan,nan,nan,nan,1,O
512.490,nan,-0.09,-102.27,9.73,-8.24,nan,nan,nan,nan,nan,1,O
513.495,nan,-0.10,-102.51,9.77,-8.32,nan,nan,nan,nan,nan,1,O
514.499,nan,-0.06,-102.69,9.74,-8.51,nan,nan,nan,nan,nan,1,O
515.505,nan,-0.09,-102.91,9.74,-8.51,nan,nan,nan,nan,nan,1,O
516.509,nan,-0.16,-103.12,9.72,-8.59,nan,nan,nan,nan,nan,1,O
517.514,nan,-0.15,-103.30,9.72,-8.73,nan,nan,nan,nan,nan,1,O
518.519,nan,-0.19,-103.34,9.70,-8.82,nan,nan,nan,nan,nan,1,O
519.524,nan,-0.27,-102.91,9.72,-8.89,nan,nan,nan,nan,nan,1,O
520.529,nan,-0.21,-102.41,9.76,-8.91,nan,nan,nan,nan,nan,1,O
521.534,nan,-0.21,-101.91,9.72,-9.09,nan,nan,nan,nan,nan,1,O
522.539,nan,-0.29,-101.33,9.68,-9.16,nan,nan,nan,nan,nan,1,O
523.544,nan,-0.34,-100.84,9.72,-9.28,nan,nan,nan,nan,nan,1,O
524.549,nan,-0.30,-100.41,9.70,-9.38,nan,nan,nan,nan,nan,1,O
525.553,nan,-0.34,-99.98,9.70,-9.40,nan,nan,nan,nan,nan,1,O
526.559,nan,-0.37,-99.95,9.70,-9.49,nan,nan,nan,nan,nan,1,O
527.563,nan,-0.39,-100.15,9.73,-9.53,nan,nan,nan,nan,nan,1,O
528.568,nan,-0.38,-100.65,9.77,-9.57,nan,nan,nan,nan,nan,1,O
529.573,nan,-0.41,-101.02,9.77,-9.70,nan,nan,nan,nan,nan,1,O
530.578,nan,-0.42,-101.54,9.67,-9.73,nan,nan,nan,nan,nan,1,O
531.584,nan,-0.53,-101.84,9.72,-9.80,nan,nan,nan,nan,nan,1,O
532.588,nan,-0.52,-102.27,9.73,-9.84,nan,nan,nan,nan,nan,1,O
533.593,nan,-0.52,-102.60,9.66,-9.95,nan,nan,nan,nan,nan,1,O
534.598,nan,-0.53,-102.80,9.65,-10.09,nan,nan,nan,nan,nan,1,O
535.603,nan,-0.59,-103.10,9.63,-10.27,nan,nan,nan,nan,nan,1,O
536.608,nan,-0.63,-103.45,9.67,-10.41,nan,nan,nan,nan,nan,1,O
537.613,nan,-0.65,-103.72,9.59,-10.75,nan,nan,nan,nan,nan,1,O
538.617,nan,-0.65,-103.90,9.66,-10.87,nan,nan,nan,nan,nan,1,O
539.623,nan,-0.62,-104.24,9.66,-11.10,nan,nan,nan,nan,nan,1,O
540.627,nan,-0.62,-104.54,9.67,-11.36,nan,nan,nan,nan,nan,1,O
541.633,nan,-0.75,-104.80,9.63,-11.52,nan,nan,nan,nan,nan,1,O
542.638,nan,-0.80,-104.72,9.67,-11.91,nan,nan,nan,nan,nan,1,O
543.643,nan,-0.83,-104.44,9.63,-12.13,nan,nan,nan,nan,nan,1,O
544.648,nan,-0.75,-103.84,9.65,-12.38,nan,nan,nan,nan,nan,1,O
545.652,nan,-0.88,-103.43,9.63,-12.57,nan,nan,nan,nan,nan,1,O
546.658,nan,-0.82,-102.89,9.65,-12.83,nan,nan,nan,nan,nan,1,O
547.662,nan,-0.89,-102.44,9.59,-13.11,nan,nan,nan,nan,nan,1,O
548.668,nan,-0.92,-102.10,9.59,-13.39,nan,nan,nan,nan,nan,1,O
549.672,nan,-0.89,-102.25,9.66,-13.73,nan,nan,nan,nan,nan,1,O
550.678,nan,-0.96,-102.62,9.55,-13.86,nan,nan,nan,nan,nan,1,O
551.683,nan,-1.00,-102.95,9.59,-14.25,nan,nan,nan,nan,nan,1,O
552.687,nan,-0.98,-103.43,9.59,-14.39,nan,nan,nan,nan,nan,1,O
553.693,nan,-1.08,-103.78,9.59,-14.68,nan,nan,nan,nan,nan,1,O
554.697,nan,-1.06,-104.12,9.59,-14.96,nan,nan,nan,nan,nan,1,O
555.703,nan,-1.11,-104.37,9.57,-15.22,nan,nan,nan,nan,nan,1,O
556.707,nan,-1.06,-104.87,9.59,-15.54,nan,nan,nan,nan,nan,1,O
557.713,nan,-1.16,-105.07,9.63,-15.77,nan,nan,nan,nan,nan,1,O
558.717,nan,-1.12,-105.32,9.59,-16.09,nan,nan,nan,nan,nan,1,O
559.722,nan,-1.23,-105.53,9.59,-16.34,nan,nan,nan,nan,nan,1,O
560.728,nan,-1.19,-105.84,9.59,-16.56,nan,nan,nan,nan,nan,1,O
561.732,nan,-1.27,-106.01,9.61,-16.85,nan,nan,nan,nan,nan,1,O
562.738,nan,-1.19,-106.34,9.59,-17.13,nan,nan,nan,nan,nan,1,O
563.742,nan,-1.27,-106.48,9.59,-17.45,nan,nan,nan,nan,nan,1,O
564.747,nan,-1.30,-106.77,9.52,-17.74,nan,nan,nan,nan,nan,1,O
565.752,nan,-1.30,-106.96,9.54,-18.08,nan,nan,nan,nan,nan,1,O
566.757,nan,-1.27,-107.20,9.57,-18.36,nan,nan,nan,nan,nan,1,O
567.762,nan,-1.40,-107.36,9.57,-18.66,nan,nan,nan,nan,nan,1,O
568.767,nan,-1.38,-107.62,9.54,-18.98,nan,nan,nan,nan,nan,1,O
569.773,nan,-1.37,-107.77,9.59,-19.27,nan,nan,nan,nan,nan,1,O
570.777,nan,-1.46,-107.98,9.52,-19.65,nan,nan,nan,nan,nan,1,O
571.782,nan,-1.43,-108.17,9.57,-19.89,nan,nan,nan,nan,nan,1,O
572.787,nan,-1.47,-108.17,9.59,-20.21,nan,nan,nan,nan,nan,1,O
573.792,nan,-1.49,-107.64,9.52,-20.43,nan,nan,nan,nan,nan,1,O
574.797,nan,-1.52,-107.23,9.54,-20.67,nan,nan,nan,nan,nan,1,O
575.802,nan,-1.48,-106.59,9.52,-20.95,nan,nan,nan,nan,nan,1,O
576.807,nan,-1.55,-105.98,9.48,-21.16,nan,nan,nan,nan,nan,1,O
577.812,nan,-1.52,-105.59,9.51,-21.33,nan,nan,nan,nan,nan,1,O
578.817,nan,-1.58,-105.01,9.51,-21.51,nan,nan,nan,nan,nan,1,O
579.822,nan,-1.52,-104.56,9.50,-21.84,nan,nan,nan,nan,nan,1,O
580.827,nan,-1.70,-104.81,9.57,-21.98,nan,nan,nan,nan,nan,1,O
581.832,nan,-1.70,-105.23,9.52,-22.26,nan,nan,nan,nan,nan,1,O
582.837,nan,-1.68,-105.62,9.54,-22.44,nan,nan,nan,nan,nan,1,O
583.842,nan,-1.81,-106.04,9.51,-22.66,nan,nan,nan,nan,nan,1,O
584.847,nan,-1.78,-106.45,9.48,-22.84,nan,nan,nan,nan,nan,1,O
585.852,nan,-1.77,-106.77,9.44,-23.04,nan,nan,nan,nan,nan,1,O
586.857,nan,-1.77,-107.15,9.46,-23.27,nan,nan,nan,nan,nan,1,O
587.862,nan,-1.81,-107.41,9.44,-23.51,nan,nan,nan,nan,nan,1,O
588.867,nan,-1.91,-107.74,9.43,-23.81,nan,nan,nan,nan,nan,1,O
589.872,nan,-1.80,-107.94,9.46,-24.10,nan,nan,nan,nan,nan,1,O
590.877,nan,-1.91,-108.34,9.48,-24.38,nan,nan,nan,nan,nan,1,O
591.882,nan,-1.91,-108.52,9.41,-24.58,nan,nan,nan,nan,nan,1,O
592.887,nan,-1.89,-108.75,9.41,-24.87,nan,nan,nan,nan,nan,1,O
593.892,nan,-2.01,-108.85,9.46,-25.17,nan,nan,nan,nan,nan,1,O
594.896,nan,-1.97,-109.13,9.46,-25.39,nan,nan,nan,nan,nan,1,O
595.902,nan,-1.99,-109.45,9.41,-25.74,nan,nan,nan,nan,nan,1,O
596.907,nan,-2.01,-109.55,9.37,-26.02,nan,nan,nan,nan,nan,1,O
597.912,nan,-2.02,-109.75,9.44,-26.35,nan,nan,nan,nan,nan,1,O
598.917,nan,-2.02,-110.00,9.41,-26.74,nan,nan,nan,nan,nan,1,O
599.922,nan,-2.08,-110.13,9.38,-27.01,nan,nan,nan,nan,nan,1,O
600.927,nan,-2.05,-110.25,9.32,-27.35,nan,nan,nan,nan,nan,1,O
601.931,nan,-2.09,-110.44,9.41,-27.66,nan,nan,nan,nan,nan,1,O
602.937,nan,-2.14,-110.54,9.39,-28.01,nan,nan,nan,nan,nan,1,O
603.941,nan,-2.19,-110.37,9.38,-28.31,nan,nan,nan,nan,nan,1,O
604.947,nan,-2.16,-109.93,9.44,-28.63,nan,nan,nan,nan,nan,1,O
605.952,nan,-2.23,-109.35,9.41,-28.81,nan,nan,nan,nan,nan,1,O
606.957,nan,-2.21,-108.87,9.41,-29.17,nan,nan,nan,nan,nan,1,O
607.962,nan,-2.19,-108.13,9.43,-29.45,nan,nan,nan,nan,nan,1,O
608.966,nan,-2.20,-107.73,9.38,-29.62,nan,nan,nan,nan,nan,1,O
609.972,nan,-2.31,-107.20,9.36,-29.81,nan,nan,nan,nan,nan,1,O
610.976,nan,-2.27,-107.09,9.32,-30.01,nan,nan,nan,nan,nan,1,O
611.982,nan,-2.31,-107.34,9.30,-30.17,nan,nan,nan,nan,nan,1,O
612.986,nan,-2.38,-107.74,9.32,-30.47,nan,nan,nan,nan,nan,1,O
613.992,nan,-2.35,-108.17,9.36,-30.66,nan,nan,nan,nan,nan,1,O
614.996,nan,-2.37,-108.64,9.38,-30.90,nan,nan,nan,nan,nan,1,O
616.001,nan,-2.42,-108.93,9.30,-31.16,nan,nan,nan,nan,nan,1,O
617.007,nan,-2.42,-109.37,9.30,-31.42,nan,nan,nan,nan,nan,1,O
618.011,nan,-2.47,-109.59,9.30,-31.71,nan,nan,nan,nan,nan,1,O
619.017,nan,-2.47,-109.84,9.28,-32.10,nan,nan,nan,nan,nan,1,O
620.021,nan,-2.56,-110.12,9.32,-32.34,nan,nan,nan,nan,nan,1,O
621.027,nan,-2.63,-110.35,9.30,-32.63,nan,nan,nan,nan,nan,1,O
622.031,nan,-2.57,-110.57,9.26,-32.93,nan,nan,nan,nan,nan,1,O
623.036,nan,-2.61,-110.84,9.28,-33.27,nan,nan,nan,nan,nan,1,O
624.041,nan,-2.63,-111.09,9.26,-33.62,nan,nan,nan,nan,nan,1,O
625.046,nan,-2.66,-111.32,9.30,-33.96,nan,nan,nan,nan,nan,1,O
626.052,nan,-2.67,-111.49,9.30,-34.31,nan,nan,nan,nan,nan,1,O
627.056,nan,-2.73,-111.74,9.27,-34.62,nan,nan,nan,nan,nan,1,O
628.062,nan,-2.69,-111.91,9.30,-34.98,nan,nan,nan,nan,nan,1,O
629.066,nan,-2.72,-112.13,9.26,-35.30,nan,nan,nan,nan,nan,1,O
630.071,nan,-2.73,-112.23,9.30,-35.68,nan,nan,nan,nan,nan,1,O
631.076,nan,-2.73,-112.41,9.26,-36.09,nan,nan,nan,nan,nan,1,O
632.081,nan,-2.76,-112.62,9.27,-36.40,nan,nan,nan,nan,nan,1,O
633.086,nan,-2.82,-112.61,9.26,-36.65,nan,nan,nan,nan,nan,1,O
634.091,nan,-2.82,-112.25,9.30,-36.94,nan,nan,nan,nan,nan,1,O
635.097,nan,-2.87,-111.74,9.26,-37.26,nan,nan,nan,nan,nan,1,O
636.101,nan,-2.78,-111.11,9.19,-37.47,nan,nan,nan,nan,nan,1,O
637.106,nan,-2.96,-110.54,9.22,-37.62,nan,nan,nan,nan,nan,1,O
638.111,nan,-2.95,-110.04,9.24,-37.81,nan,nan,nan,nan,nan,1,O
639.116,nan,-2.95,-109.52,9.24,-37.93,nan,nan,nan,nan,nan,1,O
640.121,nan,-2.98,-109.16,9.20,-38.16,nan,nan,nan,nan,nan,1,O
641.126,nan,-3.02,-109.29,9.30,-38.37,nan,nan,nan,nan,nan,1,O
642.131,nan,-3.02,-109.60,9.24,-38.52,nan,nan,nan,nan,nan,1,O
643.136,nan,-3.06,-109.98,9.19,-38.73,nan,nan,nan,nan,nan,1,O
644.142,nan,-3.06,-110.35,9.23,-38.91,nan,nan,nan,nan,nan,1,O
645.146,nan,-3.09,-110.67,9.21,-39.07,nan,nan,nan,nan,nan,1,O
646.151,nan,-3.12,-111.09,9.15,-39.26,nan,nan,nan,nan,nan,1,O
647.156,nan,-3.20,-111.43,9.16,-39.59,nan,nan,nan,nan,nan,1,O
648.161,nan,-3.16,-111.68,9.13,-39.79,nan,nan,nan,nan,nan,1,O
649.166,nan,-3.16,-111.96,9.13,-40.11,nan,nan,nan,nan,nan,1,O
650.171,nan,-3.27,-112.20,9.13,-40.40,nan,nan,nan,nan,nan,1,O
651.176,nan,-3.22,-112.41,9.19,-40.70,nan,nan,nan,nan,nan,1,O
652.181,nan,-3.24,-112.67,9.20,-40.98,nan,nan,nan,nan,nan,1,O
653.187,nan,-3.23,-112.99,9.13,-41.44,nan,nan,nan,nan,nan,1,O
654.191,nan,-3.24,-113.18,9.16,-41.63,nan,nan,nan,nan,nan,1,O
655.196,nan,-3.30,-113.35,9.10,-42.02,nan,nan,nan,nan,nan,1,O
656.201,nan,-3.33,-113.69,9.11,-42.36,nan,nan,nan,nan,nan,1,O
657.206,nan,-3.35,-113.80,9.16,-42.70,nan,nan,nan,nan,nan,1,O
658.211,nan,-3.39,-113.95,9.17,-43.06,nan,nan,nan,nan,nan,1,O
659.216,nan,-3.52,-114.20,9.13,-43.45,nan,nan,nan,nan,nan,1,O
660.221,nan,-3.49,-114.30,9.10,-43.81,nan,nan,nan,nan,nan,1,O
661.226,nan,-3.49,-114.44,9.13,-44.21,nan,nan,nan,nan,nan,1,O
662.232,nan,-3.49,-114.52,9.07,-44.49,nan,nan,nan,nan,nan,1,O
663.236,nan,-3.48,-114.78,9.05,-44.79,nan,nan,nan,nan,nan,1,O
664.241,nan,-3.52,-114.39,9.10,-45.16,nan,nan,nan,nan,nan,1,O
665.246,nan,-3.49,-113.87,9.06,-45.27,nan,nan,nan,nan,nan,1,O
666.251,nan,-3.53,-113.37,9.07,-45.48,nan,nan,nan,nan,nan,1,O
667.256,nan,-3.66,-112.89,9.06,-45.70,nan,nan,nan,nan,nan,1,O
668.261,nan,-3.56,-112.22,9.05,-45.88,nan,nan,nan,nan,nan,1,O
669.266,nan,-3.67,-111.71,9.02,-45.98,nan,nan,nan,nan,nan,1,O
670.271,nan,-3.63,-111.29,8.98,-46.23,nan,nan,nan,nan,nan,1,O
671.277,nan,-3.65,-111.43,9.04,-46.35,nan,nan,nan,nan,nan,1,O
672.281,nan,-3.71,-111.71,9.06,-46.39,nan,nan,nan,nan,nan,1,O
673.286,nan,-3.71,-112.03,9.02,-46.59,nan,nan,nan,nan,nan,1,O
674.291,nan,-3.73,-112.34,9.02,-46.80,nan,nan,nan,nan,nan,1,O
675.296,nan,-3.77,-112.82,9.02,-47.05,nan,nan,nan,nan,nan,1,O
676.301,nan,-3.87,-113.06,9.07,-47.24,nan,nan,nan,nan,nan,1,O
677.306,nan,-3.80,-113.47,9.02,-47.48,nan,nan,nan,nan,nan,1,O
678.311,nan,-3.87,-113.62,9.04,-47.81,nan,nan,nan,nan,nan,1,O
679.316,nan,-3.84,-113.96,8.93,-48.06,nan,nan,nan,nan,nan,1,O
680.321,nan,-3.80,-114.30,9.00,-48.45,nan,nan,nan,nan,nan,1,O
681.326,nan,-3.87,-114.41,8.98,-48.74,nan,nan,nan,nan,nan,1,O
682.331,nan,-3.92,-114.73,9.02,-49.04,nan,nan,nan,nan,nan,1,O
683.336,nan,-3.97,-114.81,8.98,-49.41,nan,nan,nan,nan,nan,1,O
684.341,nan,-3.98,-115.13,8.98,-49.73,nan,nan,nan,nan,nan,1,O
685.346,nan,-3.97,-115.41,8.96,-50.09,nan,nan,nan,nan,nan,1,O
686.351,nan,-3.95,-115.53,8.93,-50.45,nan,nan,nan,nan,nan,1,O
687.355,nan,-4.05,-115.75,8.98,-50.74,nan,nan,nan,nan,nan,1,O
688.361,nan,-4.01,-115.91,8.93,-51.28,nan,nan,nan,nan,nan,1,O
689.366,nan,-4.06,-116.01,8.94,-51.66,nan,nan,nan,nan,nan,1,O
690.371,nan,-4.05,-116.22,9.00,-52.03,nan,nan,nan,nan,nan,1,O
691.376,nan,-4.10,-116.37,8.98,-52.32,nan,nan,nan,nan,nan,1,O
692.381,nan,-4.03,-116.22,8.95,-52.61,nan,nan,nan,nan,nan,1,O
693.386,nan,-4.17,-115.72,8.93,-52.81,nan,nan,nan,nan,nan,1,O
694.390,nan,-4.17,-115.16,8.88,-53.15,nan,nan,nan,nan,nan,1,O
695.396,nan,-4.17,-114.78,8.88,-53.27,nan,nan,nan,nan,nan,1,O
696.400,nan,-4.19,-114.08,8.91,-53.39,nan,nan,nan,nan,nan,1,O
697.406,nan,-4.20,-113.52,8.87,-53.46,nan,nan,nan,nan,nan,1,O
698.411,nan,-4.20,-113.09,8.93,-53.53,nan,nan,nan,nan,nan,1,O
699.416,nan,-4.24,-113.31,8.90,-53.78,nan,nan,nan,nan,nan,1,O
700.421,nan,-4.30,-113.62,8.93,-53.79,nan,nan,nan,nan,nan,1,O
701.425,nan,-4.30,-114.02,8.87,-54.00,nan,nan,nan,nan,nan,1,O
702.431,nan,-4.30,-114.32,8.91,-54.23,nan,nan,nan,nan,nan,1,O
703.435,nan,-4.34,-114.70,8.87,-54.38,nan,nan,nan,nan,nan,1,O
704.441,nan,-4.37,-114.95,8.90,-54.56,nan,nan,nan,nan,nan,1,O
705.445,nan,-4.30,-115.27,8.91,-54.93,nan,nan,nan,nan,nan,1,O
706.451,nan,-4.34,-115.48,8.84,-55.20,nan,nan,nan,nan,nan,1,O
707.456,nan,-4.38,-115.80,8.85,-55.55,nan,nan,nan,nan,nan,1,O
708.460,nan,-4.41,-116.01,8.84,-55.87,nan,nan,nan,nan,nan,1,O
709.466,nan,-4.48,-116.20,8.85,-56.12,nan,nan,nan,nan,nan,1,O
710.470,nan,-4.46,-116.53,8.85,-56.55,nan,nan,nan,nan,nan,1,O
711.476,nan,-4.37,-116.68,8.88,-56.93,nan,nan,nan,nan,nan,1,O
712.480,nan,-4.54,-116.94,8.83,-57.32,nan,nan,nan,nan,nan,1,O
713.486,nan,-4.48,-116.99,8.85,-57.73,nan,nan,nan,nan,nan,1,O
714.490,nan,-4.52,-117.34,8.80,-58.15,nan,nan,nan,nan,nan,1,O
715.496,nan,-4.55,-117.52,8.80,-58.58,nan,nan,nan,nan,nan,1,O
716.500,nan,-4.60,-117.65,8.88,-58.90,nan,nan,nan,nan,nan,1,O
717.505,nan,-4.64,-117.62,8.85,-59.22,nan,nan,nan,nan,nan,1,O
718.511,nan,-4.55,-117.35,8.84,-59.40,nan,nan,nan,nan,nan,1,O
719.515,nan,-4.60,-116.77,8.78,-59.70,nan,nan,nan,nan,nan,1,O
